col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Joe Cox,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,23,"3,901",57,24,2,"3,703","3,636","3,553","3,443","3,238",993,774,204,156,109,48,35,29,29,68,63,22,9,All
Daniel D Mccaffery,,12,42,27,1,"3,631","3,521","3,464","3,341","3,181",975,760,198,150,106,43,40,28,24,53,48,24,10,All
Megan Mccarthy King,,,1,106,0,84,71,65,58,64,66,46,111,28,17,84,76,82,80,22,16,8,1,All
Christylee Peck,,,,1,0,58,45,52,33,43,37,20,94,12,16,74,72,74,72,14,6,6,0,All
Write-In,,,,,0,4,1,0,2,1,4,2,0,0,1,0,0,0,0,1,0,0,0,All
Helen Gym,,,,,,4,"3,479","3,429","3,340","3,250",808,611,172,136,79,38,25,17,11,40,23,11,6,All
Isaiah Thomas,,,,,,,7,"3,467","3,353","3,170",638,471,129,65,52,29,15,16,18,35,31,7,2,All
Derek S Green,,,,,,,,5,"3,298","3,182",574,404,138,73,41,31,19,16,10,34,24,4,3,All
Katherine Gilmore Richardson,,,,,,,,,2,"3,062",507,374,72,67,34,23,27,12,19,14,27,5,4,All
Allan Domb,,,,,,,,,,4,299,180,129,30,20,31,25,18,23,20,5,6,3,All
Kendra Brooks,,,,,,,,,,,2,921,109,154,92,19,20,19,12,56,41,17,6,All
Nicolas O'Rourke,,,,,,,,,,,,1,67,97,63,9,8,13,7,32,28,14,3,All
David Oh,,,,,,,,,,,,,3,23,22,93,77,84,86,11,10,5,1,All
