col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Daniel D Mccaffery,52,"2,827",121,45,1,"3,044","2,963","2,970","2,850","2,785","2,746","2,613",2,All
Amanda Green-Hawkins,,18,23,24,0,"2,851","2,808","2,752","2,626","2,652","2,593","2,576",2,All
Megan Mccarthy King,,,21,411,0,160,159,160,161,143,138,111,2,All
Christylee Peck,,,,11,0,110,102,99,98,91,88,85,2,All
Write-In,,,,,0,2,2,2,2,2,2,1,1,All
Tiffany Palmer,,,,,,1,"3,089","3,067","2,960","2,912","2,854","2,747",2,All
Jennifer Schultz,,,,,,,4,"3,012","2,898","2,910","2,850","2,732",2,All
Anthony Kyriakakis,,,,,,,,0,"2,945","2,855","2,829","2,674",2,All
James C Crumlish,,,,,,,,,2,"2,837","2,827","2,664",1,All
Carmella Jacquinto,,,,,,,,,,4,"2,817","2,698",2,All
Joshua Roberts,,,,,,,,,,,1,"2,651",1,All
Crystal B Powell,,,,,,,,,,,,3,1,All
Write-In,,,,,,,,,,,,,0,All
Total,"3,293","3,032",588,497,3,"3,259","3,164","3,140","3,011","2,976","2,891","2,786",5,All
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,1
Daniel D Mccaffery,4,147,2,4,0,153,153,152,144,139,138,133,0,1
Amanda Green-Hawkins,,0,0,0,0,148,146,145,137,135,132,133,0,1
Christylee Peck,,,2,11,0,3,3,3,5,2,2,1,0,1
Megan Mccarthy King,,,,0,0,5,5,4,7,3,3,2,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,,0,156,154,150,144,143,139,0,1
Anthony Kyriakakis,,,,,,,0,158,149,144,143,137,0,1
Jennifer Schultz,,,,,,,,0,147,144,143,137,0,1
James C Crumlish,,,,,,,,,1,144,143,138,0,1
Carmella Jacquinto,,,,,,,,,,0,143,136,0,1
Joshua Roberts,,,,,,,,,,,0,134,0,1
Crystal B Powell,,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,,0,1
Total,165,156,15,15,0,162,160,159,154,146,143,141,0,1
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,2
Daniel D Mccaffery,4,133,12,2,0,149,148,144,145,136,134,127,0,2
Amanda Green-Hawkins,,2,1,1,0,134,132,128,134,126,126,125,0,2
Megan Mccarthy King,,,0,21,0,14,13,14,11,11,9,6,1,2
Christylee Peck,,,,0,0,6,7,6,5,5,5,5,1,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,2
Tiffany Palmer,,,,,,0,153,150,150,142,139,133,0,2
Anthony Kyriakakis,,,,,,,0,150,148,141,140,133,0,2
James C Crumlish,,,,,,,,0,144,141,138,132,0,2
Jennifer Schultz,,,,,,,,,0,142,140,132,0,2
Carmella Jacquinto,,,,,,,,,,0,137,130,0,2
Joshua Roberts,,,,,,,,,,,0,130,0,2
Crystal B Powell,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,0,2
Total,162,141,34,24,0,158,156,152,152,143,140,133,1,2
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
