col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,23,"2,543",19,17,0,"2,424","2,317","2,225","2,174","2,046",676,564,96,30,18,27,9,144,77,41,34,23,27,All
Daniel D Mccaffery,,15,58,17,0,"2,389","2,261","2,168","2,126","1,996",683,581,124,61,29,47,39,149,91,45,33,27,27,All
Megan Mccarthy King,,,8,293,0,65,50,45,53,73,33,24,286,277,275,262,275,15,6,20,5,9,2,All
Christylee Peck,,,,2,0,39,32,27,29,41,21,15,262,252,258,248,252,10,7,16,5,9,2,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,4,"2,298","2,207","2,155","2,082",570,481,93,36,16,20,18,121,76,31,16,17,9,All
Isaiah Thomas,,,,,,,6,"2,198","2,170","2,021",442,363,63,26,11,20,9,45,25,29,20,14,12,All
Katherine Gilmore Richardson,,,,,,,,4,"2,104","1,994",353,296,32,23,12,17,9,55,28,12,16,13,9,All
Derek S Green,,,,,,,,,2,"1,999",298,212,57,33,8,14,8,55,42,23,17,9,8,All
Allan Domb,,,,,,,,,,5,163,121,93,42,26,26,23,36,15,11,7,9,8,All
Kendra Brooks,,,,,,,,,,,1,683,46,8,8,10,2,119,80,36,16,24,12,All
Nicolas O'Rourke,,,,,,,,,,,,0,25,7,7,9,6,91,57,16,10,16,10,All
David Oh,,,,,,,,,,,,,9,291,289,269,285,20,8,19,5,7,4,All
Al Taubenberger,,,,,,,,,,,,,,5,273,282,281,4,4,10,1,2,1,All
Matt Wolfe,,,,,,,,,,,,,,,2,262,292,9,3,9,5,5,2,All
Dan Tinney,,,,,,,,,,,,,,,,3,268,3,5,7,1,1,0,All
Bill Heeney,,,,,,,,,,,,,,,,,2,8,4,6,3,4,1,All
Joe Cox,,,,,,,,,,,,,,,,,,1,38,20,28,17,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,2,15,3,9,2,All
Maj Toure,,,,,,,,,,,,,,,,,,,,2,5,10,2,All
Clarc King,,,,,,,,,,,,,,,,,,,,,0,8,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,811","2,769",416,343,0,"2,664","2,539","2,402","2,362","2,238",837,700,456,363,341,335,331,184,109,76,46,46,37,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Joe Cox,Al Taubenberger,Dan Tinney,Matt Wolfe,Sherrie Cohen,Clarc King,Steve Cherniavsky,Maj Toure,Write-In,1
Daniel D Mccaffery,2,109,4,0,0,104,99,90,93,85,29,23,8,2,10,2,0,0,7,3,2,1,0,1
Amanda Green-Hawkins,,1,2,0,0,102,98,87,90,82,30,22,7,1,8,1,0,0,6,3,1,1,0,1
Megan Mccarthy King,,,0,8,0,5,4,5,2,2,2,1,9,8,1,8,7,7,1,0,0,0,0,1
Christylee Peck,,,,0,0,1,1,1,1,1,0,0,7,7,0,7,7,7,0,0,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,102,91,91,84,27,22,5,1,7,0,0,0,6,2,1,1,0,1
Isaiah Thomas,,,,,,,0,93,91,85,24,19,5,1,4,0,0,0,2,2,0,0,0,1
Derek S Green,,,,,,,,0,83,81,13,6,5,1,2,1,0,0,2,2,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,0,83,15,10,3,0,3,1,0,0,1,1,1,0,0,1
Allan Domb,,,,,,,,,,1,9,4,4,0,2,1,0,0,1,0,1,0,0,1
Kendra Brooks,,,,,,,,,,,0,28,3,0,5,0,0,0,6,1,2,1,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,1,0,5,0,0,0,4,1,1,1,0,1
David Oh,,,,,,,,,,,,,0,8,0,9,7,7,0,0,0,1,0,1
Bill Heeney,,,,,,,,,,,,,,0,1,8,8,8,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,3,2,1,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,0,7,7,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,1,8,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,122,118,14,8,0,113,109,97,97,91,37,28,17,10,10,9,9,8,7,3,2,1,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Write-In,David Oh,Maj Toure,Sherrie Cohen,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Steve Cherniavsky,Clarc King,2
Amanda Green-Hawkins,1,154,2,0,0,145,137,135,123,114,48,43,9,7,4,3,4,1,1,1,0,2,2,2
Daniel D Mccaffery,,1,3,0,0,140,132,129,117,110,49,44,11,9,4,4,4,0,1,0,0,2,2,2
Megan Mccarthy King,,,0,4,0,5,2,1,4,4,3,1,1,1,5,2,1,4,2,3,3,0,0,2
Christylee Peck,,,,0,0,1,0,0,0,1,0,0,0,1,3,0,0,3,2,3,3,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,132,128,117,118,47,42,11,2,3,2,2,0,0,0,0,1,1,2
Katherine Gilmore Richardson,,,,,,,0,129,121,110,33,29,2,1,1,2,2,0,1,0,0,2,1,2
Isaiah Thomas,,,,,,,,0,116,111,31,26,4,0,2,2,3,0,1,1,0,1,2,2
Derek S Green,,,,,,,,,1,110,17,15,2,1,1,3,3,1,0,0,0,1,1,2
Allan Domb,,,,,,,,,,1,12,9,3,0,2,2,1,1,0,0,0,0,1,2
Kendra Brooks,,,,,,,,,,,0,56,10,4,3,2,3,0,1,0,0,2,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,8,3,1,0,1,0,0,0,0,1,0,2
Joe Cox,,,,,,,,,,,,,0,1,2,1,1,0,0,0,0,0,2,2
Write-In,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,0,0,2
David Oh,,,,,,,,,,,,,,,0,3,1,5,4,5,4,0,0,2
Maj Toure,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,,0,3,4,4,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,,,,1,3,3,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,4,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,174,165,9,4,0,158,145,143,133,125,65,56,13,11,10,6,6,5,5,5,4,3,2,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Write-In,Steve Cherniavsky,3
Amanda Green-Hawkins,1,162,2,0,0,151,149,135,133,131,45,41,4,4,2,1,1,5,5,1,3,3,0,3
Daniel D Mccaffery,,1,3,0,0,145,145,127,122,122,43,41,3,5,3,2,1,5,4,1,3,3,0,3
Megan Mccarthy King,,,0,7,0,4,3,4,4,2,7,6,5,6,5,5,5,0,0,3,0,0,0,3
Christylee Peck,,,,0,0,2,0,1,1,1,2,2,4,4,3,3,4,0,0,3,0,0,0,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,,,,0,148,141,140,134,33,30,3,0,0,0,0,0,0,1,0,3,0,3
Helen Gym,,,,,,,0,134,132,133,32,29,2,1,1,0,0,4,3,0,2,1,0,3
Derek S Green,,,,,,,,0,135,129,14,11,2,1,1,1,0,1,2,0,0,3,0,3
Katherine Gilmore Richardson,,,,,,,,,1,126,17,15,0,1,0,0,0,1,0,0,0,1,0,3
Allan Domb,,,,,,,,,,0,10,9,3,1,0,0,0,1,0,1,0,3,0,3
Kendra Brooks,,,,,,,,,,,0,52,3,2,0,0,0,5,5,1,3,0,0,3
Nicolas O'Rourke,,,,,,,,,,,,0,2,2,0,0,0,5,5,1,3,0,0,3
David Oh,,,,,,,,,,,,,1,5,4,4,5,0,0,1,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,,0,6,6,6,0,0,2,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,0,6,5,0,0,1,0,0,0,3
Bill Heeney,,,,,,,,,,,,,,,,0,5,0,0,1,0,0,0,3
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,3
Joe Cox,,,,,,,,,,,,,,,,,,0,2,0,3,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,180,169,15,7,0,166,162,148,147,143,57,52,11,10,7,6,6,6,5,4,3,3,0,3
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,4
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Clarc King,David Oh,Joe Cox,Sherrie Cohen,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Steve Cherniavsky,Maj Toure,Write-In,4
Amanda Green-Hawkins,0,143,1,1,0,135,135,131,129,128,21,17,4,3,3,4,1,1,0,0,1,0,0,4
Daniel D Mccaffery,,1,2,0,0,132,130,129,129,123,22,19,3,3,3,4,2,2,0,0,1,0,0,4
Megan Mccarthy King,,,0,2,0,3,2,3,3,3,1,1,1,2,0,0,1,2,1,1,0,0,0,4
Christylee Peck,,,,0,0,1,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,0,4
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isaiah Thomas,,,,,,2,131,132,132,127,14,10,4,2,1,2,2,0,0,0,0,0,0,4
Helen Gym,,,,,,,0,128,126,125,14,14,0,1,1,2,1,0,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,,,0,130,124,12,9,3,0,2,1,1,1,0,0,0,0,0,4
Derek S Green,,,,,,,,,0,125,10,6,3,2,0,0,2,2,0,0,0,0,0,4
Allan Domb,,,,,,,,,,1,5,3,2,3,2,2,0,1,0,0,1,0,0,4
Kendra Brooks,,,,,,,,,,,0,20,2,1,1,2,0,1,0,0,0,0,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,1,2,0,1,0,0,0,0,0,4
Clarc King,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,0,0,4
David Oh,,,,,,,,,,,,,,0,0,0,2,2,1,1,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,1,2,0,0,0,0,1,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,4
Dan Tinney,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,4
Bill Heeney,,,,,,,,,,,,,,,,,,,0,1,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,152,150,6,3,0,146,140,139,138,135,25,20,5,5,4,4,3,3,1,1,1,0,0,4
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Al Taubenberger,Bill Heeney,David Oh,Joe Cox,Matt Wolfe,Dan Tinney,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,5
Amanda Green-Hawkins,0,105,0,2,0,99,94,89,84,84,32,29,2,1,2,10,0,1,4,2,1,0,0,5
Daniel D Mccaffery,,0,2,0,0,96,92,85,81,79,33,29,4,4,4,10,2,1,6,0,1,1,0,5
Megan Mccarthy King,,,1,9,0,0,1,2,2,0,0,0,7,7,7,1,9,7,0,0,1,1,0,5
Christylee Peck,,,,0,0,1,3,2,3,1,1,1,6,6,6,2,8,6,0,1,1,1,0,5
