col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court,,,,,District Council 8th District,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Cindy Bass,Greg Paulmier,Write-In,All
Amanda Green-Hawkins,323,"28,795",281,192,2,"25,559","4,826",63,All
Daniel D Mccaffery,,208,353,191,1,"24,637","4,978",69,All
Megan Mccarthy King,,,48,"1,110",1,522,624,2,All
Christylee Peck,,,,21,0,344,502,2,All
Write-In,,,,,2,2,5,1,All
Cindy Bass,,,,,,896,0,0,All
Greg Paulmier,,,,,,,529,0,All
Write-In,,,,,,,,6,All
Total,"31,662","30,776","1,900","1,552",12,"27,676","6,465",82,All
