col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,City Commissioners,,,,Judge Of The Superior Court,,,,,All
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Omar Sabir,17,"1,988",38,0,"1,980","1,967",45,16,2,All
Lisa Deeley,,6,33,1,"1,931","1,922",48,23,2,All
Al Schmidt,,,4,0,64,39,76,66,0,All
Write-In,,,,0,2,2,0,0,0,All
Daniel D Mccaffery,,,,,16,"1,940",40,13,0,All
Amanda Green-Hawkins,,,,,,23,12,9,0,All
Megan Mccarthy King,,,,,,,0,59,0,All
Christylee Peck,,,,,,,,0,0,All
Write-In,,,,,,,,,0,All
Total,"2,143","2,082",140,4,"2,097","2,086",116,83,2,All
,Judge Of The Superior Court,,,,,City Commissioners,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,1
Daniel D Mccaffery,1,110,1,3,0,117,116,4,1,1
Amanda Green-Hawkins,,2,2,1,0,111,111,1,1,1
Christylee Peck,,,0,11,0,5,5,11,0,1
Megan Mccarthy King,,,,0,0,3,5,13,0,1
Write-In,,,,,0,0,0,0,0,1
Lisa Deeley,,,,,,0,119,1,0,1
Omar Sabir,,,,,,,0,4,0,1
Al Schmidt,,,,,,,,1,0,1
Write-In,,,,,,,,,0,1
Total,128,120,15,15,0,128,128,18,1,1
,Judge Of The Superior Court,,,,,City Commissioners,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Amanda Green-Hawkins,1,44,0,0,0,45,45,0,0,2
Daniel D Mccaffery,,0,1,0,0,45,44,1,0,2
Megan Mccarthy King,,,0,0,0,1,0,1,0,2
Christylee Peck,,,,0,0,0,0,0,0,2
Write-In,,,,,0,0,0,0,0,2
Lisa Deeley,,,,,,0,45,1,0,2
Omar Sabir,,,,,,,0,0,0,2
Al Schmidt,,,,,,,,0,0,2
Write-In,,,,,,,,,0,2
Total,47,45,1,0,0,47,46,1,0,2
,Judge Of The Superior Court,,,,,City Commissioners,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,3
Daniel D Mccaffery,0,174,10,3,0,178,181,14,0,3
Amanda Green-Hawkins,,0,4,2,0,170,170,12,0,3
Megan Mccarthy King,,,0,6,0,12,11,8,0,3
Christylee Peck,,,,0,0,4,3,7,0,3
Write-In,,,,,0,0,0,0,0,3
Omar Sabir,,,,,,2,180,6,0,3
Lisa Deeley,,,,,,,1,7,0,3
Al Schmidt,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,202,190,21,11,2,200,199,22,0,3
,City Commissioners,,,,Judge Of The Superior Court,,,,,4
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,4
Omar Sabir,2,55,0,0,57,54,1,0,0,4
Lisa Deeley,,2,0,0,54,52,1,0,0,4
Al Schmidt,,,1,0,0,0,2,1,0,4
Write-In,,,,0,0,0,0,0,0,4
Amanda Green-Hawkins,,,,,1,55,1,0,0,4
Daniel D Mccaffery,,,,,,0,0,0,0,4
Megan Mccarthy King,,,,,,,0,1,0,4
Christylee Peck,,,,,,,,0,0,4
Write-In,,,,,,,,,0,4
Total,61,58,3,0,60,55,3,1,0,4
,Judge Of The Superior Court,,,,,City Commissioners,,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Amanda Green-Hawkins,2,52,0,0,0,53,53,0,0,5
Daniel D Mccaffery,,1,1,0,0,52,53,1,0,5
Megan Mccarthy King,,,0,0,0,1,2,1,0,5
Christylee Peck,,,,0,0,0,0,0,0,5
Write-In,,,,,0,0,0,0,0,5
Lisa Deeley,,,,,,1,54,0,0,5
Omar Sabir,,,,,,,0,1,0,5
Al Schmidt,,,,,,,,0,0,5
Write-In,,,,,,,,,0,5
Total,56,54,2,0,0,56,56,1,0,5
,City Commissioners,,,,Judge Of The Superior Court,,,,,6
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,6
Omar Sabir,1,54,0,0,54,47,2,0,0,6
Lisa Deeley,,0,0,0,52,47,2,0,0,6
Al Schmidt,,,0,0,0,0,0,0,0,6
Write-In,,,,0,0,0,0,0,0,6
Amanda Green-Hawkins,,,,,2,44,0,0,0,6
Daniel D Mccaffery,,,,,,1,2,0,0,6
Megan Mccarthy King,,,,,,,0,0,0,6
Christylee Peck,,,,,,,,0,0,6
Write-In,,,,,,,,,0,6
Total,58,55,0,0,56,49,2,0,0,6
,City Commissioners,,,,Judge Of The Superior Court,,,,,7
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,7
Omar Sabir,1,31,0,0,30,30,1,0,0,7
Lisa Deeley,,0,0,0,30,30,1,0,0,7
Al Schmidt,,,0,0,0,0,0,0,0,7
Write-In,,,,0,0,0,0,0,0,7
Amanda Green-Hawkins,,,,,1,29,0,0,0,7
Daniel D Mccaffery,,,,,,0,1,0,0,7
Megan Mccarthy King,,,,,,,0,0,0,7
Christylee Peck,,,,,,,,0,0,7
Write-In,,,,,,,,,0,7
Total,32,31,0,0,31,30,1,0,0,7
,Judge Of The Superior Court,,,,,City Commissioners,,,,8
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,8
Amanda Green-Hawkins,1,59,0,0,0,59,58,1,0,8
Daniel D Mccaffery,,0,1,0,0,59,57,2,0,8
Megan Mccarthy King,,,0,0,0,1,0,1,0,8
Christylee Peck,,,,0,0,0,0,0,0,8
Write-In,,,,,0,0,0,0,0,8
Omar Sabir,,,,,,0,56,1,0,8
Lisa Deeley,,,,,,,0,1,0,8
Al Schmidt,,,,,,,,0,0,8
Write-In,,,,,,,,,0,8
Total,62,61,1,0,0,61,58,2,0,8
,Judge Of The Superior Court,,,,,City Commissioners,,,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,9
Amanda Green-Hawkins,0,81,1,0,0,82,82,1,0,9
Daniel D Mccaffery,,0,0,0,0,79,81,0,0,9
Christylee Peck,,,0,1,0,2,0,1,0,9
Megan Mccarthy King,,,,0,0,1,0,0,0,9
Write-In,,,,,0,0,0,0,0,9
Lisa Deeley,,,,,,0,80,1,0,9
Omar Sabir,,,,,,,0,0,0,9
Al Schmidt,,,,,,,,0,0,9
Write-In,,,,,,,,,0,9
Total,84,81,2,1,0,83,82,1,0,9
,City Commissioners,,,,Judge Of The Superior Court,,,,,10
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,10
Omar Sabir,2,238,4,0,237,236,6,0,0,10
Lisa Deeley,,1,5,1,230,227,8,2,0,10
Al Schmidt,,,1,0,9,3,16,13,0,10
Write-In,,,,0,1,1,0,0,0,10
Daniel D Mccaffery,,,,,4,235,8,1,0,10
Amanda Green-Hawkins,,,,,,1,2,1,0,10
Megan Mccarthy King,,,,,,,0,12,0,10
Christylee Peck,,,,,,,,0,0,10
Write-In,,,,,,,,,0,10
Total,263,254,24,1,262,259,22,14,0,10
,City Commissioners,,,,Judge Of The Superior Court,,,,,11
