col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District,,Judge Of The Superior Court,,,,,All
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,All
Jamie Gauthier,65,0,"2,189","2,121",16,9,1,All
Write-In,,1,0,0,0,0,0,All
Amanda Green-Hawkins,,,37,"2,111",5,5,0,All
Daniel D Mccaffery,,,,19,9,1,0,All
Megan Mccarthy King,,,,,4,35,0,All
Christylee Peck,,,,,,3,0,All
Write-In,,,,,,,0,All
Total,"2,323",1,"2,280","2,194",54,46,1,All
,Judge Of The Superior Court,,,,,District Council 3rd District,,1
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Jamie Gauthier,Write-In,1
Amanda Green-Hawkins,0,100,0,0,0,99,0,1
Daniel D Mccaffery,,1,0,0,0,97,0,1
Christylee Peck,,,1,1,0,0,0,1
Megan Mccarthy King,,,,0,0,0,0,1
Write-In,,,,,0,1,0,1
Jamie Gauthier,,,,,,2,0,1
Write-In,,,,,,,0,1
Total,104,103,2,1,1,104,0,1
,District Council 3rd District,,Judge Of The Superior Court,,,,,2
,Jamie Gauthier,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,2
Jamie Gauthier,6,0,129,127,2,1,0,2
Write-In,,0,0,0,0,0,0,2
Daniel D Mccaffery,,,4,123,1,1,0,2
Amanda Green-Hawkins,,,,1,1,0,0,2
Megan Mccarthy King,,,,,0,0,0,2
Christylee Peck,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,142,0,136,131,2,1,0,2
,District Council 3rd District,,Judge Of The Superior Court,,,,,3
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,3
Jamie Gauthier,1,0,93,94,1,1,0,3
Write-In,,0,0,0,0,0,0,3
Amanda Green-Hawkins,,,2,91,1,0,0,3
Daniel D Mccaffery,,,,0,0,1,0,3
Christylee Peck,,,,,0,1,0,3
Megan Mccarthy King,,,,,,0,0,3
Write-In,,,,,,,0,3
Total,98,0,96,95,2,2,0,3
,District Council 3rd District,,Judge Of The Superior Court,,,,,4
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,4
Jamie Gauthier,7,0,106,102,0,1,0,4
Write-In,,0,0,0,0,0,0,4
Amanda Green-Hawkins,,,3,102,0,1,0,4
Daniel D Mccaffery,,,,0,0,0,0,4
Christylee Peck,,,,,1,1,0,4
Megan Mccarthy King,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,116,0,112,105,2,2,0,4
,District Council 3rd District,,Judge Of The Superior Court,,,,,5
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,5
Jamie Gauthier,2,0,96,95,1,1,0,5
Write-In,,0,0,0,0,0,0,5
Amanda Green-Hawkins,,,2,95,0,0,0,5
Daniel D Mccaffery,,,,0,0,0,0,5
Christylee Peck,,,,,0,3,0,5
Megan Mccarthy King,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,100,0,99,96,3,3,0,5
,District Council 3rd District,,Judge Of The Superior Court,,,,,6
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,6
Jamie Gauthier,6,0,165,154,3,0,0,6
Write-In,,0,0,0,0,0,0,6
Amanda Green-Hawkins,,,1,152,1,0,0,6
Daniel D Mccaffery,,,,0,2,0,0,6
Megan Mccarthy King,,,,,1,2,0,6
Christylee Peck,,,,,,0,0,6
Write-In,,,,,,,0,6
Total,176,0,169,157,6,2,0,6
,Judge Of The Superior Court,,,,,District Council 3rd District,,7
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Jamie Gauthier,Write-In,7
Amanda Green-Hawkins,1,149,1,1,0,151,0,7
Daniel D Mccaffery,,0,0,0,0,147,0,7
Christylee Peck,,,0,1,0,2,0,7
Megan Mccarthy King,,,,0,0,1,0,7
Write-In,,,,,0,0,0,7
Jamie Gauthier,,,,,,0,0,7
Write-In,,,,,,,1,7
Total,157,152,3,2,0,155,1,7
,District Council 3rd District,,Judge Of The Superior Court,,,,,8
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,8
Jamie Gauthier,4,0,90,89,0,0,0,8
Write-In,,0,0,0,0,0,0,8
Amanda Green-Hawkins,,,2,83,0,0,0,8
Daniel D Mccaffery,,,,3,0,0,0,8
Christylee Peck,,,,,0,1,0,8
Megan Mccarthy King,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,101,0,93,93,1,1,0,8
,Judge Of The Superior Court,,,,,District Council 3rd District,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Jamie Gauthier,Write-In,9
Amanda Green-Hawkins,4,89,0,0,0,101,0,9
Daniel D Mccaffery,,0,0,0,0,89,0,9
Megan Mccarthy King,,,1,3,0,0,0,9
Christylee Peck,,,,0,0,0,0,9
Write-In,,,,,0,0,0,9
Jamie Gauthier,,,,,,4,0,9
Write-In,,,,,,,0,9
Total,106,90,4,3,0,106,0,9
,District Council 3rd District,,Judge Of The Superior Court,,,,,10
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,10
Jamie Gauthier,1,0,115,116,1,0,0,10
Write-In,,0,0,0,0,0,0,10
Amanda Green-Hawkins,,,5,111,0,0,0,10
Daniel D Mccaffery,,,,3,2,0,0,10
Megan Mccarthy King,,,,,0,2,0,10
Christylee Peck,,,,,,1,0,10
Write-In,,,,,,,0,10
Total,124,0,123,123,4,3,0,10
,District Council 3rd District,,Judge Of The Superior Court,,,,,11
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,11
Jamie Gauthier,3,0,147,145,0,0,0,11
Write-In,,0,0,0,0,0,0,11
Amanda Green-Hawkins,,,0,145,0,0,0,11
Daniel D Mccaffery,,,,1,0,0,0,11
Christylee Peck,,,,,0,1,0,11
Megan Mccarthy King,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,152,0,149,148,1,1,0,11
,Judge Of The Superior Court,,,,,District Council 3rd District,,12
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Jamie Gauthier,Write-In,12
Amanda Green-Hawkins,4,81,0,0,0,83,0,12
Daniel D Mccaffery,,0,0,0,0,78,0,12
Christylee Peck,,,0,1,0,0,0,12
Megan Mccarthy King,,,,0,0,0,0,12
Write-In,,,,,0,0,0,12
Jamie Gauthier,,,,,,5,0,12
