col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,Write-In,All
Al Taubenberger,29,"1,102","1,071","1,062",999,172,88,87,62,52,16,20,16,17,24,15,7,2,255,238,250,232,233,222,209,8,All
Bill Heeney,,26,"1,036","1,066","1,012",130,50,56,17,33,15,21,16,11,16,14,7,1,192,184,195,189,183,175,169,8,All
David Oh,,,15,979,961,193,113,44,54,61,23,19,9,15,18,13,10,0,233,229,227,222,220,220,205,8,All
Dan Tinney,,,,16,974,139,56,61,42,43,18,13,14,12,19,13,6,1,187,191,204,194,184,177,163,7,All
Matt Wolfe,,,,,11,74,28,50,26,17,12,14,13,12,25,12,9,1,145,136,138,132,125,127,116,8,All
Allan Domb,,,,,,11,783,741,732,724,55,32,12,13,9,10,6,0,839,830,836,831,824,810,798,1,All
Helen Gym,,,,,,,3,758,742,728,90,56,20,31,12,8,8,0,839,840,823,822,813,816,797,1,All
Katherine Gilmore Richardson,,,,,,,,3,730,714,60,35,13,18,6,6,5,0,786,791,775,773,776,771,752,1,All
Derek S Green,,,,,,,,,0,731,55,34,14,14,3,3,4,0,769,768,761,762,761,752,741,1,All
Isaiah Thomas,,,,,,,,,,1,46,33,9,3,4,6,5,0,761,764,752,758,755,746,737,0,All
Kendra Brooks,,,,,,,,,,,0,87,19,24,5,15,8,0,116,120,110,113,102,102,95,0,All
Nicolas O'Rourke,,,,,,,,,,,,1,18,14,4,11,6,0,83,83,75,80,75,73,64,0,All
Joe Cox,,,,,,,,,,,,,1,8,9,10,15,0,34,31,31,29,30,27,28,0,All
Sherrie Cohen,,,,,,,,,,,,,,3,6,8,4,0,37,35,25,26,26,34,30,1,All
Maj Toure,,,,,,,,,,,,,,,4,6,8,0,17,18,19,15,16,17,16,1,All
