col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
Megan Mccarthy King,,,1,47,0,3,6,2,2,0,44,42,44,45,43,1,1,2,1,2,0,1,0,1
Christylee Peck,,,,0,0,2,4,4,3,2,41,37,40,43,39,0,1,2,1,2,1,1,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,1,73,74,72,71,4,6,3,1,3,7,4,0,1,0,0,0,0,1
Allan Domb,,,,,,,0,70,69,67,4,10,6,5,10,4,2,0,0,0,1,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,68,73,3,2,4,4,4,7,3,0,0,0,1,0,0,1
Isaiah Thomas,,,,,,,,,0,66,2,5,1,2,3,3,2,0,1,0,0,0,0,1
Derek S Green,,,,,,,,,,0,2,0,1,1,0,6,3,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,0,51,48,48,46,2,3,1,0,1,0,1,0,1
David Oh,,,,,,,,,,,,1,47,49,51,0,2,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,1,48,49,1,1,1,0,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,0,49,1,3,1,0,1,1,1,0,1
Bill Heeney,,,,,,,,,,,,,,,0,1,3,0,0,0,1,0,0,1
Kendra Brooks,,,,,,,,,,,,,,,,0,6,0,1,0,0,1,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,1
Joe Cox,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,92,89,56,51,0,86,84,81,76,74,62,62,60,59,58,10,9,2,2,2,2,2,0,1
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,2
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Sherrie Cohen,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,2
Al Taubenberger,0,128,121,117,119,16,11,9,8,5,1,1,3,3,1,0,1,0,118,39,110,12,0,2
Bill Heeney,,1,116,125,122,16,9,9,2,3,2,2,1,1,0,2,0,0,122,31,114,7,0,2
David Oh,,,0,112,112,19,15,2,9,10,1,0,2,1,2,2,0,0,110,31,102,14,0,2
Dan Tinney,,,,0,112,14,7,4,1,2,1,1,2,2,0,2,1,0,114,24,104,6,0,2
Matt Wolfe,,,,,1,10,3,8,2,0,2,1,4,2,2,2,1,0,113,18,106,3,0,2
Allan Domb,,,,,,0,86,71,73,71,6,4,1,0,0,1,1,0,14,89,11,79,0,2
Helen Gym,,,,,,,1,71,75,75,8,4,2,1,1,1,1,0,10,87,4,79,0,2
Katherine Gilmore Richardson,,,,,,,,0,71,67,4,3,0,1,0,1,0,0,8,74,2,72,0,2
Derek S Green,,,,,,,,,0,75,8,3,0,0,1,1,0,0,2,78,2,78,0,2
Isaiah Thomas,,,,,,,,,,0,7,4,0,0,1,1,0,0,3,76,3,75,0,2
Kendra Brooks,,,,,,,,,,,0,8,2,0,2,1,1,0,0,12,2,11,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,3,1,1,0,1,0,1,11,0,7,0,2
Joe Cox,,,,,,,,,,,,,0,2,4,2,3,0,6,4,5,1,0,2
Maj Toure,,,,,,,,,,,,,,0,2,1,1,0,6,3,4,0,0,2
Clarc King,,,,,,,,,,,,,,,0,1,1,0,3,1,4,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,0,1,0,3,2,2,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,2,3,1,1,0,2
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,18,118,0,0,2
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,2,6,91,0,2
Christylee Peck,,,,,,,,,,,,,,,,,,,,,1,1,0,2
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,155,155,140,135,135,104,97,86,85,83,14,11,9,8,5,5,4,0,144,138,129,97,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,David Oh,Al Taubenberger,Helen Gym,Katherine Gilmore Richardson,Bill Heeney,Dan Tinney,Isaiah Thomas,Matt Wolfe,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Joe Cox,Write-In,3
Daniel D Mccaffery,2,49,9,1,0,55,17,11,45,47,9,7,43,5,41,9,9,0,2,4,0,0,0,3
Amanda Green-Hawkins,,1,1,3,0,48,8,4,50,48,2,2,44,3,43,8,7,3,4,1,0,1,0,3
Megan Mccarthy King,,,0,50,0,11,49,49,4,7,50,45,4,44,1,2,1,4,2,0,3,2,1,3
Christylee Peck,,,,1,0,7,44,44,4,7,44,42,2,41,1,2,1,5,2,1,3,3,1,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Allan Domb,,,,,,0,15,10,45,48,9,5,45,2,43,6,5,1,1,3,0,1,0,3
David Oh,,,,,,,0,48,5,5,46,44,2,43,0,6,4,4,3,2,3,2,0,3
Al Taubenberger,,,,,,,,0,1,7,48,46,3,42,1,0,0,2,1,0,1,1,1,3
Helen Gym,,,,,,,,,0,49,1,0,45,2,43,7,5,3,4,0,0,1,0,3
Katherine Gilmore Richardson,,,,,,,,,,0,6,4,48,4,43,5,3,0,1,1,0,0,0,3
Bill Heeney,,,,,,,,,,,0,45,2,43,0,0,0,2,1,0,1,0,1,3
Dan Tinney,,,,,,,,,,,,0,1,43,1,0,0,1,0,1,1,0,1,3
Isaiah Thomas,,,,,,,,,,,,,0,0,42,5,4,0,0,1,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,,1,1,1,0,3,1,0,2,1,1,3
Derek S Green,,,,,,,,,,,,,,,0,2,2,1,1,0,0,1,0,3
Kendra Brooks,,,,,,,,,,,,,,,,0,10,0,3,3,0,0,0,3
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,2,2,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,,0,1,0,2,3,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,,,0,2,0,3
Joe Cox,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,72,62,62,57,0,64,63,58,58,58,56,52,52,51,46,13,11,7,6,4,3,3,1,3
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,4
,Bill Heeney,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Isaiah Thomas,Derek S Green,Kendra Brooks,Steve Cherniavsky,Maj Toure,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Joe Cox,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,4
Bill Heeney,2,68,62,62,58,9,4,2,4,2,3,3,1,2,2,1,1,0,62,52,24,6,0,4
Al Taubenberger,,1,61,57,55,13,5,3,4,4,2,3,2,1,2,1,1,0,56,49,24,8,0,4
David Oh,,,0,55,58,12,5,5,3,3,1,1,2,1,1,1,1,0,56,46,22,11,0,4
Dan Tinney,,,,0,55,10,5,3,5,2,1,2,2,0,3,0,0,0,54,48,15,1,0,4
Matt Wolfe,,,,,0,6,5,0,5,1,2,2,2,2,1,1,1,0,51,49,13,6,0,4
Allan Domb,,,,,,0,31,29,28,29,2,1,1,2,0,1,1,0,7,6,40,30,0,4
Katherine Gilmore Richardson,,,,,,,0,26,24,25,2,1,0,2,1,0,1,0,2,3,33,29,0,4
Helen Gym,,,,,,,,0,24,23,1,1,2,0,0,1,0,0,3,2,28,24,0,4
Isaiah Thomas,,,,,,,,,0,24,1,0,1,1,1,0,0,0,2,4,28,25,0,4
Derek S Green,,,,,,,,,,0,1,0,0,1,0,0,1,0,1,2,29,25,0,4
Kendra Brooks,,,,,,,,,,,0,0,0,1,0,1,0,0,2,1,2,3,0,4
Steve Cherniavsky,,,,,,,,,,,,0,2,2,0,0,0,0,3,4,2,0,0,4
Maj Toure,,,,,,,,,,,,,0,0,0,1,0,0,3,2,1,1,0,4
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,0,1,0,0,1,4,2,0,4
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,2,3,1,0,0,4
Clarc King,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,0,4
Joe Cox,,,,,,,,,,,,,,,,,0,0,0,1,2,1,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,53,11,2,0,4
Christylee Peck,,,,,,,,,,,,,,,,,,,,0,4,1,0,4
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,1,34,0,4
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,87,79,76,73,70,48,38,32,32,29,5,5,4,4,4,2,2,0,71,65,63,39,0,4
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,5
,Al Taubenberger,Bill Heeney,David Oh,Matt Wolfe,Dan Tinney,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,5
Al Taubenberger,0,75,77,71,68,10,6,8,4,5,1,2,2,0,1,1,0,0,72,18,66,9,0,5
Bill Heeney,,2,76,74,71,6,6,3,0,2,1,2,2,0,1,0,1,0,72,18,66,6,0,5
David Oh,,,0,68,67,11,10,4,2,4,1,2,2,0,1,2,0,0,68,19,65,9,0,5
Matt Wolfe,,,,0,66,6,3,3,2,0,1,0,3,0,1,0,0,0,71,10,66,5,0,5
Dan Tinney,,,,,0,9,4,3,4,4,1,0,0,0,1,0,1,0,63,14,60,7,0,5
Allan Domb,,,,,,0,44,44,46,43,2,2,0,0,0,0,0,0,7,51,7,47,0,5
Helen Gym,,,,,,,0,47,46,44,5,2,1,3,2,2,2,0,5,54,3,47,0,5
Katherine Gilmore Richardson,,,,,,,,0,47,44,5,3,2,1,0,1,1,0,3,51,3,47,0,5
Derek S Green,,,,,,,,,0,45,4,1,1,1,0,1,0,0,3,48,3,46,0,5
Isaiah Thomas,,,,,,,,,,0,2,2,1,0,0,1,1,0,1,50,2,44,0,5
Kendra Brooks,,,,,,,,,,,0,5,1,3,1,1,1,0,1,7,0,5,0,5
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,1,0,0,0,0,5,1,3,0,5
Maj Toure,,,,,,,,,,,,,1,0,0,0,0,0,2,2,2,2,0,5
Joe Cox,,,,,,,,,,,,,,0,1,1,1,0,1,3,0,2,0,5
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,2,1,2,1,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,2,1,1,0,0,5
Clarc King,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,5
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,8,69,2,0,5
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,1,2,58,0,5
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,2,0,5
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,1,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,92,91,90,80,79,61,60,56,53,52,9,6,5,3,3,3,2,0,86,83,73,65,0,5
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,6
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Maj Toure,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,6
Al Taubenberger,3,70,70,63,59,13,7,6,6,3,2,2,0,1,0,0,1,0,63,21,61,8,0,6
Bill Heeney,,0,66,67,61,10,5,5,4,1,0,2,0,1,1,0,1,0,64,18,59,2,0,6
David Oh,,,0,61,57,10,8,2,7,4,0,2,0,0,1,0,0,0,60,16,56,5,0,6
Dan Tinney,,,,1,57,9,7,3,3,2,1,2,0,3,0,0,0,0,61,15,56,1,0,6
Matt Wolfe,,,,,0,2,5,2,3,2,1,0,1,1,0,0,0,0,57,11,52,2,0,6
Allan Domb,,,,,,0,38,34,30,30,4,1,1,1,0,0,0,0,8,44,7,31,0,6
Helen Gym,,,,,,,0,35,35,31,6,3,3,1,0,0,0,0,8,40,5,33,0,6
Katherine Gilmore Richardson,,,,,,,,0,31,29,4,1,1,0,0,1,0,0,2,37,2,33,0,6
Isaiah Thomas,,,,,,,,,0,30,3,3,2,1,0,0,0,0,2,36,2,31,0,6
Derek S Green,,,,,,,,,,0,0,1,0,0,0,0,0,0,3,32,3,28,0,6
Kendra Brooks,,,,,,,,,,,0,2,5,0,0,1,0,0,0,7,0,6,0,6
Joe Cox,,,,,,,,,,,,0,1,1,1,0,1,0,3,5,2,3,0,6
Nicolas O'Rourke,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,3,0,6
Maj Toure,,,,,,,,,,,,,,0,0,0,0,0,2,3,1,0,0,6
Clarc King,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,6
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,1,12,60,0,0,6
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,4,39,0,6
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,2,0,6
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,92,84,80,77,68,52,48,42,41,34,11,7,6,3,1,1,1,0,76,69,68,41,0,6
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,7
,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Bill Heeney,Allan Domb,Derek S Green,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,7
Al Taubenberger,0,78,76,75,72,9,10,5,6,7,0,0,1,1,3,0,0,0,19,74,69,7,0,7
David Oh,,0,71,72,73,8,5,5,5,3,1,1,0,0,1,0,0,0,14,73,69,7,0,7
Dan Tinney,,,2,71,73,7,3,4,3,3,1,1,1,0,2,0,0,0,11,73,70,4,0,7
Matt Wolfe,,,,1,74,4,4,2,1,0,0,0,1,1,2,0,0,0,7,72,70,2,0,7
Bill Heeney,,,,,0,4,1,1,1,0,0,0,1,0,2,0,0,0,6,71,69,1,0,7
Allan Domb,,,,,,2,65,60,61,59,3,2,0,2,1,1,0,0,67,6,3,61,0,7
Derek S Green,,,,,,,0,61,62,62,3,3,0,2,0,1,0,0,69,4,1,61,0,7
Helen Gym,,,,,,,,0,60,61,5,3,0,3,0,0,0,0,62,2,3,65,0,7
Isaiah Thomas,,,,,,,,,0,59,4,3,0,0,1,0,0,0,62,3,2,59,0,7
Katherine Gilmore Richardson,,,,,,,,,,0,4,4,0,2,0,1,0,0,61,5,3,59,0,7
Kendra Brooks,,,,,,,,,,,0,5,1,1,0,0,0,0,7,2,0,6,0,7
Nicolas O'Rourke,,,,,,,,,,,,0,0,0,0,1,0,0,6,1,0,5,0,7
Joe Cox,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,0,7
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,0,0,2,1,0,3,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,0,0,1,3,2,0,0,7
Clarc King,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,7
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,1,10,2,66,0,7
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,0,72,2,0,7
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,2,0,7
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,95,88,86,83,78,77,74,69,68,68,8,6,3,3,3,1,0,0,91,87,76,71,0,7
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,8
,Al Taubenberger,David Oh,Bill Heeney,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,8
Al Taubenberger,0,61,61,60,55,14,8,6,2,0,2,3,2,1,2,1,1,0,60,21,53,6,0,8
David Oh,,2,60,57,51,18,7,3,3,1,2,2,0,0,1,1,0,0,59,19,51,7,0,8
Bill Heeney,,,0,62,58,9,4,2,1,1,0,2,3,0,0,0,0,0,63,15,54,4,0,8
Dan Tinney,,,,0,54,12,7,3,2,2,1,2,2,1,1,0,1,0,60,14,54,4,0,8
Matt Wolfe,,,,,0,3,1,2,1,0,1,3,1,0,1,1,0,0,59,6,55,1,0,8
Allan Domb,,,,,,0,33,30,30,28,2,1,2,0,1,0,0,0,11,44,5,29,0,8
Helen Gym,,,,,,,0,32,31,27,11,8,3,3,1,0,1,0,5,40,2,31,0,8
Katherine Gilmore Richardson,,,,,,,,0,31,26,4,3,2,1,1,1,0,0,5,33,2,27,0,8
Derek S Green,,,,,,,,,0,28,6,3,3,2,0,1,0,0,2,34,1,29,0,8
Isaiah Thomas,,,,,,,,,,0,1,1,1,0,0,1,1,0,2,29,0,26,0,8
Kendra Brooks,,,,,,,,,,,0,12,3,4,1,1,2,0,1,14,0,12,0,8
Nicolas O'Rourke,,,,,,,,,,,,0,1,1,0,0,1,0,2,10,1,7,0,8
Joe Cox,,,,,,,,,,,,,0,3,2,1,1,0,2,6,1,4,0,8
Sherrie Cohen,,,,,,,,,,,,,,0,2,0,2,0,1,4,1,3,0,8
Maj Toure,,,,,,,,,,,,,,,0,1,2,0,2,2,1,1,0,8
Clarc King,,,,,,,,,,,,,,,,0,0,0,1,3,0,2,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,1,2,1,2,0,8
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,14,57,1,0,8
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,3,3,39,0,8
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,1,0,8
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,78,77,75,71,63,51,46,38,37,31,17,14,8,5,4,3,3,0,77,72,61,44,0,8
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,9
,Bill Heeney,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Steve Cherniavsky,Clarc King,Joe Cox,Maj Toure,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Amanda Green-Hawkins,Christylee Peck,Write-In,9
Bill Heeney,0,38,37,34,35,2,1,2,1,2,0,0,1,0,0,0,0,0,9,38,2,30,0,9
Al Taubenberger,,0,37,35,35,2,2,2,1,2,1,1,0,1,0,0,0,0,9,37,1,28,0,9
David Oh,,,1,32,34,2,2,3,2,0,1,1,1,1,0,0,0,0,8,35,0,26,0,9
Dan Tinney,,,,0,32,3,0,2,1,2,0,0,0,0,0,0,0,0,4,32,1,27,0,9
Matt Wolfe,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,34,0,26,0,9
Allan Domb,,,,,,1,28,29,26,27,2,1,0,0,0,0,0,0,30,1,29,1,0,9
Helen Gym,,,,,,,0,29,28,26,2,2,1,0,0,0,0,0,32,2,28,0,0,9
Isaiah Thomas,,,,,,,,0,28,25,2,1,0,0,0,0,0,0,30,2,27,0,0,9
Derek S Green,,,,,,,,,0,25,1,1,2,0,0,0,0,0,29,2,26,0,0,9
Katherine Gilmore Richardson,,,,,,,,,,0,0,1,1,0,0,0,0,0,29,1,29,1,0,9
Kendra Brooks,,,,,,,,,,,0,2,0,1,0,0,0,0,2,0,2,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,0,1,1,0,0,0,0,2,0,2,0,0,9
Sherrie Cohen,,,,,,,,,,,,,0,0,0,0,0,0,2,1,1,0,0,9
Steve Cherniavsky,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9
Clarc King,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,0,8,32,0,0,9
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,1,0,31,0,9
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,1,0,0,9
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,44,42,41,37,37,33,32,32,30,30,3,3,2,1,0,0,0,0,43,43,33,31,0,9
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,10
,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,David Oh,Dan Tinney,Al Taubenberger,Bill Heeney,Matt Wolfe,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,10
