col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Billy Ciancaglini,Jim Kenney,Write-In,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Billy Ciancaglini,42,0,0,"1,209","1,193","1,108","1,123","1,084",212,108,114,70,72,29,37,40,29,42,31,22,2,All
Jim Kenney,,25,0,120,78,127,89,39,793,808,755,752,740,112,75,22,31,12,11,9,0,All
Write-In,,,0,3,3,3,5,3,2,0,1,1,1,1,0,0,0,0,0,0,0,All
Al Taubenberger,,,,5,"1,102","1,071","1,062",999,172,88,87,62,52,16,20,16,17,24,15,7,2,All
Bill Heeney,,,,,1,"1,036","1,066","1,012",130,50,56,17,33,15,21,16,11,16,14,7,1,All
David Oh,,,,,,8,979,961,193,113,44,54,61,23,19,9,15,18,13,10,0,All
Dan Tinney,,,,,,,1,974,139,56,61,42,43,18,13,14,12,19,13,6,1,All
Matt Wolfe,,,,,,,,0,74,28,50,26,17,12,14,13,12,25,12,9,1,All
Allan Domb,,,,,,,,,3,783,741,732,724,55,32,12,13,9,10,6,0,All
Helen Gym,,,,,,,,,,0,758,742,728,90,56,20,31,12,8,8,0,All
Katherine Gilmore Richardson,,,,,,,,,,,1,730,714,60,35,13,18,6,6,5,0,All
Derek S Green,,,,,,,,,,,,0,731,55,34,14,14,3,3,4,0,All
Isaiah Thomas,,,,,,,,,,,,,0,46,33,9,3,4,6,5,0,All
Kendra Brooks,,,,,,,,,,,,,,0,87,19,24,5,15,8,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,18,14,4,11,6,0,All
Joe Cox,,,,,,,,,,,,,,,,1,8,9,10,15,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,6,8,4,0,All
Maj Toure,,,,,,,,,,,,,,,,,,1,6,8,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,5,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,582","1,031",6,"1,368","1,287","1,266","1,234","1,139","1,036",943,889,842,829,153,121,63,63,55,42,31,2,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Bill Heeney,Kendra Brooks,Nicolas O'Rourke,Clarc King,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,1
Jim Kenney,1,0,0,79,72,74,69,70,6,7,5,2,5,9,5,0,1,0,0,0,0,1
Billy Ciancaglini,,2,0,5,11,6,5,3,56,54,55,55,53,1,4,2,1,2,1,2,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,0,73,74,72,71,4,6,3,1,3,7,4,0,1,0,0,0,0,1
Allan Domb,,,,,0,70,69,67,4,10,6,5,10,4,2,0,0,0,1,0,0,1
Katherine Gilmore Richardson,,,,,,0,68,73,3,2,4,4,4,7,3,0,0,0,1,0,0,1
Isaiah Thomas,,,,,,,0,66,2,5,1,2,3,3,2,0,1,0,0,0,0,1
Derek S Green,,,,,,,,0,2,0,1,1,0,6,3,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,0,51,48,48,46,2,3,1,0,1,0,1,0,1
David Oh,,,,,,,,,,0,47,49,51,0,2,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,0,48,49,1,1,1,0,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,0,49,1,3,1,0,1,1,1,0,1
Bill Heeney,,,,,,,,,,,,,0,1,3,0,0,0,1,0,0,1
Kendra Brooks,,,,,,,,,,,,,,0,6,0,1,0,0,1,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1
Clarc King,,,,,,,,,,,,,,,,0,1,2,0,1,0,1
Joe Cox,,,,,,,,,,,,,,,,,0,1,0,1,0,1
Maj Toure,,,,,,,,,,,,,,,,,,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,1,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,87,77,1,86,84,81,76,74,62,62,60,59,58,10,9,2,2,2,2,2,0,1
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Billy Ciancaglini,Jim Kenney,Write-In,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Sherrie Cohen,Write-In,2
Billy Ciancaglini,7,0,0,140,146,126,128,130,23,17,15,7,7,3,5,8,7,4,4,3,0,2
Jim Kenney,,1,0,14,7,12,5,3,79,80,71,78,76,11,6,1,1,1,1,1,0,2
Write-In,,,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Al Taubenberger,,,,0,128,121,117,119,16,11,9,8,5,1,1,3,3,1,0,1,0,2
Bill Heeney,,,,,0,116,125,122,16,9,9,2,3,2,2,1,1,0,2,0,0,2
David Oh,,,,,,0,112,112,19,15,2,9,10,1,0,2,1,2,2,0,0,2
Dan Tinney,,,,,,,0,112,14,7,4,1,2,1,1,2,2,0,2,1,0,2
Matt Wolfe,,,,,,,,0,10,3,8,2,0,2,1,4,2,2,2,1,0,2
Allan Domb,,,,,,,,,1,86,71,73,71,6,4,1,0,0,1,1,0,2
Helen Gym,,,,,,,,,,0,71,75,75,8,4,2,1,1,1,1,0,2
Katherine Gilmore Richardson,,,,,,,,,,,0,71,67,4,3,0,1,0,1,0,0,2
Derek S Green,,,,,,,,,,,,0,75,8,3,0,0,1,1,0,0,2
