col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Court Of Common Pleas,,,,,,,,Judge Of The Superior Court,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,All
Tiffany Palmer,16,"6,107","6,060","5,967","5,950","5,856","5,700",14,"6,173","6,112",206,135,3,All
Anthony Kyriakakis,,5,"5,885","5,761","5,905","5,763","5,424",8,"5,738","5,843",186,130,0,All
Jennifer Schultz,,,5,"5,862","5,774","5,789","5,531",9,"5,796","5,756",188,116,0,All
Carmella Jacquinto,,,,6,"5,773","5,784","5,576",10,"5,695","5,675",171,120,1,All
James C Crumlish,,,,,1,"5,766","5,429",7,"5,602","5,697",190,132,0,All
Joshua Roberts,,,,,,0,"5,469",6,"5,585","5,589",174,112,0,All
Crystal B Powell,,,,,,,2,7,"5,557","5,353",140,95,1,All
Write-In,,,,,,,,0,4,7,0,3,2,All
Amanda Green-Hawkins,,,,,,,,,56,"6,002",78,41,0,All
Daniel D Mccaffery,,,,,,,,,,48,106,65,0,All
Megan Mccarthy King,,,,,,,,,,,5,174,0,All
Christylee Peck,,,,,,,,,,,,5,0,All
Write-In,,,,,,,,,,,,,0,All
Total,"6,715","6,219","6,198","6,095","6,064","5,963","5,819",16,"6,653","6,541",385,294,4,All
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,1
Daniel D Mccaffery,2,364,13,5,0,361,347,322,321,309,304,260,0,1
Amanda Green-Hawkins,,5,1,1,0,340,314,306,294,287,284,259,0,1
Megan Mccarthy King,,,0,9,0,18,17,14,17,13,14,5,0,1
Christylee Peck,,,,2,0,8,10,4,9,5,4,3,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,,1,350,336,331,317,314,273,0,1
Anthony Kyriakakis,,,,,,,1,318,330,310,310,262,0,1
Jennifer Schultz,,,,,,,,1,306,312,314,272,0,1
James C Crumlish,,,,,,,,,0,301,304,260,0,1
Carmella Jacquinto,,,,,,,,,,1,307,265,0,1
Joshua Roberts,,,,,,,,,,,0,269,0,1
Crystal B Powell,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,0,1
Total,412,389,23,17,0,392,368,348,341,325,321,278,0,1
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,2
Daniel D Mccaffery,4,306,14,11,0,336,323,315,301,286,280,225,1,2
Amanda Green-Hawkins,,2,5,1,0,301,284,276,282,263,259,234,1,2
Megan Mccarthy King,,,0,9,0,17,15,17,12,15,14,9,0,2
Christylee Peck,,,,1,0,10,12,12,10,9,9,2,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,2
Tiffany Palmer,,,,,,1,337,331,315,305,296,244,2,2
Anthony Kyriakakis,,,,,,,0,325,307,293,295,228,2,2
James C Crumlish,,,,,,,,0,304,297,296,234,2,2
Jennifer Schultz,,,,,,,,,0,300,295,239,2,2
Carmella Jacquinto,,,,,,,,,,0,292,240,2,2
Joshua Roberts,,,,,,,,,,,0,227,0,2
Crystal B Powell,,,,,,,,,,,,0,2,2
Write-In,,,,,,,,,,,,,0,2
Total,374,338,29,23,0,366,347,339,326,311,301,248,2,2
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,3
Amanda Green-Hawkins,2,229,2,3,0,227,229,215,217,208,211,194,1,3
Daniel D Mccaffery,,3,2,0,0,225,227,215,208,203,206,186,1,3
Megan Mccarthy King,,,0,4,0,3,3,4,3,4,3,2,0,3
Christylee Peck,,,,0,0,3,2,2,2,3,0,1,0,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,3
Tiffany Palmer,,,,,,1,238,228,221,218,218,198,1,3
Anthony Kyriakakis,,,,,,,0,229,217,215,217,197,1,3
James C Crumlish,,,,,,,,0,213,214,214,194,1,3
Jennifer Schultz,,,,,,,,,1,214,215,195,1,3
Carmella Jacquinto,,,,,,,,,,0,211,193,1,3
