col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Allan Domb,David Oh,Matt Wolfe,Sherrie Cohen,Joe Cox,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Tiffany Palmer,2,"2,975","2,964","2,808","2,810","2,743","2,566",3,"2,657","2,343","2,179","1,872","1,741","1,556","1,514",117,71,192,148,53,54,29,84,37,28,1,All
Jennifer Schultz,,1,"2,910","2,794","2,755","2,735","2,549",3,"2,596","2,303","2,146","1,833","1,679","1,514","1,476",116,69,183,143,48,41,25,73,36,27,1,All
Anthony Kyriakakis,,,0,"2,760","2,809","2,733","2,509",3,"2,584","2,280","2,142","1,853","1,659","1,484","1,494",118,78,184,146,53,53,26,80,39,30,1,All
Carmella Jacquinto,,,,1,"2,740","2,721","2,552",2,"2,432","2,210","2,090","1,822","1,512","1,354","1,473",111,65,167,129,45,38,26,75,35,25,1,All
James C Crumlish,,,,,1,"2,726","2,495",3,"2,431","2,190","2,071","1,828","1,511","1,346","1,486",112,74,171,130,54,52,29,77,38,27,1,All
Joshua Roberts,,,,,,0,"2,489",3,"2,367","2,165","2,040","1,789","1,453","1,302","1,456",115,65,160,117,52,44,28,69,35,26,1,All
Crystal B Powell,,,,,,,0,1,"2,196","2,056","1,924","1,704","1,311","1,183","1,404",105,57,141,110,42,35,24,67,25,25,2,All
Write-In,,,,,,,,0,2,3,2,2,2,1,0,2,1,0,1,2,1,1,0,0,0,0,All
Helen Gym,,,,,,,,,6,"2,209","2,006","1,703","1,560","1,399","1,496",84,46,172,122,26,30,10,54,27,13,3,All
Isaiah Thomas,,,,,,,,,,3,"1,917","1,657","1,233","1,133","1,341",41,17,76,57,11,16,4,39,10,11,1,All
Katherine Gilmore Richardson,,,,,,,,,,,0,"1,623","1,017",901,"1,301",33,24,63,52,12,17,5,31,10,12,1,All
Derek S Green,,,,,,,,,,,,0,706,594,"1,295",52,29,73,43,20,15,3,44,12,9,4,All
Kendra Brooks,,,,,,,,,,,,,4,"1,750",349,50,29,184,135,12,21,4,50,33,18,1,All
Nicolas O'Rourke,,,,,,,,,,,,,,0,251,38,20,137,114,5,4,1,31,23,15,0,All
Allan Domb,,,,,,,,,,,,,,,3,58,38,25,24,23,30,4,25,5,5,0,All
David Oh,,,,,,,,,,,,,,,,3,154,7,7,147,126,126,23,6,8,2,All
Matt Wolfe,,,,,,,,,,,,,,,,,12,7,7,139,135,135,15,3,3,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,39,1,2,1,19,13,5,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,2,3,4,1,17,18,18,0,All
Al Taubenberger,,,,,,,,,,,,,,,,,,,,1,127,125,12,3,1,1,All
Dan Tinney,,,,,,,,,,,,,,,,,,,,,0,118,11,2,1,3,All
Bill Heeney,,,,,,,,,,,,,,,,,,,,,,0,10,0,1,1,All
Maj Toure,,,,,,,,,,,,,,,,,,,,,,,1,7,6,2,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,113","3,020","3,011","2,858","2,848","2,774","2,609",16,"2,906","2,534","2,300","2,009","1,992","1,792","1,605",257,237,213,177,173,172,145,107,48,35,8,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Derek S Green,Allan Domb,Sherrie Cohen,David Oh,Joe Cox,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,1
Helen Gym,1,93,86,70,61,62,63,12,5,7,2,1,1,0,2,1,0,0,107,106,106,101,101,99,86,0,1
Katherine Gilmore Richardson,,0,79,55,51,61,50,6,2,0,1,1,0,0,1,0,0,0,90,92,91,91,89,88,78,0,1
Isaiah Thomas,,,0,51,46,56,49,3,4,5,0,0,0,0,3,1,0,0,88,87,88,83,85,83,75,0,1
Kendra Brooks,,,,0,74,26,20,13,3,7,0,0,0,0,1,1,0,0,73,73,73,69,67,67,57,0,1
Nicolas O'Rourke,,,,,0,21,13,9,3,5,0,0,0,0,0,1,0,0,65,65,63,63,60,60,51,0,1
Derek S Green,,,,,,0,44,3,4,3,0,0,0,0,2,0,0,0,65,65,67,64,64,63,58,0,1
Allan Domb,,,,,,,0,3,2,3,2,1,1,0,0,1,0,0,61,59,59,57,58,57,49,0,1
Sherrie Cohen,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,10,11,11,9,10,10,9,0,1
David Oh,,,,,,,,,0,1,4,4,4,4,0,0,0,0,4,4,4,4,3,4,3,0,1
Joe Cox,,,,,,,,,,1,0,0,0,0,1,2,0,0,7,7,7,7,7,7,5,0,1
Matt Wolfe,,,,,,,,,,,0,5,4,4,0,0,0,0,1,1,0,1,1,0,1,0,1
Bill Heeney,,,,,,,,,,,,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,0,4,0,0,0,0,1,1,1,1,1,1,1,0,1
Al Taubenberger,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,0,1,0,0,0,0,2,0,1,0,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,0,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,,,,,,,,,,,,,,,0,117,115,112,112,110,95,0,1
