col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court,,,,,District Council 2nd District,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Daniel D Mccaffery,399,"22,540",720,319,1,"21,274","1,911",346,All
Amanda Green-Hawkins,,259,212,168,2,"21,202","1,356",298,All
Megan Mccarthy King,,,86,"3,590",0,688,"3,716",15,All
Christylee Peck,,,,37,0,440,"3,455",7,All
Write-In,,,,,0,3,0,1,All
Kenyatta Johnson,,,,,,911,7,0,All
Michael Bradley,,,,,,,484,0,All
Write-In,,,,,,,,14,All
Total,"25,431","24,527","4,797","4,189",9,"23,930","6,005",378,All
