col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Superior Court,,,,,Mayor,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,All
Daniel D Mccaffery,32,"3,072",131,61,0,"3,261",274,8,All
Amanda Green-Hawkins,,13,23,26,1,"3,098",128,8,All
Megan Mccarthy King,,,0,622,0,110,678,5,All
Christylee Peck,,,,3,0,83,622,4,All
Write-In,,,,,0,2,0,0,All
Jim Kenney,,,,,,166,0,0,All
Billy Ciancaglini,,,,,,,139,0,All
Write-In,,,,,,,,3,All
Total,"3,658","3,318",815,726,4,"3,657","1,075",17,All
,Judge Of The Superior Court,,,,,Mayor,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,1
Daniel D Mccaffery,4,139,3,2,0,144,10,0,1
Amanda Green-Hawkins,,1,1,0,0,144,2,0,1
Christylee Peck,,,0,21,0,3,20,2,1
Megan Mccarthy King,,,,0,0,0,23,2,1
Write-In,,,,,0,0,0,0,1
Jim Kenney,,,,,,7,0,0,1
Billy Ciancaglini,,,,,,,5,0,1
Write-In,,,,,,,,0,1
Total,159,148,25,25,0,159,36,2,1
,Judge Of The Superior Court,,,,,Mayor,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,2
Daniel D Mccaffery,2,173,10,2,0,182,10,1,2
Amanda Green-Hawkins,,0,0,1,0,168,3,0,2
Megan Mccarthy King,,,0,22,0,5,26,1,2
Christylee Peck,,,,0,0,3,23,0,2
Write-In,,,,,0,0,0,0,2
Jim Kenney,,,,,,6,0,0,2
Billy Ciancaglini,,,,,,,2,0,2
Write-In,,,,,,,,0,2
Total,204,180,32,26,0,195,35,1,2
,Judge Of The Superior Court,,,,,Mayor,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,3
Daniel D Mccaffery,1,188,6,3,0,193,19,0,3
Amanda Green-Hawkins,,1,2,0,0,180,9,0,3
Megan Mccarthy King,,,0,59,0,3,64,0,3
Christylee Peck,,,,0,0,2,60,0,3
Write-In,,,,,0,0,0,0,3
Jim Kenney,,,,,,10,0,0,3
Billy Ciancaglini,,,,,,,13,0,3
Write-In,,,,,,,,0,3
Total,222,198,70,64,0,209,97,0,3
,Mayor,,,Judge Of The Superior Court,,,,,4
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,4
Jim Kenney,10,0,0,155,140,10,6,0,4
Billy Ciancaglini,,6,0,8,5,45,49,0,4
Write-In,,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,,1,139,8,4,0,4
Amanda Green-Hawkins,,,,,1,1,1,0,4
Christylee Peck,,,,,,0,48,0,4
Megan Mccarthy King,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,174,64,0,167,149,57,57,0,4
,Mayor,,,Judge Of The Superior Court,,,,,5
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,5
Jim Kenney,2,0,0,75,70,3,0,0,5
Billy Ciancaglini,,3,0,5,2,9,9,0,5
Write-In,,,0,0,0,0,0,0,5
Daniel D Mccaffery,,,,0,68,3,0,0,5
Amanda Green-Hawkins,,,,,1,0,0,0,5
Christylee Peck,,,,,,0,9,0,5
Megan Mccarthy King,,,,,,,0,0,5
Write-In,,,,,,,,0,5
Total,83,17,0,82,75,12,9,0,5
,Mayor,,,Judge Of The Superior Court,,,,,6
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,6
Jim Kenney,11,0,0,114,114,5,3,0,6
Billy Ciancaglini,,4,0,6,4,17,16,0,6
Write-In,,,0,1,1,0,0,0,6
Daniel D Mccaffery,,,,0,111,2,3,0,6
Amanda Green-Hawkins,,,,,0,2,0,0,6
Megan Mccarthy King,,,,,,0,16,0,6
Christylee Peck,,,,,,,0,0,6
Write-In,,,,,,,,0,6
Total,137,27,1,124,122,22,19,0,6
,Mayor,,,Judge Of The Superior Court,,,,,7
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,7
Jim Kenney,9,0,0,97,90,3,1,0,7
Billy Ciancaglini,,0,0,1,1,10,9,0,7
Write-In,,,2,0,0,0,0,0,7
Daniel D Mccaffery,,,,0,86,3,0,0,7
Amanda Green-Hawkins,,,,,3,0,1,0,7
Megan Mccarthy King,,,,,,0,9,0,7
Christylee Peck,,,,,,,0,0,7
Write-In,,,,,,,,0,7
Total,111,11,2,98,94,13,10,0,7
,Judge Of The Superior Court,,,,,Mayor,,,8
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,8
Daniel D Mccaffery,1,132,6,2,0,140,10,1,8
Amanda Green-Hawkins,,0,2,1,0,133,4,1,8
Megan Mccarthy King,,,0,23,0,5,26,0,8
Christylee Peck,,,,0,0,2,26,0,8
Write-In,,,,,0,0,0,0,8
Jim Kenney,,,,,,4,0,0,8
Billy Ciancaglini,,,,,,,0,0,8
Write-In,,,,,,,,0,8
Total,155,140,32,28,0,153,35,1,8
,Mayor,,,Judge Of The Superior Court,,,,,9
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,9
Jim Kenney,7,0,0,144,130,7,4,0,9
Billy Ciancaglini,,2,0,7,6,29,28,0,9
Write-In,,,0,0,0,0,0,0,9
Daniel D Mccaffery,,,,1,128,6,3,0,9
Amanda Green-Hawkins,,,,,0,1,2,0,9
Megan Mccarthy King,,,,,,0,28,0,9
Christylee Peck,,,,,,,0,0,9
Write-In,,,,,,,,0,9
Total,160,39,0,155,138,36,33,0,9
,Mayor,,,Judge Of The Superior Court,,,,,10
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,10
Jim Kenney,4,0,0,190,193,1,1,0,10
Billy Ciancaglini,,2,0,10,5,15,13,0,10
Write-In,,,0,0,0,0,0,0,10
Daniel D Mccaffery,,,,0,183,3,2,0,10
Amanda Green-Hawkins,,,,,0,0,0,0,10
Megan Mccarthy King,,,,,,0,12,0,10
Christylee Peck,,,,,,,0,0,10
Write-In,,,,,,,,0,10
Total,211,26,0,203,201,16,14,0,10
,Judge Of The Superior Court,,,,,Mayor,,,11
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,11
Daniel D Mccaffery,0,216,14,3,0,229,15,0,11
Amanda Green-Hawkins,,0,2,2,0,214,9,0,11
Megan Mccarthy King,,,0,41,0,12,42,1,11
Christylee Peck,,,,2,0,5,39,1,11
Write-In,,,,,0,0,0,0,11
Jim Kenney,,,,,,8,0,0,11
Billy Ciancaglini,,,,,,,4,0,11
Write-In,,,,,,,,0,11
Total,253,229,60,49,0,249,62,1,11
,Mayor,,,Judge Of The Superior Court,,,,,12
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,12
Jim Kenney,8,0,0,106,104,1,2,0,12
Billy Ciancaglini,,0,0,1,1,12,9,0,12
Write-In,,,1,1,1,0,0,0,12
Daniel D Mccaffery,,,,0,102,1,3,0,12
Amanda Green-Hawkins,,,,,0,0,0,0,12
Christylee Peck,,,,,,1,9,0,12
Megan Mccarthy King,,,,,,,0,0,12
Write-In,,,,,,,,0,12
Total,120,13,2,111,108,14,12,0,12
,Mayor,,,Judge Of The Superior Court,,,,,13
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,13
Jim Kenney,11,0,0,198,195,9,7,0,13
Billy Ciancaglini,,0,0,5,3,24,22,0,13
Write-In,,,0,0,0,0,0,2,13
Daniel D Mccaffery,,,,1,186,4,2,0,13
Amanda Green-Hawkins,,,,,1,3,1,0,13
Megan Mccarthy King,,,,,,0,26,0,13
Christylee Peck,,,,,,,0,0,13
Write-In,,,,,,,,0,13
Total,226,29,1,206,201,34,30,2,13
,Mayor,,,Judge Of The Superior Court,,,,,14
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,14
Jim Kenney,10,0,0,205,199,7,4,1,14
Billy Ciancaglini,,3,0,3,3,12,10,0,14
Write-In,,,0,1,1,0,0,0,14
Daniel D Mccaffery,,,,2,194,4,0,0,14
Amanda Green-Hawkins,,,,,0,2,2,1,14
Megan Mccarthy King,,,,,,0,12,0,14
Christylee Peck,,,,,,,0,0,14
Write-In,,,,,,,,0,14
Total,232,18,1,218,210,19,14,1,14
,Judge Of The Superior Court,,,,,Mayor,,,15
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,15
Daniel D Mccaffery,1,235,11,8,0,240,26,1,15
Amanda Green-Hawkins,,3,2,1,0,228,16,2,15
Megan Mccarthy King,,,0,41,0,10,42,0,15
Christylee Peck,,,,0,0,9,38,0,15
Write-In,,,,,0,1,0,0,15
Jim Kenney,,,,,,12,0,0,15
Billy Ciancaglini,,,,,,,13,0,15
Write-In,,,,,,,,0,15
Total,274,253,55,50,1,269,77,2,15
,Mayor,,,Judge Of The Superior Court,,,,,16
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,16
Jim Kenney,7,0,0,140,136,1,2,0,16
Billy Ciancaglini,,2,0,2,2,16,13,0,16
Write-In,,,0,0,0,0,0,0,16
Daniel D Mccaffery,,,,0,129,2,1,0,16
Amanda Green-Hawkins,,,,,1,0,0,0,16
Megan Mccarthy King,,,,,,0,14,0,16
Christylee Peck,,,,,,,0,0,16
Write-In,,,,,,,,0,16
Total,159,20,0,146,143,17,15,0,16
,Judge Of The Superior Court,,,,,Mayor,,,17
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,17
Daniel D Mccaffery,1,138,15,0,0,154,28,0,17
Amanda Green-Hawkins,,0,2,5,0,144,7,0,17
Megan Mccarthy King,,,0,41,0,10,49,0,17
Christylee Peck,,,,0,0,4,42,0,17
Write-In,,,,,0,0,0,0,17
Jim Kenney,,,,,,9,0,0,17
Billy Ciancaglini,,,,,,,13,0,17
Write-In,,,,,,,,0,17
Total,185,152,60,46,0,176,85,0,17
,Judge Of The Superior Court,,,,,Mayor,,,18
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,18
Daniel D Mccaffery,6,100,14,4,0,108,36,1,18
Amanda Green-Hawkins,,0,0,3,0,91,14,1,18
Megan Mccarthy King,,,0,51,0,6,62,0,18
Christylee Peck,,,,0,0,5,53,0,18
Write-In,,,,,0,0,0,0,18
Jim Kenney,,,,,,4,0,0,18
Billy Ciancaglini,,,,,,,18,0,18
Write-In,,,,,,,,0,18
Total,158,110,71,58,0,122,111,1,18
,Judge Of The Superior Court,,,,,Mayor,,,19
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,19
Daniel D Mccaffery,6,128,10,7,0,147,29,0,19
Amanda Green-Hawkins,,0,2,1,0,125,12,0,19
Megan Mccarthy King,,,0,45,0,8,51,0,19
Christylee Peck,,,,0,0,10,44,0,19
Write-In,,,,,0,0,0,0,19
Jim Kenney,,,,,,7,0,0,19
Billy Ciancaglini,,,,,,,22,0,19
Write-In,,,,,,,,0,19
Total,183,138,59,54,0,165,98,0,19
,Mayor,,,Judge Of The Superior Court,,,,,20
,Jim Kenney,Billy Ciancaglini,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,20
Jim Kenney,16,0,0,186,181,6,3,0,20
Billy Ciancaglini,,4,0,8,13,50,50,0,20
Write-In,,,0,1,1,1,1,0,20
Amanda Green-Hawkins,,,,1,180,2,2,0,20
Daniel D Mccaffery,,,,,1,5,3,0,20
Megan Mccarthy King,,,,,,0,50,0,20
Christylee Peck,,,,,,,0,0,20
Write-In,,,,,,,,0,20
Total,216,67,2,201,200,58,56,0,20
,Judge Of The Superior Court,,,,,Mayor,,,21
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,21
Daniel D Mccaffery,4,117,7,3,0,119,30,0,21
Amanda Green-Hawkins,,0,0,2,0,114,12,0,21
Megan Mccarthy King,,,0,45,0,4,53,0,21
Christylee Peck,,,,0,0,1,50,0,21
Write-In,,,,,0,0,0,0,21
Jim Kenney,,,,,,4,0,0,21
Billy Ciancaglini,,,,,,,23,0,21
Write-In,,,,,,,,0,21
Total,155,128,58,52,0,131,108,0,21
