col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Municipal Court,,Judge Of The Superior Court,,,,,All
,David H Conroy,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
David H Conroy,"1,411",0,"210,504","204,874","11,856","8,404",35,All
Write-In,,5,56,61,75,71,48,All
Daniel D Mccaffery,,,"5,202","199,626","6,993","3,112",12,All
Amanda Green-Hawkins,,,,"4,449","2,021","1,821",15,All
Megan Mccarthy King,,,,,"2,292","35,573",3,All
Christylee Peck,,,,,,923,3,All
Write-In,,,,,,,6,All
Total,"231,631",180,"226,716","218,854","47,454","41,541",109,All
