col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Mayor,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Jim Kenney,"14,215",285,2,"208,993","202,723","201,653","198,058","198,249","195,866","191,702",250,All
Billy Ciancaglini,,"40,338",0,"11,253","11,321","10,750","10,979","10,212","10,108","9,774",358,All
Write-In,,,223,457,412,429,374,383,357,356,135,All
Tiffany Palmer,,,,506,"211,451","210,841","206,918","207,098","204,586","200,383",186,All
Jennifer Schultz,,,,,267,"207,440","203,752","205,332","204,014","198,052",155,All
Anthony Kyriakakis,,,,,,179,"206,637","203,031","203,064","194,907",152,All
James C Crumlish,,,,,,,178,"202,966","203,223","194,884",153,All
Carmella Jacquinto,,,,,,,,174,"202,880","197,832",133,All
Joshua Roberts,,,,,,,,,157,"195,658",139,All
Crystal B Powell,,,,,,,,,,225,119,All
Write-In,,,,,,,,,,,13,All
Total,"234,660","56,632",780,"225,880","218,930","217,072","213,476","213,042","210,244","206,003",779,All
