col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 5th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,David Oh,Nicolas O'Rourke,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Darrell L Clarke,16,0,"3,905","3,468","3,541","3,474","3,367","1,114",375,727,259,223,164,118,202,136,102,72,41,8,All
Write-In,,0,18,15,9,15,16,18,14,9,5,11,10,7,3,4,3,2,2,4,All
Helen Gym,,,7,"3,436","3,478","3,377","3,281","1,164",243,710,156,161,72,29,203,92,58,54,27,7,All
Allan Domb,,,,48,"3,067","3,058","2,917",608,347,302,242,222,158,88,99,51,48,43,13,6,All
Katherine Gilmore Richardson,,,,,2,"3,189","3,122",799,108,452,90,130,37,19,105,58,42,32,25,5,All
Derek S Green,,,,,,3,"3,143",666,168,394,97,65,49,18,110,64,50,33,23,3,All
Isaiah Thomas,,,,,,,5,607,121,392,70,43,25,23,70,61,41,23,20,8,All
Kendra Brooks,,,,,,,,0,80,885,42,93,21,6,155,82,36,44,16,7,All
David Oh,,,,,,,,,10,34,625,539,580,528,35,34,55,27,10,1,All
Nicolas O'Rourke,,,,,,,,,,0,16,5,8,1,79,30,12,17,11,8,All
Al Taubenberger,,,,,,,,,,,7,530,564,515,36,9,31,15,2,0,All
Dan Tinney,,,,,,,,,,,,3,530,495,17,18,27,8,5,0,All
Matt Wolfe,,,,,,,,,,,,,3,526,14,14,40,19,6,0,All
Bill Heeney,,,,,,,,,,,,,,2,10,7,22,11,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,2,37,23,23,3,1,All
Joe Cox,,,,,,,,,,,,,,,,0,35,34,38,0,All
Maj Toure,,,,,,,,,,,,,,,,,5,21,12,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,9,0,All
Clarc King,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
