col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Isaiah Thomas,Derek S Green,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Nicolas O'Rourke,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,All
Isaiah Thomas,28,"1,801","1,785","1,780","1,782",80,33,45,3,7,5,5,12,11,6,2,4,2,"1,800","1,787","1,776","1,771","1,771","1,760","1,762",0,All
Derek S Green,,1,"1,765","1,760","1,762",46,26,26,3,5,2,4,12,5,5,1,1,3,"1,768","1,756","1,753","1,756","1,746","1,746","1,747",0,All
Helen Gym,,,1,"1,755","1,753",52,20,27,2,8,3,3,10,7,5,1,2,3,"1,756","1,741","1,735","1,740","1,733","1,725","1,734",0,All
Allan Domb,,,,4,"1,746",30,21,15,3,6,2,6,7,4,1,0,3,2,"1,750","1,739","1,733","1,739","1,731","1,727","1,730",0,All
Katherine Gilmore Richardson,,,,,2,50,17,25,1,6,4,3,9,5,9,2,1,0,"1,763","1,744","1,744","1,747","1,738","1,729","1,733",0,All
Kendra Brooks,,,,,,1,17,77,2,2,3,2,9,9,13,6,1,1,88,80,80,72,70,67,68,0,All
David Oh,,,,,,,5,7,62,58,55,59,8,5,3,1,1,1,45,42,41,41,39,40,36,0,All
Nicolas O'Rourke,,,,,,,,0,0,0,1,0,0,2,2,4,2,0,46,47,44,45,42,43,42,0,All
Matt Wolfe,,,,,,,,,2,54,55,56,2,3,2,1,1,0,16,17,17,19,16,17,15,0,All
Al Taubenberger,,,,,,,,,,2,55,55,0,0,0,0,0,0,14,11,10,15,12,12,13,0,All
