col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor,,,Judge Of The Superior Court,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Jim Kenney,"9,264",285,2,"207,098","205,535","6,756","4,601",41,All
Billy Ciancaglini,,"5,472",0,"13,158","6,893","39,326","35,926",20,All
Write-In,,,104,492,458,144,110,39,All
Daniel D Mccaffery,,,,"1,475","199,626","6,993","3,112",12,All
Amanda Green-Hawkins,,,,,"1,620","2,021","1,821",15,All
Megan Mccarthy King,,,,,,362,"35,573",3,All
Christylee Peck,,,,,,,172,3,All
Write-In,,,,,,,,6,All
Total,"234,660","56,632",780,"226,716","218,854","47,454","41,541",109,All
