col_1,col_2,col_3,col_4,col_5,col_6,division
,Sheriff,,District Council 2nd District,,,All
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Rochelle Bilal,70,0,871,98,6,All
Write-In,,0,1,0,0,All
Kenyatta Johnson,,,59,0,0,All
Michael Bradley,,,,72,0,All
Write-In,,,,,2,All
Total,"1,045",1,931,170,8,All
,Sheriff,,District Council 2nd District,,,9
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,9
Rochelle Bilal,14,0,167,28,2,9
Write-In,,0,0,0,0,9
Kenyatta Johnson,,,11,0,0,9
Michael Bradley,,,,19,0,9
Write-In,,,,,1,9
Total,211,0,178,47,3,9
,Sheriff,,District Council 2nd District,,,19
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,19
Rochelle Bilal,14,0,174,21,2,19
Write-In,,0,0,0,0,19
Kenyatta Johnson,,,23,0,0,19
Michael Bradley,,,,15,0,19
Write-In,,,,,1,19
Total,211,0,197,36,3,19
,Sheriff,,District Council 2nd District,,,20
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,20
Rochelle Bilal,6,0,117,11,1,20
Write-In,,0,0,0,0,20
Kenyatta Johnson,,,2,0,0,20
Michael Bradley,,,,13,0,20
Write-In,,,,,0,20
Total,135,0,119,24,1,20
,Sheriff,,District Council 2nd District,,,21
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,21
Rochelle Bilal,5,0,162,13,1,21
Write-In,,0,0,0,0,21
Kenyatta Johnson,,,6,0,0,21
Michael Bradley,,,,3,0,21
Write-In,,,,,0,21
Total,181,0,168,16,1,21
,Sheriff,,District Council 2nd District,,,22
,Rochelle Bilal,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,22
Rochelle Bilal,31,0,251,25,0,22
Write-In,,0,1,0,0,22
Kenyatta Johnson,,,17,0,0,22
Michael Bradley,,,,22,0,22
Write-In,,,,,0,22
Total,307,1,269,47,0,22
