col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Joshua Roberts,Crystal B Powell,Anthony Kyriakakis,James C Crumlish,Write-In,Allan Domb,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Dan Tinney,Bill Heeney,Al Taubenberger,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Tiffany Palmer,4,"1,257","1,260","1,252","1,250","1,250","1,245",0,"1,184","1,195","1,189","1,181","1,183",50,28,27,27,22,63,46,18,11,8,10,6,7,All
Carmella Jacquinto,,4,"1,251","1,247","1,244","1,243","1,239",0,"1,183","1,192","1,185","1,185","1,180",47,24,23,26,18,63,45,15,11,9,9,7,7,All
Jennifer Schultz,,,7,"1,243","1,241","1,244","1,237",0,"1,181","1,186","1,180","1,185","1,181",49,25,21,24,20,60,44,13,11,6,9,6,7,All
Joshua Roberts,,,,6,"1,241","1,247","1,241",0,"1,174","1,183","1,179","1,172","1,170",45,27,22,23,19,58,44,13,10,8,8,6,7,All
Crystal B Powell,,,,,2,"1,236","1,234",0,"1,176","1,183","1,167","1,165","1,172",48,32,27,24,21,61,44,16,11,7,11,6,7,All
Anthony Kyriakakis,,,,,,1,"1,237",0,"1,173","1,185","1,175","1,173","1,171",43,27,21,23,19,53,41,15,10,7,9,6,7,All
James C Crumlish,,,,,,,0,0,"1,173","1,176","1,170","1,170","1,168",44,24,25,24,17,54,42,12,8,6,8,6,7,All
Write-In,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Allan Domb,,,,,,,,,4,"1,203","1,203","1,200","1,201",51,24,26,22,12,23,12,3,5,2,2,1,0,All
