col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,All
,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,All
Al Taubenberger,50,"2,307","2,240","2,203","2,069",417,286,176,160,128,48,38,62,43,25,31,8,6,766,"2,205","2,026",294,0,All
Dan Tinney,,14,"2,012","2,112","2,023",290,133,133,96,84,49,35,33,28,18,17,16,3,523,"2,047","1,910",154,0,All
David Oh,,,11,"2,009","1,951",373,240,86,127,88,45,39,35,40,18,23,15,3,562,"1,972","1,786",226,0,All
Bill Heeney,,,,20,"2,037",232,105,72,41,45,23,29,19,37,23,15,12,3,438,"2,001","1,844",120,0,All
Matt Wolfe,,,,,9,155,72,57,44,21,19,21,26,35,17,16,12,2,311,"1,977","1,813",78,0,All
Allan Domb,,,,,,12,"1,763","1,584","1,584","1,547",128,63,65,22,23,15,3,2,"1,863",249,201,"1,674",0,All
Helen Gym,,,,,,,5,"1,673","1,628","1,638",216,113,76,26,28,17,4,4,"1,856",134,101,"1,752",0,All
Katherine Gilmore Richardson,,,,,,,,4,"1,582","1,593",142,75,39,15,21,9,9,2,"1,677",104,83,"1,616",0,All
Derek S Green,,,,,,,,,1,"1,620",107,53,41,20,15,8,7,4,"1,660",84,70,"1,599",0,All
Isaiah Thomas,,,,,,,,,,2,130,77,34,19,17,8,9,2,"1,647",64,58,"1,611",0,All
Kendra Brooks,,,,,,,,,,,1,160,43,12,21,11,6,3,256,40,27,232,0,All
Nicolas O'Rourke,,,,,,,,,,,,1,21,6,24,16,8,1,170,40,27,137,0,All
Sherrie Cohen,,,,,,,,,,,,,1,15,14,18,8,1,136,37,27,94,0,All
Maj Toure,,,,,,,,,,,,,,5,14,11,12,0,50,58,47,29,0,All
Joe Cox,,,,,,,,,,,,,,,1,16,26,0,59,33,21,42,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,10,0,41,33,21,14,0,All
Clarc King,,,,,,,,,,,,,,,,,1,0,23,22,19,13,0,All
Write-In,,,,,,,,,,,,,,,,,,0,6,3,3,5,0,All
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,37,304,149,"1,934",0,All
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,9,"2,064",29,0,All
Christylee Peck,,,,,,,,,,,,,,,,,,,,,5,39,0,All
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,11,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,106","2,659","2,573","2,533","2,321","2,246","2,127","1,891","1,854","1,832",320,222,175,113,91,67,48,10,"2,849","2,587","2,304","2,147",0,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,1
,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,David Oh,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,1
Al Taubenberger,0,109,117,104,101,28,14,8,3,2,4,3,1,3,5,2,1,0,115,30,98,13,0,1
Bill Heeney,,3,103,100,90,13,9,8,7,2,3,2,4,2,1,0,1,0,102,29,87,10,0,1
Dan Tinney,,,1,102,89,18,9,9,3,2,5,3,0,2,3,1,1,0,102,27,91,11,0,1
Matt Wolfe,,,,0,91,10,4,6,2,3,3,2,2,4,3,0,0,0,99,17,85,5,0,1
David Oh,,,,,0,16,12,2,4,3,2,0,1,2,3,1,1,0,92,21,77,8,0,1
Allan Domb,,,,,,0,79,65,69,58,16,8,2,1,2,3,0,1,17,83,8,73,0,1
Helen Gym,,,,,,,0,72,71,63,18,12,3,0,1,1,1,1,9,83,5,78,0,1
Katherine Gilmore Richardson,,,,,,,,0,66,62,10,6,2,0,0,0,0,0,5,71,5,66,0,1
Isaiah Thomas,,,,,,,,,0,60,14,7,3,0,0,1,0,1,5,71,1,67,0,1
Derek S Green,,,,,,,,,,0,11,5,1,1,0,2,0,1,3,64,3,61,0,1
Kendra Brooks,,,,,,,,,,,0,18,3,1,0,3,0,0,5,28,3,22,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,2,0,1,1,1,0,3,17,2,15,0,1
Joe Cox,,,,,,,,,,,,,0,1,1,0,2,0,2,6,1,3,0,1
Maj Toure,,,,,,,,,,,,,,1,2,1,0,0,5,2,4,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,1,0,5,2,3,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,3,0,4,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,16,94,4,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,8,85,0,1
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,146,132,130,115,110,103,97,84,79,71,30,19,8,7,6,5,3,1,128,124,105,95,0,1
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,2
,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Joe Cox,Write-In,Clarc King,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,2
Al Taubenberger,0,109,108,108,103,19,12,12,9,10,2,6,4,2,0,1,3,1,113,95,37,7,0,2
Dan Tinney,,1,98,92,96,12,5,5,3,4,2,1,2,1,0,1,1,1,99,83,24,1,0,2
Bill Heeney,,,0,96,97,9,4,3,2,3,1,1,2,0,0,0,2,0,97,87,20,2,0,2
David Oh,,,,2,91,12,6,5,6,4,1,5,2,1,0,1,1,0,95,84,22,2,0,2
Matt Wolfe,,,,,0,4,4,3,0,2,1,2,3,1,1,0,1,0,99,85,17,0,0,2
Allan Domb,,,,,,0,61,56,54,52,6,2,1,2,1,0,0,0,14,8,63,52,0,2
Helen Gym,,,,,,,0,58,60,58,12,7,0,1,1,0,0,0,8,5,65,54,0,2
Derek S Green,,,,,,,,0,57,53,9,5,0,2,2,2,1,0,6,4,62,55,0,2
Isaiah Thomas,,,,,,,,,0,52,5,3,0,1,1,1,1,0,5,3,58,53,0,2
Katherine Gilmore Richardson,,,,,,,,,,0,7,2,1,0,1,0,1,0,6,4,58,50,0,2
Kendra Brooks,,,,,,,,,,,0,7,1,1,2,1,0,0,3,2,14,8,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,2,2,0,0,4,1,12,5,0,2
Maj Toure,,,,,,,,,,,,,0,0,0,0,0,0,3,3,1,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,0,1,1,0,0,2,0,4,2,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,0,2,0,0,0,1,4,2,0,2
Joe Cox,,,,,,,,,,,,,,,,0,0,0,1,0,3,2,0,2
Write-In,,,,,,,,,,,,,,,,,0,0,2,2,1,1,0,2
Clarc King,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,95,21,0,0,2
Christylee Peck,,,,,,,,,,,,,,,,,,,,0,6,0,0,2
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,0,61,0,2
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,145,119,118,118,109,80,76,72,67,65,16,13,5,5,4,3,3,1,125,106,105,64,0,2
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,3
,Al Taubenberger,Matt Wolfe,Dan Tinney,David Oh,Bill Heeney,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,3
