col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Matt Wolfe,Bill Heeney,Al Taubenberger,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,All
Jim Kenney,50,0,0,"1,263","1,255","1,243","1,249","1,243",29,10,9,11,6,44,35,14,14,9,4,4,1,All
Billy Ciancaglini,,2,0,18,19,21,16,17,90,87,88,80,82,7,4,5,1,2,3,2,0,All
Write-In,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,1,"1,250","1,250","1,249","1,240",17,9,3,6,0,22,15,9,7,3,0,1,1,All
Isaiah Thomas,,,,,2,"1,242","1,242","1,233",9,3,2,4,3,20,12,7,4,4,0,1,1,All
Katherine Gilmore Richardson,,,,,,2,"1,236","1,234",6,6,4,6,4,13,8,6,0,2,1,1,0,All
Derek S Green,,,,,,,1,"1,235",11,4,3,2,2,18,12,8,3,5,1,0,0,All
Allan Domb,,,,,,,,0,16,4,3,3,4,10,5,5,1,1,1,1,0,All
David Oh,,,,,,,,,4,86,88,84,82,4,4,5,2,0,3,0,1,All
Matt Wolfe,,,,,,,,,,1,86,81,81,3,0,1,1,2,2,0,0,All
Bill Heeney,,,,,,,,,,,0,83,83,3,3,5,1,1,3,1,0,All
Al Taubenberger,,,,,,,,,,,,1,78,3,3,2,0,0,0,1,0,All
Dan Tinney,,,,,,,,,,,,,0,2,2,1,0,0,1,0,0,All
Kendra Brooks,,,,,,,,,,,,,,2,36,9,10,7,2,3,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,4,10,5,2,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,2,2,2,1,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,3,1,3,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,3,2,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,1,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,400",123,2,"1,289","1,283","1,276","1,274","1,271",124,99,97,92,90,56,40,20,15,11,9,8,1,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Bill Heeney,Clarc King,Joe Cox,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Dan Tinney,David Oh,Maj Toure,Steve Cherniavsky,Write-In,1
Jim Kenney,15,0,0,55,55,55,53,53,5,5,1,0,1,0,1,0,0,0,0,0,0,1
Billy Ciancaglini,,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
