col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
Kendra Brooks,,,,,,,,,,,0,62,8,0,1,1,0,11,5,4,0,1,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,8,2,2,0,0,12,6,4,0,0,0,2
David Oh,,,,,,,,,,,,,0,21,19,18,17,1,1,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,0,18,17,18,1,1,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,0,18,16,1,1,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,0,5,4,2,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,4,1,1,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,,0,1,1,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,140,133,27,24,0,124,111,102,97,95,73,66,39,24,22,21,19,14,9,7,2,2,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Derek S Green,Nicolas O'Rourke,Allan Domb,David Oh,Joe Cox,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Maj Toure,Steve Cherniavsky,Clarc King,Sherrie Cohen,Write-In,3
Daniel D Mccaffery,0,127,7,2,0,114,110,90,84,80,73,70,13,18,3,3,2,1,8,5,2,3,0,3
Amanda Green-Hawkins,,0,1,1,0,105,108,88,75,76,67,64,7,14,4,1,3,2,4,4,1,2,0,3
Christylee Peck,,,0,20,0,6,3,4,7,3,4,6,19,3,16,17,16,17,5,1,3,2,0,3
Megan Mccarthy King,,,,0,0,2,1,2,3,1,1,4,18,0,17,17,17,18,1,0,1,1,0,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,0,99,82,69,69,60,67,6,13,1,1,1,0,5,2,0,3,0,3
Isaiah Thomas,,,,,,,0,81,62,73,53,60,3,12,0,1,0,0,4,2,1,2,0,3
Katherine Gilmore Richardson,,,,,,,,0,46,63,37,54,2,6,2,0,1,1,4,2,1,2,0,3
Kendra Brooks,,,,,,,,,0,32,81,24,5,12,0,0,0,0,6,3,1,4,0,3
Derek S Green,,,,,,,,,,0,25,53,3,4,0,0,1,0,3,2,0,3,0,3
Nicolas O'Rourke,,,,,,,,,,,0,18,3,11,0,0,0,0,2,3,1,2,0,3
Allan Domb,,,,,,,,,,,,1,9,6,2,3,3,3,2,1,1,0,0,3
David Oh,,,,,,,,,,,,,1,4,17,19,18,18,3,2,3,0,0,3
Joe Cox,,,,,,,,,,,,,,0,1,2,0,0,3,3,4,0,0,3
Matt Wolfe,,,,,,,,,,,,,,,2,17,19,18,1,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,,0,17,17,2,0,2,0,0,3
Bill Heeney,,,,,,,,,,,,,,,,,0,18,1,0,0,0,0,3
Dan Tinney,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,,,0,1,3,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,2,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,148,135,28,24,0,124,117,97,94,85,81,80,33,24,23,21,20,20,10,6,5,4,0,3
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,4
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Kendra Brooks,Katherine Gilmore Richardson,Isaiah Thomas,Nicolas O'Rourke,Derek S Green,Allan Domb,David Oh,Dan Tinney,Al Taubenberger,Bill Heeney,Joe Cox,Matt Wolfe,Sherrie Cohen,Write-In,Maj Toure,Steve Cherniavsky,Clarc King,4
Daniel D Mccaffery,0,176,9,5,0,164,136,125,126,115,105,88,23,10,9,5,32,5,12,3,4,5,3,4
Amanda Green-Hawkins,,1,3,2,0,150,124,114,117,108,90,76,17,5,4,1,27,2,10,3,4,4,3,4
Megan Mccarthy King,,,0,33,0,7,5,7,3,2,4,12,35,33,33,33,4,31,0,3,0,0,1,4
Christylee Peck,,,,0,0,7,4,7,6,2,5,3,33,30,32,29,2,30,1,3,0,0,1,4
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Helen Gym,,,,,,0,123,111,114,103,82,77,15,3,1,1,26,2,7,0,3,3,2,4
Kendra Brooks,,,,,,,0,71,75,123,48,33,10,2,0,0,26,0,8,0,4,2,3,4
Katherine Gilmore Richardson,,,,,,,,0,98,57,81,67,13,8,5,2,9,2,3,1,0,1,0,4
Isaiah Thomas,,,,,,,,,0,63,76,59,13,4,2,0,13,2,2,1,0,0,0,4
Nicolas O'Rourke,,,,,,,,,,0,34,22,4,0,1,0,18,0,5,0,3,0,3,4
Derek S Green,,,,,,,,,,,0,63,10,4,7,2,8,1,4,1,1,3,0,4
Allan Domb,,,,,,,,,,,,0,15,7,7,5,7,4,2,1,1,2,1,4
David Oh,,,,,,,,,,,,,0,36,33,31,4,32,2,0,0,1,1,4
Dan Tinney,,,,,,,,,,,,,,0,33,32,1,31,2,3,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,0,31,0,31,1,0,0,1,0,4
Bill Heeney,,,,,,,,,,,,,,,,1,1,31,0,3,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,,,0,0,5,2,1,2,4,4
Matt Wolfe,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,2,2,1,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,,,,,1,1,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,211,187,45,41,0,181,149,136,134,125,112,97,57,42,41,36,36,35,12,6,5,5,4,4
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Allan Domb,Derek S Green,Nicolas O'Rourke,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,5
Daniel D Mccaffery,2,172,8,2,0,152,121,118,112,97,101,97,21,5,7,6,4,18,12,5,5,2,0,5
Amanda Green-Hawkins,,0,2,1,0,146,118,115,107,91,97,93,18,2,5,2,1,17,8,4,3,2,0,5
Megan Mccarthy King,,,0,28,0,5,2,4,4,18,6,4,20,28,20,20,21,2,2,1,2,0,0,5
Christylee Peck,,,,0,0,1,2,2,1,13,4,1,19,24,17,16,17,2,0,2,1,0,0,5
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,,,,0,112,103,97,87,89,80,15,1,2,3,0,12,6,2,2,2,0,5
Isaiah Thomas,,,,,,,0,87,64,67,81,56,8,1,2,0,0,6,4,3,0,0,0,5
Katherine Gilmore Richardson,,,,,,,,0,64,73,80,52,1,2,3,3,1,10,3,0,1,0,0,5
Kendra Brooks,,,,,,,,,0,31,43,104,9,0,2,2,0,18,5,2,3,2,0,5
Allan Domb,,,,,,,,,,1,64,23,15,15,7,5,1,5,5,2,2,0,0,5
Derek S Green,,,,,,,,,,,0,34,6,0,2,2,1,4,5,2,2,0,0,5
Nicolas O'Rourke,,,,,,,,,,,,0,9,0,2,1,1,14,3,1,5,3,0,5
David Oh,,,,,,,,,,,,,2,19,23,21,19,3,4,3,3,0,0,5
Bill Heeney,,,,,,,,,,,,,,0,22,20,21,0,0,1,0,0,0,5
Al Taubenberger,,,,,,,,,,,,,,,0,22,21,0,0,1,0,0,0,5
Dan Tinney,,,,,,,,,,,,,,,,0,22,0,1,0,2,0,0,5
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,5
Joe Cox,,,,,,,,,,,,,,,,,,0,3,3,5,2,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,3,1,0,0,5
Maj Toure,,,,,,,,,,,,,,,,,,,,0,2,1,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,2,0,5
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,194,180,39,31,0,160,126,123,122,117,107,106,46,35,29,27,24,23,13,9,8,3,0,5
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,6
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Kendra Brooks,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Nicolas O'Rourke,Allan Domb,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,6
Daniel D Mccaffery,0,169,8,5,0,160,126,126,118,112,109,90,10,9,7,4,3,20,9,6,4,5,0,6
Amanda Green-Hawkins,,2,0,1,0,148,112,117,111,99,101,81,6,5,2,2,0,17,7,5,2,3,0,6
Megan Mccarthy King,,,1,32,0,7,6,2,3,6,4,5,30,31,30,30,29,3,1,1,3,2,0,6
Christylee Peck,,,,0,0,6,3,5,1,2,4,6,30,29,29,29,28,2,1,2,3,2,0,6
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Helen Gym,,,,,,0,112,113,109,102,99,85,9,3,3,2,1,12,11,7,0,2,0,6
Kendra Brooks,,,,,,,0,66,65,57,118,31,5,2,2,1,0,11,10,4,2,2,0,6
Katherine Gilmore Richardson,,,,,,,,0,94,85,56,74,2,4,4,1,1,7,4,4,2,3,0,6
Isaiah Thomas,,,,,,,,,0,90,58,62,4,4,2,1,0,5,5,1,2,2,0,6
Derek S Green,,,,,,,,,,0,48,71,5,5,2,3,0,5,2,0,2,1,0,6
Nicolas O'Rourke,,,,,,,,,,,0,22,4,1,2,1,1,10,8,4,1,1,0,6
Allan Domb,,,,,,,,,,,,0,7,3,3,3,2,8,2,3,3,2,0,6
David Oh,,,,,,,,,,,,,1,30,29,31,29,3,1,1,3,1,0,6
Al Taubenberger,,,,,,,,,,,,,,0,35,30,30,2,0,1,2,1,0,6
Dan Tinney,,,,,,,,,,,,,,,0,29,29,2,2,0,1,0,0,6
Matt Wolfe,,,,,,,,,,,,,,,,0,29,0,0,1,1,1,0,6
Bill Heeney,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,6
Joe Cox,,,,,,,,,,,,,,,,,,1,2,4,4,4,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,1,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1,0,6
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,3,0,6
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,200,183,42,39,0,177,137,134,128,123,121,101,44,41,39,36,33,25,12,8,7,6,0,6
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,7
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Kendra Brooks,Derek S Green,Allan Domb,Nicolas O'Rourke,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Bill Heeney,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,7
Daniel D Mccaffery,0,208,20,13,0,219,174,170,154,155,142,122,22,11,9,8,7,27,23,18,9,5,0,7
Amanda Green-Hawkins,,0,3,3,0,185,153,149,133,128,113,115,10,5,3,4,2,20,13,4,7,4,0,7
Megan Mccarthy King,,,1,38,0,19,11,12,16,11,14,11,37,36,32,32,37,2,5,5,2,1,0,7
Christylee Peck,,,,0,0,11,5,7,7,6,11,5,41,34,38,36,35,2,0,5,3,2,0,7
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Helen Gym,,,,,,0,162,161,144,138,129,116,10,6,3,1,3,18,18,10,2,3,0,7
Katherine Gilmore Richardson,,,,,,,0,135,94,122,111,68,8,6,3,2,1,5,7,8,0,3,0,7
Isaiah Thomas,,,,,,,,0,92,124,103,74,7,2,4,3,3,8,2,4,2,2,0,7
Kendra Brooks,,,,,,,,,0,67,50,140,5,6,0,1,3,19,17,7,2,0,0,7
Derek S Green,,,,,,,,,,0,104,49,11,3,5,0,0,6,9,5,3,2,0,7
Allan Domb,,,,,,,,,,,0,33,19,10,8,9,5,3,5,11,4,1,0,7
Nicolas O'Rourke,,,,,,,,,,,,0,5,1,1,2,2,16,15,3,2,0,0,7
David Oh,,,,,,,,,,,,,0,36,41,40,35,1,3,5,2,1,0,7
Dan Tinney,,,,,,,,,,,,,,0,36,36,39,0,0,0,0,0,0,7
Al Taubenberger,,,,,,,,,,,,,,,0,39,36,1,1,2,2,0,0,7
Matt Wolfe,,,,,,,,,,,,,,,,0,36,1,0,4,4,0,0,7
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,7
Joe Cox,,,,,,,,,,,,,,,,,,0,7,3,5,4,0,7
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,5,2,2,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,3,2,0,7
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,1,0,7
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,267,222,63,55,0,241,186,184,173,165,156,142,62,48,47,46,45,27,24,19,11,6,0,7
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,8
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,8
Amanda Green-Hawkins,1,149,0,0,0,127,125,110,112,89,87,74,4,1,1,0,0,13,10,6,6,0,0,8
Daniel D Mccaffery,,0,4,3,0,124,122,107,103,85,89,73,5,1,2,0,0,14,10,7,7,0,0,8
Christylee Peck,,,0,23,0,5,2,5,2,4,3,1,18,21,20,21,20,2,3,1,1,1,0,8
Megan Mccarthy King,,,,0,0,3,2,5,3,6,2,0,18,20,18,19,19,1,1,0,0,1,0,8
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Helen Gym,,,,,,0,106,96,97,80,64,49,4,1,1,0,1,11,7,3,5,0,0,8
Isaiah Thomas,,,,,,,0,100,95,80,59,52,2,1,1,0,0,5,4,6,0,0,0,8
Derek S Green,,,,,,,,0,92,78,46,37,1,3,0,0,2,5,7,4,2,1,0,8
Katherine Gilmore Richardson,,,,,,,,,0,72,46,37,2,1,0,0,1,6,4,3,2,1,0,8
Allan Domb,,,,,,,,,,0,19,12,6,1,1,3,2,3,4,3,3,0,0,8
Kendra Brooks,,,,,,,,,,,0,75,2,1,0,0,0,13,9,5,6,0,0,8
Nicolas O'Rourke,,,,,,,,,,,,0,1,1,0,0,0,9,5,3,3,0,0,8
David Oh,,,,,,,,,,,,,2,19,20,19,19,1,0,0,0,0,0,8
Matt Wolfe,,,,,,,,,,,,,,1,20,20,21,1,1,0,0,1,0,8
Al Taubenberger,,,,,,,,,,,,,,,0,21,21,0,1,0,0,0,0,8
Bill Heeney,,,,,,,,,,,,,,,,0,21,0,1,0,0,0,0,8
Dan Tinney,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,8
Joe Cox,,,,,,,,,,,,,,,,,,0,2,1,5,1,0,8
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,2,0,0,8
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,8
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,163,158,29,27,0,136,131,121,117,98,94,79,28,25,24,24,23,16,13,7,7,1,0,8
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Sherrie Cohen,Matt Wolfe,Bill Heeney,Al Taubenberger,Dan Tinney,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,9
Amanda Green-Hawkins,1,174,2,4,0,161,141,136,130,118,87,64,12,11,14,6,2,3,0,2,2,2,0,9
Daniel D Mccaffery,,0,6,3,0,164,141,136,129,115,90,64,10,11,17,5,2,6,2,4,2,1,0,9
Megan Mccarthy King,,,0,14,0,3,3,1,2,3,2,0,16,6,3,13,13,10,11,2,4,4,0,9
Christylee Peck,,,,0,0,6,4,5,4,4,4,2,14,3,1,11,13,8,9,2,2,3,0,9
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Helen Gym,,,,,,0,134,132,129,120,87,60,8,10,14,2,1,3,0,1,1,1,0,9
Isaiah Thomas,,,,,,,0,118,122,103,55,38,5,7,7,1,1,2,0,0,2,1,0,9
Katherine Gilmore Richardson,,,,,,,,1,110,104,51,33,6,2,7,2,1,2,0,1,1,0,0,9
Derek S Green,,,,,,,,,0,109,47,25,5,5,5,0,0,1,0,1,1,1,0,9
Allan Domb,,,,,,,,,,0,35,15,8,6,4,4,0,3,1,3,2,1,0,9
Kendra Brooks,,,,,,,,,,,0,79,6,11,18,1,0,0,0,3,0,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,0,1,5,9,0,0,0,0,2,0,0,0,9
David Oh,,,,,,,,,,,,,0,6,3,16,12,10,10,2,2,3,0,9
Joe Cox,,,,,,,,,,,,,,0,4,2,2,1,0,6,5,2,0,9
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,0,3,1,1,0,9
Matt Wolfe,,,,,,,,,,,,,,,,0,12,12,11,1,1,3,0,9
Bill Heeney,,,,,,,,,,,,,,,,,0,9,10,1,1,2,0,9
Al Taubenberger,,,,,,,,,,,,,,,,,,0,9,1,0,0,0,9
Dan Tinney,,,,,,,,,,,,,,,,,,,0,0,0,2,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,1,1,0,9
Clarc King,,,,,,,,,,,,,,,,,,,,,0,2,0,9
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,198,197,22,21,0,188,156,151,145,134,113,79,30,21,21,19,15,14,11,7,5,5,0,9
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,10
