col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,All
,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Joe Cox,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Helen Gym,1,690,658,641,609,440,321,58,104,73,16,18,20,5,17,10,8,1,799,77,7,All
Derek S Green,,1,569,595,523,262,183,37,72,36,10,17,6,2,12,6,4,0,692,42,3,All
Katherine Gilmore Richardson,,,2,583,518,238,159,19,30,29,7,8,19,4,10,8,2,1,642,46,4,All
Isaiah Thomas,,,,1,492,218,164,29,27,29,3,10,8,1,5,9,1,0,652,35,4,All
Allan Domb,,,,,0,160,82,55,19,41,21,27,24,10,14,5,8,0,543,78,3,All
Kendra Brooks,,,,,,0,393,35,114,73,4,6,18,1,14,10,12,1,407,44,7,All
Nicolas O'Rourke,,,,,,,0,21,86,43,1,3,1,0,6,6,7,0,308,27,4,All
David Oh,,,,,,,,1,8,20,70,63,46,56,10,4,9,0,49,90,0,All
Sherrie Cohen,,,,,,,,,0,22,4,2,1,1,9,6,8,0,102,18,0,All
Joe Cox,,,,,,,,,,1,6,8,3,5,13,17,12,0,63,32,1,All
Matt Wolfe,,,,,,,,,,,0,58,48,55,7,2,8,0,12,68,0,All
Al Taubenberger,,,,,,,,,,,,1,47,49,1,0,3,0,16,60,0,All
Dan Tinney,,,,,,,,,,,,,0,42,4,1,0,1,11,53,0,All
Bill Heeney,,,,,,,,,,,,,,0,5,1,3,0,4,56,0,All
Maj Toure,,,,,,,,,,,,,,,0,7,5,0,19,16,1,All
Clarc King,,,,,,,,,,,,,,,,0,5,0,13,11,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,10,13,0,All
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,All
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,4,0,0,All
Michael Bradley,,,,,,,,,,,,,,,,,,,,2,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,973,779,735,731,674,543,399,156,133,117,86,85,74,64,36,25,25,1,931,170,8,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,9
,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Sherrie Cohen,Matt Wolfe,Bill Heeney,Al Taubenberger,Dan Tinney,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,9
Helen Gym,0,134,132,129,120,87,60,8,10,14,2,1,3,0,1,1,1,0,147,22,3,9
Isaiah Thomas,,1,118,122,103,55,38,5,7,7,1,1,2,0,0,2,1,0,128,15,2,9
Katherine Gilmore Richardson,,,2,110,104,51,33,6,2,7,2,1,2,0,1,1,0,0,127,16,2,9
Derek S Green,,,,0,109,47,25,5,5,5,0,0,1,0,1,1,1,0,120,13,1,9
Allan Domb,,,,,0,35,15,8,6,4,4,0,3,1,3,2,1,0,104,20,1,9
Kendra Brooks,,,,,,0,79,6,11,18,1,0,0,0,3,0,0,0,80,13,2,9
Nicolas O'Rourke,,,,,,,0,1,5,9,0,0,0,0,2,0,0,0,56,8,2,9
