col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 8th District,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Cindy Bass,Greg Paulmier,Write-In,All
Tiffany Palmer,34,"6,107","6,060","5,967","5,950","5,856","5,700",14,"4,810","1,581",25,All
Anthony Kyriakakis,,5,"5,885","5,761","5,905","5,763","5,424",8,"4,528","1,427",24,All
Jennifer Schultz,,,9,"5,862","5,774","5,789","5,531",9,"4,565","1,378",19,All
Carmella Jacquinto,,,,3,"5,773","5,784","5,576",10,"4,542","1,322",18,All
James C Crumlish,,,,,2,"5,766","5,429",7,"4,490","1,347",21,All
Joshua Roberts,,,,,,6,"5,469",6,"4,478","1,261",17,All
Crystal B Powell,,,,,,,12,7,"4,485","1,117",15,All
Write-In,,,,,,,,1,2,4,3,All
Cindy Bass,,,,,,,,,261,0,0,All
Greg Paulmier,,,,,,,,,,258,0,All
Write-In,,,,,,,,,,,2,All
Total,"6,715","6,219","6,198","6,095","6,064","5,963","5,819",16,"5,270","1,959",28,All
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 8th District,,,1
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Greg Paulmier,Cindy Bass,Write-In,1
Tiffany Palmer,1,350,336,331,317,314,273,0,176,189,3,1
Anthony Kyriakakis,,0,318,330,310,310,262,0,162,183,3,1
Jennifer Schultz,,,1,306,312,314,272,0,151,175,2,1
James C Crumlish,,,,0,301,304,260,0,145,176,2,1
Carmella Jacquinto,,,,,0,307,265,0,135,171,2,1
Joshua Roberts,,,,,,0,269,0,132,171,2,1
Crystal B Powell,,,,,,,0,0,110,155,2,1
Write-In,,,,,,,,0,0,0,0,1
Greg Paulmier,,,,,,,,,29,0,0,1
Cindy Bass,,,,,,,,,,11,0,1
Write-In,,,,,,,,,,,0,1
Total,392,368,348,341,325,321,278,0,224,210,3,1
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 8th District,,,2
,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Cindy Bass,Greg Paulmier,Write-In,2
Tiffany Palmer,2,337,331,315,305,296,244,2,191,151,2,2
Anthony Kyriakakis,,1,325,307,293,295,228,2,185,144,2,2
James C Crumlish,,,0,304,297,296,234,2,186,136,2,2
Jennifer Schultz,,,,1,300,295,239,2,178,130,2,2
Carmella Jacquinto,,,,,0,292,240,2,173,122,2,2
Joshua Roberts,,,,,,0,227,0,171,115,0,2
Crystal B Powell,,,,,,,0,2,150,88,2,2
Write-In,,,,,,,,0,0,0,2,2
Cindy Bass,,,,,,,,,11,0,0,2
Greg Paulmier,,,,,,,,,,35,0,2
Write-In,,,,,,,,,,,0,2
Total,366,347,339,326,311,301,248,2,211,197,2,2
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 8th District,,,3
,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Cindy Bass,Greg Paulmier,Write-In,3
Tiffany Palmer,1,238,228,221,218,218,198,1,155,73,0,3
Anthony Kyriakakis,,0,229,217,215,217,197,1,154,71,0,3
James C Crumlish,,,0,213,214,214,194,1,148,65,0,3
Jennifer Schultz,,,,0,214,215,195,1,152,65,0,3
Carmella Jacquinto,,,,,0,211,193,1,145,61,0,3
Joshua Roberts,,,,,,0,194,1,148,58,0,3
Crystal B Powell,,,,,,,0,0,143,43,0,3
Write-In,,,,,,,,0,0,1,0,3
Cindy Bass,,,,,,,,,6,0,0,3
Greg Paulmier,,,,,,,,,,10,0,3
Write-In,,,,,,,,,,,0,3
Total,249,248,232,231,222,222,202,1,172,89,0,3
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 8th District,,,4
,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,Jennifer Schultz,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Cindy Bass,Greg Paulmier,Write-In,4
Tiffany Palmer,1,203,203,200,198,191,187,0,127,90,2,4
Anthony Kyriakakis,,0,191,195,200,188,172,0,115,81,2,4
Carmella Jacquinto,,,0,196,191,190,184,0,120,76,2,4
Jennifer Schultz,,,,0,192,186,177,0,117,76,2,4
