col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Dan Tinney,Bill Heeney,Al Taubenberger,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Dan Tinney,337,"4,287","4,250","3,922","3,870",639,269,310,252,217,82,78,84,62,35,45,20,2,"1,035",996,"1,010",938,872,914,852,13,All
Bill Heeney,,162,"3,903","3,739","3,749",429,157,164,69,93,41,58,76,51,25,33,22,2,707,680,703,621,590,627,591,13,All
Al Taubenberger,,,75,"3,754","3,583",429,210,195,188,135,50,45,69,47,39,33,18,1,789,760,801,736,684,712,670,22,All
David Oh,,,,44,"3,513",525,286,135,193,166,74,68,68,53,25,33,30,1,833,799,802,743,719,736,706,20,All
Matt Wolfe,,,,,41,248,78,110,82,31,24,41,53,39,19,24,14,3,535,504,520,479,441,471,449,20,All
Allan Domb,,,,,,28,"2,315","2,217","2,199","2,175",122,87,23,40,25,23,10,2,"2,530","2,537","2,537","2,491","2,480","2,449","2,412",7,All
Helen Gym,,,,,,,7,"2,229","2,156","2,179",196,122,22,38,45,13,14,1,"2,412","2,431","2,385","2,381","2,389","2,342","2,324",0,All
Katherine Gilmore Richardson,,,,,,,,10,"2,199","2,210",151,84,24,34,31,10,15,2,"2,378","2,389","2,329","2,325","2,332","2,296","2,301",0,All
Derek S Green,,,,,,,,,9,"2,217",95,66,17,30,25,4,12,2,"2,304","2,319","2,273","2,282","2,279","2,266","2,249",0,All
