col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Mark F Squilla,"1,029",0,0,"4,438","4,383","4,358","4,284","4,194","4,089","3,950",10,All
Daniel Orsino,,"1,383",0,158,154,158,160,142,136,130,11,All
Write-In,,,2,3,3,1,1,2,1,2,14,All
Tiffany Palmer,,,,19,"4,517","4,500","4,318","4,296","4,227","4,085",6,All
Jennifer Schultz,,,,,12,"4,425","4,255","4,288","4,240","4,076",8,All
Anthony Kyriakakis,,,,,,2,"4,349","4,232","4,233","4,004",7,All
James C Crumlish,,,,,,,10,"4,202","4,220","3,999",8,All
Carmella Jacquinto,,,,,,,,8,"4,189","4,053",3,All
Joshua Roberts,,,,,,,,,9,"4,001",8,All
Crystal B Powell,,,,,,,,,,7,6,All
Write-In,,,,,,,,,,,1,All
Total,"5,904","1,615",7,"4,789","4,707","4,679","4,576","4,459","4,348","4,192",38,All
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Mark F Squilla,Daniel Orsino,Write-In,Jennifer Schultz,Tiffany Palmer,Carmella Jacquinto,Anthony Kyriakakis,Crystal B Powell,James C Crumlish,Joshua Roberts,Write-In,1
Mark F Squilla,21,0,0,64,64,61,58,59,56,57,2,1
Daniel Orsino,,28,0,2,1,1,1,0,0,0,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,1,63,59,59,58,55,55,2,1
Tiffany Palmer,,,,,0,60,59,59,56,56,2,1
Carmella Jacquinto,,,,,,0,57,57,55,55,0,1
Anthony Kyriakakis,,,,,,,0,56,57,56,2,1
Crystal B Powell,,,,,,,,0,55,54,2,1
James C Crumlish,,,,,,,,,0,55,2,1
Joshua Roberts,,,,,,,,,,0,2,1
Write-In,,,,,,,,,,,0,1
Total,92,30,0,70,67,64,61,61,58,58,2,1
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,2
