col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,District Council 4th District,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Amanda Green-Hawkins,56,"5,031",50,44,1,"5,101",183,38,2,All
Daniel D Mccaffery,,22,42,15,0,"4,917",161,35,1,All
Megan Mccarthy King,,,9,183,0,104,32,20,0,All
Christylee Peck,,,,4,0,69,20,21,0,All
Write-In,,,,,0,1,0,0,0,All
Curtis Jones Jr,,,,,,167,0,0,0,All
Karla Cruel,,,,,,,32,0,0,All
Matt Baltsar,,,,,,,,9,0,All
Write-In,,,,,,,,,0,All
Total,"5,510","5,261",309,257,1,"5,491",253,72,2,All
,District Council 4th District,,,,Judge Of The Superior Court,,,,,1
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,1
Curtis Jones Jr,5,0,0,0,128,126,0,0,0,1
Karla Cruel,,1,0,0,2,2,0,0,0,1
Matt Baltsar,,,0,0,0,0,0,0,0,1
Write-In,,,,0,0,0,0,0,0,1
Amanda Green-Hawkins,,,,,1,126,1,0,0,1
Daniel D Mccaffery,,,,,,0,0,0,0,1
Christylee Peck,,,,,,,0,0,0,1
Megan Mccarthy King,,,,,,,,0,0,1
Write-In,,,,,,,,,0,1
Total,137,3,0,0,134,130,1,0,0,1
,Judge Of The Superior Court,,,,,District Council 4th District,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,2
Amanda Green-Hawkins,0,215,5,1,0,208,12,3,0,2
Daniel D Mccaffery,,1,3,1,0,204,8,4,0,2
Megan Mccarthy King,,,0,16,0,7,5,2,0,2
Christylee Peck,,,,0,0,3,1,1,0,2
Write-In,,,,,0,0,0,0,0,2
Curtis Jones Jr,,,,,,4,0,0,0,2
Karla Cruel,,,,,,,3,0,0,2
Matt Baltsar,,,,,,,,0,0,2
Write-In,,,,,,,,,0,2
Total,230,224,27,18,0,221,18,5,0,2
,Judge Of The Superior Court,,,,,District Council 4th District,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,3
Daniel D Mccaffery,0,46,1,0,0,40,2,0,0,3
Amanda Green-Hawkins,,0,1,0,0,38,3,1,0,3
Megan Mccarthy King,,,2,8,0,1,1,2,0,3
Christylee Peck,,,,0,0,1,1,1,0,3
Write-In,,,,,0,0,0,0,0,3
Curtis Jones Jr,,,,,,1,0,0,0,3
Karla Cruel,,,,,,,0,0,0,3
Matt Baltsar,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,49,48,12,8,0,42,4,2,0,3
,District Council 4th District,,,,Judge Of The Superior Court,,,,,4
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,4
Curtis Jones Jr,2,0,0,0,128,128,2,1,0,4
Karla Cruel,,1,0,0,2,2,0,0,0,4
Matt Baltsar,,,1,0,1,0,1,1,0,4
Write-In,,,,0,0,0,0,0,0,4
