col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,Dan Tinney,Nicolas O'Rourke,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Maj Toure,Sherrie Cohen,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Rochelle Bilal,34,0,"5,952","5,847","5,662","5,659","5,523",752,322,549,241,85,56,52,60,63,61,24,22,1,All
Write-In,,0,3,2,1,2,0,3,1,0,2,0,1,0,1,1,1,1,0,5,All
Isaiah Thomas,,,21,"5,760","5,548","5,602","5,403",418,268,281,135,37,11,16,34,32,36,9,5,2,All
Derek S Green,,,,10,"5,526","5,562","5,334",336,267,208,128,36,15,7,34,34,34,9,8,3,All
Allan Domb,,,,,23,"5,389","5,256",191,279,105,139,36,17,19,21,19,18,5,4,1,All
Katherine Gilmore Richardson,,,,,,9,"5,223",251,254,151,61,27,17,14,20,27,20,6,6,1,All
Helen Gym,,,,,,,9,310,31,211,133,33,11,9,18,33,34,10,9,1,All
Kendra Brooks,,,,,,,,7,9,630,71,13,4,8,30,35,31,8,13,2,All
Dan Tinney,,,,,,,,,4,7,337,339,328,326,5,8,7,2,3,0,All
Nicolas O'Rourke,,,,,,,,,,2,27,5,1,5,12,8,15,8,6,1,All
David Oh,,,,,,,,,,,10,349,335,333,18,21,17,8,5,0,All
Al Taubenberger,,,,,,,,,,,,4,324,327,10,4,8,1,1,0,All
Matt Wolfe,,,,,,,,,,,,,5,327,6,2,5,2,2,0,All
Bill Heeney,,,,,,,,,,,,,,1,6,3,2,2,0,0,All
Maj Toure,,,,,,,,,,,,,,,5,15,10,7,4,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,1,8,3,10,0,All
Joe Cox,,,,,,,,,,,,,,,,,1,18,6,0,All
Clarc King,,,,,,,,,,,,,,,,,,0,3,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"6,661",6,"6,110","5,961","5,784","5,758","5,653",890,659,653,592,415,377,368,78,76,75,32,27,9,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Nicolas O'Rourke,Joe Cox,Maj Toure,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,1
Rochelle Bilal,1,0,72,68,71,66,64,13,3,1,0,0,0,5,1,0,1,0,0,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,0,67,69,65,64,10,2,1,0,0,0,4,1,0,1,0,0,0,1
Allan Domb,,,,1,66,67,63,5,5,2,1,0,0,1,0,1,0,0,0,0,1
Isaiah Thomas,,,,,0,65,62,6,2,1,0,0,0,2,1,0,0,0,0,0,1
Derek S Green,,,,,,0,62,3,2,1,0,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1
Kendra Brooks,,,,,,,,0,1,0,0,0,0,6,1,0,1,0,0,0,1
David Oh,,,,,,,,,0,5,6,5,5,0,0,1,0,0,0,0,1
Al Taubenberger,,,,,,,,,,0,5,5,5,0,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,0,6,6,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,1
