col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Mark F Squilla,24,0,0,154,151,148,148,143,140,135,0,All
Daniel Orsino,,38,0,13,13,14,12,11,11,11,0,All
Write-In,,,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,,0,166,165,161,158,155,150,0,All
Anthony Kyriakakis,,,,,1,162,161,157,154,147,0,All
Jennifer Schultz,,,,,,0,158,156,153,149,0,All
James C Crumlish,,,,,,,1,153,151,144,0,All
Carmella Jacquinto,,,,,,,,1,153,145,0,All
Joshua Roberts,,,,,,,,,0,145,0,All
Crystal B Powell,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,0,All
Total,184,54,0,173,171,168,166,160,156,151,0,All
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,5
,Mark F Squilla,Daniel Orsino,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,5
Mark F Squilla,24,0,0,154,151,148,148,143,140,135,0,5
Daniel Orsino,,38,0,13,13,14,12,11,11,11,0,5
Write-In,,,0,0,0,0,0,0,0,0,0,5
Tiffany Palmer,,,,0,166,165,161,158,155,150,0,5
Anthony Kyriakakis,,,,,1,162,161,157,154,147,0,5
Jennifer Schultz,,,,,,0,158,156,153,149,0,5
James C Crumlish,,,,,,,1,153,151,144,0,5
Carmella Jacquinto,,,,,,,,1,153,145,0,5
Joshua Roberts,,,,,,,,,0,145,0,5
Crystal B Powell,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,0,5
Total,184,54,0,173,171,168,166,160,156,151,0,5
