col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Council At Large,,,,,,,,,,,,,,,,,,District Council 8th District,,,All
,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,Cindy Bass,Greg Paulmier,Write-In,All
Helen Gym,3,"3,126","3,056","2,866","2,752","1,967","1,553",372,107,111,45,22,206,83,30,44,30,2,"2,808","1,303",16,All
Derek S Green,,0,"2,860","2,539","2,363","1,290","1,034",270,97,55,42,11,97,42,24,22,18,2,"2,561",896,9,All
Isaiah Thomas,,,2,"2,513","2,269","1,239","1,036",227,63,34,14,13,82,50,26,17,24,3,"2,560",802,10,All
Katherine Gilmore Richardson,,,,2,"2,298","1,117",844,149,49,113,30,23,84,38,21,15,22,2,"2,366",782,7,All
Allan Domb,,,,,9,763,465,405,173,172,92,52,72,42,23,35,19,1,"2,236",800,3,All
Kendra Brooks,,,,,,1,"1,964",206,42,91,23,5,198,83,32,42,18,3,"1,190","1,092",16,All
Nicolas O'Rourke,,,,,,,0,137,18,17,24,3,132,60,14,26,20,4,961,865,15,All
David Oh,,,,,,,,12,469,387,407,356,36,35,34,26,20,0,300,416,1,All
Al Taubenberger,,,,,,,,,3,389,376,361,15,17,11,8,7,0,112,208,2,All
Dan Tinney,,,,,,,,,,3,372,353,8,9,10,3,5,0,89,203,3,All
Matt Wolfe,,,,,,,,,,,2,360,11,17,17,9,9,0,78,158,1,All
Bill Heeney,,,,,,,,,,,,1,2,10,9,3,6,0,55,110,1,All
Sherrie Cohen,,,,,,,,,,,,,0,30,15,23,2,1,96,150,6,All
Joe Cox,,,,,,,,,,,,,,1,14,21,34,1,42,102,1,All
Maj Toure,,,,,,,,,,,,,,,4,8,9,2,24,52,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,4,0,25,50,0,All
Clarc King,,,,,,,,,,,,,,,,,0,1,16,50,0,All
Write-In,,,,,,,,,,,,,,,,,,1,3,1,0,All
Cindy Bass,,,,,,,,,,,,,,,,,,,9,0,0,All
Greg Paulmier,,,,,,,,,,,,,,,,,,,,18,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
