col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 7th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,David Oh,Kendra Brooks,Nicolas O'Rourke,Steve Cherniavsky,Al Taubenberger,Joe Cox,Maj Toure,Bill Heeney,Clarc King,Dan Tinney,Matt Wolfe,Sherrie Cohen,Write-In,All
Maria Quiñones Sánchez,0,0,80,74,74,73,72,7,8,7,3,2,2,2,1,1,1,0,1,0,All
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,0,72,70,71,69,5,5,4,1,0,1,2,0,1,0,0,0,0,All
Derek S Green,,,,0,70,71,68,4,5,4,0,1,1,1,0,1,0,0,0,0,All
Helen Gym,,,,,0,69,68,4,5,4,3,0,2,0,0,0,0,0,1,0,All
Katherine Gilmore Richardson,,,,,,1,68,2,3,3,0,1,0,1,0,0,0,0,0,0,All
Allan Domb,,,,,,,0,3,2,3,1,2,0,0,1,0,1,0,0,0,All
David Oh,,,,,,,,0,1,1,1,1,1,0,0,1,0,0,1,0,All
Kendra Brooks,,,,,,,,,0,6,2,0,1,0,0,1,0,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,All
Al Taubenberger,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,All
Joe Cox,,,,,,,,,,,,,0,0,0,0,0,0,1,0,All
Maj Toure,,,,,,,,,,,,,,0,0,0,0,0,0,0,All
Bill Heeney,,,,,,,,,,,,,,,0,0,1,0,0,0,All
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,,1,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,87,0,82,75,75,75,72,8,8,7,3,2,2,2,1,1,1,1,1,0,All
,District Council 7th District,,Council At Large,,,,,,,,,,,,,,,,,,1
,Maria Quiñones Sánchez,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,David Oh,Kendra Brooks,Nicolas O'Rourke,Steve Cherniavsky,Al Taubenberger,Joe Cox,Maj Toure,Bill Heeney,Clarc King,Dan Tinney,Matt Wolfe,Sherrie Cohen,Write-In,1
Maria Quiñones Sánchez,0,0,80,74,74,73,72,7,8,7,3,2,2,2,1,1,1,0,1,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,0,72,70,71,69,5,5,4,1,0,1,2,0,1,0,0,0,0,1
Derek S Green,,,,0,70,71,68,4,5,4,0,1,1,1,0,1,0,0,0,0,1
Helen Gym,,,,,0,69,68,4,5,4,3,0,2,0,0,0,0,0,1,0,1
Katherine Gilmore Richardson,,,,,,1,68,2,3,3,0,1,0,1,0,0,0,0,0,0,1
Allan Domb,,,,,,,0,3,2,3,1,2,0,0,1,0,1,0,0,0,1
David Oh,,,,,,,,0,1,1,1,1,1,0,0,1,0,0,1,0,1
Kendra Brooks,,,,,,,,,0,6,2,0,1,0,0,1,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1
Al Taubenberger,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1
Maj Toure,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,0,0,1,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,,1,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,87,0,82,75,75,75,72,8,8,7,3,2,2,2,1,1,1,1,1,0,1
