col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Rochelle Bilal,7,0,"1,163","1,170","1,122","1,115","1,050",303,246,31,16,9,9,6,34,23,19,11,6,4,All
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,3,"1,070","1,047","1,033","1,007",240,204,14,6,1,3,2,19,21,13,6,3,1,All
Isaiah Thomas,,,,5,"1,082","1,076","1,011",175,132,20,12,6,5,4,9,16,12,5,3,3,All
Katherine Gilmore Richardson,,,,,4,"1,053",985,152,119,6,10,2,3,2,16,12,10,5,2,0,All
Derek S Green,,,,,,1,989,136,95,14,7,1,2,1,15,12,13,6,1,3,All
Allan Domb,,,,,,,2,78,50,16,5,4,0,2,4,3,4,1,2,1,All
Kendra Brooks,,,,,,,,1,331,17,2,2,1,0,24,27,13,6,3,2,All
Nicolas O'Rourke,,,,,,,,,0,8,0,0,2,1,18,17,9,2,1,1,All
David Oh,,,,,,,,,,1,38,38,36,33,4,4,4,1,2,0,All
Al Taubenberger,,,,,,,,,,,1,39,38,35,1,0,4,1,1,0,All
Bill Heeney,,,,,,,,,,,,0,36,35,2,0,4,1,1,0,All
Matt Wolfe,,,,,,,,,,,,,0,35,2,0,4,1,0,0,All
Dan Tinney,,,,,,,,,,,,,,1,1,0,1,0,0,0,All
Joe Cox,,,,,,,,,,,,,,,1,6,5,5,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,3,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,1,2,1,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,365",0,"1,236","1,203","1,150","1,136","1,067",402,337,72,52,44,42,40,39,34,29,11,7,4,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Kendra Brooks,Nicolas O'Rourke,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Sherrie Cohen,Maj Toure,Al Taubenberger,Dan Tinney,Joe Cox,Matt Wolfe,Bill Heeney,Write-In,Clarc King,Steve Cherniavsky,1
Rochelle Bilal,0,0,65,56,67,59,52,50,46,6,5,2,0,0,2,1,0,1,0,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kendra Brooks,,,0,81,50,28,23,19,13,7,4,2,0,0,2,1,0,1,0,0,1
Nicolas O'Rourke,,,,0,46,21,20,13,10,5,2,2,0,0,1,1,0,1,0,0,1
Helen Gym,,,,,0,45,42,37,40,4,4,2,0,0,2,0,0,0,0,0,1
Isaiah Thomas,,,,,,1,46,45,38,4,3,1,0,0,1,0,0,1,0,0,1
Katherine Gilmore Richardson,,,,,,,0,40,33,1,1,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,,0,37,3,2,0,0,0,0,0,0,1,0,0,1
Allan Domb,,,,,,,,,0,5,1,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,0,1,2,1,1,0,2,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,0,2,0,1,1,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,0,0,1,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,0,1,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,1
Total,99,0,91,83,82,61,52,51,48,10,5,3,2,2,2,2,1,1,0,0,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,2
Rochelle Bilal,0,0,80,75,74,71,68,15,8,4,2,1,1,1,3,0,0,1,0,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,0,71,72,70,66,16,10,3,1,0,0,0,4,0,0,1,0,0,2
Derek S Green,,,,1,69,68,68,10,4,2,1,0,0,0,1,0,0,0,0,0,2
Helen Gym,,,,,0,67,65,12,7,2,1,0,0,0,4,0,0,1,0,0,2
Katherine Gilmore Richardson,,,,,,0,65,7,4,0,1,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,,0,5,1,2,0,0,0,0,0,0,0,0,0,0,2
Kendra Brooks,,,,,,,,0,12,4,0,0,0,0,5,1,1,1,0,0,2
Nicolas O'Rourke,,,,,,,,,0,1,0,0,0,0,4,1,1,0,0,0,2
David Oh,,,,,,,,,,0,5,5,5,5,0,0,0,1,0,0,2
Al Taubenberger,,,,,,,,,,,0,5,5,5,0,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,0,5,5,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,,0,5,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,0,1,1,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,1,1,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,88,0,85,77,76,72,69,20,12,9,6,5,5,5,5,2,1,1,0,0,2
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,3
,Rochelle Bilal,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Al Taubenberger,David Oh,Matt Wolfe,Bill Heeney,Joe Cox,Dan Tinney,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,3
Rochelle Bilal,0,0,143,142,141,140,140,16,12,6,4,3,2,4,1,2,1,1,0,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,0,139,139,134,133,10,7,4,3,2,0,2,0,0,1,0,0,0,3
Katherine Gilmore Richardson,,,,0,136,133,134,8,5,3,1,2,0,3,0,0,1,1,0,0,3
Derek S Green,,,,,0,132,131,6,4,3,1,2,0,3,0,1,1,0,0,0,3
Helen Gym,,,,,,0,132,12,9,0,0,1,0,3,0,1,1,1,0,0,3
Allan Domb,,,,,,,0,7,5,3,2,0,1,2,1,0,0,0,0,0,3
Kendra Brooks,,,,,,,,0,14,0,2,0,0,2,0,1,0,1,0,0,3
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,3
Al Taubenberger,,,,,,,,,,0,6,5,5,0,3,2,0,0,0,0,3
David Oh,,,,,,,,,,,0,4,5,0,3,2,0,0,0,0,3
Matt Wolfe,,,,,,,,,,,,0,4,0,2,2,0,0,0,0,3
Bill Heeney,,,,,,,,,,,,,0,0,3,2,0,0,0,0,3
Joe Cox,,,,,,,,,,,,,,0,0,0,0,1,0,0,3
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,0,3
Total,161,0,148,146,144,144,143,19,14,9,8,6,5,4,3,3,1,1,0,0,3
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,4
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Al Taubenberger,Bill Heeney,Joe Cox,Maj Toure,Matt Wolfe,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,4
Rochelle Bilal,2,0,167,165,161,161,162,16,9,2,1,0,0,2,1,0,2,0,0,0,4
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isaiah Thomas,,,4,163,160,160,160,7,3,2,1,0,0,2,0,0,1,0,0,0,4
Derek S Green,,,,0,160,162,159,8,3,0,1,0,0,2,0,0,1,0,0,0,4
Allan Domb,,,,,1,159,158,5,2,1,1,0,0,0,0,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,1,157,5,3,0,1,0,0,2,1,0,0,0,0,0,4
Helen Gym,,,,,,,1,7,4,1,0,0,0,1,1,0,0,0,0,0,4
Kendra Brooks,,,,,,,,1,10,1,0,0,0,0,1,0,2,0,0,0,4
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,4
David Oh,,,,,,,,,,0,2,2,2,0,0,2,1,0,0,0,4
Dan Tinney,,,,,,,,,,,0,2,2,0,0,2,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,0,2,0,0,2,0,0,0,0,4
Bill Heeney,,,,,,,,,,,,,0,0,0,2,0,0,0,0,4
Joe Cox,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,1,0,0,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,,,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,4
Total,178,0,172,167,165,165,164,18,10,4,3,2,2,2,2,2,2,0,0,0,4
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,5
,Rochelle Bilal,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Derek S Green,Bill Heeney,David Oh,Kendra Brooks,Al Taubenberger,Dan Tinney,Matt Wolfe,Nicolas O'Rourke,Clarc King,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,5
Rochelle Bilal,0,0,56,54,54,52,53,1,1,4,0,0,0,2,1,1,1,0,0,0,5
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Isaiah Thomas,,,0,52,53,52,53,1,1,2,0,0,0,0,1,0,1,0,0,0,5
Katherine Gilmore Richardson,,,,1,52,50,51,0,0,3,0,0,0,1,1,1,1,0,0,0,5
Helen Gym,,,,,0,51,52,0,0,2,0,0,0,1,1,1,1,0,0,0,5
Allan Domb,,,,,,1,52,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Derek S Green,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
Bill Heeney,,,,,,,,0,4,0,3,3,3,0,0,0,0,0,0,0,5
David Oh,,,,,,,,,0,0,3,3,3,0,0,0,0,0,0,0,5
Kendra Brooks,,,,,,,,,,0,0,0,0,2,0,1,1,0,0,0,5
Al Taubenberger,,,,,,,,,,,0,3,3,0,0,0,0,0,0,0,5
Dan Tinney,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,5
Matt Wolfe,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,1,0,0,0,0,5
Clarc King,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,5
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,0,5
Total,59,0,56,55,54,53,53,4,4,4,3,3,3,2,1,1,1,0,0,0,5
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,6
,Rochelle Bilal,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Matt Wolfe,Clarc King,Sherrie Cohen,Maj Toure,Write-In,Steve Cherniavsky,6
Rochelle Bilal,1,0,229,226,224,220,214,30,22,4,3,0,0,4,0,2,1,1,1,0,6
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Isaiah Thomas,,,0,216,217,212,210,19,13,2,2,0,0,0,0,1,1,1,1,0,6
Helen Gym,,,,0,213,210,206,20,15,3,3,0,0,2,0,1,1,0,1,0,6
Derek S Green,,,,,0,212,204,17,10,2,3,0,0,1,0,1,1,1,1,0,6
Katherine Gilmore Richardson,,,,,,1,202,14,11,1,2,0,0,2,0,2,0,1,0,0,6
Allan Domb,,,,,,,0,11,7,0,1,0,0,0,0,1,0,1,1,0,6
Kendra Brooks,,,,,,,,0,23,1,1,0,0,2,0,0,1,0,0,0,6
Nicolas O'Rourke,,,,,,,,,0,1,0,0,0,2,0,0,1,0,0,0,6
David Oh,,,,,,,,,,0,4,4,4,1,4,0,0,0,0,0,6
Al Taubenberger,,,,,,,,,,,0,4,4,0,4,0,0,0,0,0,6
Bill Heeney,,,,,,,,,,,,0,4,0,4,0,0,0,0,0,6
Dan Tinney,,,,,,,,,,,,,0,0,4,0,0,0,0,0,6
Joe Cox,,,,,,,,,,,,,,0,0,1,1,0,0,0,6
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,6
Maj Toure,,,,,,,,,,,,,,,,,,0,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,6
Total,247,0,230,226,225,221,214,31,23,8,7,4,4,4,4,2,2,1,1,0,6
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,7
,Rochelle Bilal,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Maj Toure,Matt Wolfe,Bill Heeney,Dan Tinney,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,7
Rochelle Bilal,1,0,168,161,158,155,153,38,35,4,2,4,2,0,0,4,2,1,0,1,7
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Isaiah Thomas,,,0,153,156,154,147,25,23,3,2,5,1,1,0,1,1,0,0,1,7
Helen Gym,,,,0,148,144,146,24,23,2,1,3,1,0,0,1,2,0,0,0,7
Derek S Green,,,,,0,149,140,21,21,4,0,4,0,0,0,1,2,0,0,1,7
Katherine Gilmore Richardson,,,,,,0,138,19,18,1,2,2,1,1,0,1,1,0,0,0,7
Allan Domb,,,,,,,0,13,10,3,0,0,0,0,0,0,1,0,0,0,7
Kendra Brooks,,,,,,,,0,40,0,0,2,0,0,0,2,2,0,0,1,7
Nicolas O'Rourke,,,,,,,,,0,0,0,2,0,0,0,3,2,0,0,0,7
David Oh,,,,,,,,,,0,6,0,6,5,5,1,2,1,0,0,7
