col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 9th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,David Oh,Nicolas O'Rourke,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Maj Toure,Sherrie Cohen,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Cherelle L Parker,12,0,"2,197","2,150","2,094","2,069","2,069",232,110,132,34,21,17,16,32,36,22,11,7,2,All
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,8,"2,115","2,053","2,040","2,020",167,86,90,23,7,7,8,28,24,18,7,3,0,All
Derek S Green,,,,3,"2,021","2,023","2,012",134,90,61,18,12,5,8,21,22,14,6,1,0,All
Helen Gym,,,,,2,"1,986","1,985",125,75,59,17,9,2,5,11,20,15,4,5,0,All
Katherine Gilmore Richardson,,,,,,2,"1,956",102,36,62,11,7,3,8,13,13,4,3,1,0,All
Allan Domb,,,,,,,3,76,70,31,17,8,10,6,11,18,5,5,3,0,All
Kendra Brooks,,,,,,,,1,28,143,8,4,2,2,18,19,17,3,6,1,All
David Oh,,,,,,,,,4,7,64,61,53,54,8,6,5,3,3,0,All
Nicolas O'Rourke,,,,,,,,,,0,2,3,0,1,12,6,3,3,5,1,All
Al Taubenberger,,,,,,,,,,,1,53,56,52,4,3,0,2,1,0,All
Matt Wolfe,,,,,,,,,,,,0,54,57,2,0,1,2,1,0,All
Dan Tinney,,,,,,,,,,,,,1,54,3,1,1,2,1,0,All
Bill Heeney,,,,,,,,,,,,,,0,3,1,0,2,0,0,All
Maj Toure,,,,,,,,,,,,,,,1,8,4,3,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,1,4,3,4,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,6,2,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,393",0,"2,265","2,196","2,142","2,107","2,106",265,180,150,88,77,69,68,43,43,27,15,10,2,All
,District Council 9th District,,Council At Large,,,,,,,,,,,,,,,,,,2
,Cherelle L Parker,Write-In,Derek S Green,Helen Gym,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,David Oh,Kendra Brooks,Matt Wolfe,Al Taubenberger,Nicolas O'Rourke,Dan Tinney,Bill Heeney,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Joe Cox,Write-In,2
Cherelle L Parker,0,0,209,206,205,202,195,13,18,5,2,9,0,0,3,1,1,0,0,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Derek S Green,,,1,198,201,195,193,10,10,3,2,7,0,0,3,1,0,0,0,0,2
Helen Gym,,,,0,195,193,189,13,9,4,0,2,0,0,3,2,1,0,0,0,2
Isaiah Thomas,,,,,0,197,188,7,8,1,1,5,0,0,4,2,1,0,0,0,2
