col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Register Of Wills,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tracey Gordon,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Sherrie Cohen,Maj Toure,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Tracey Gordon,26,0,"6,845","6,690","6,580","6,494","6,421","1,038",723,312,108,74,73,51,99,75,71,47,22,10,All
Write-In,,0,5,4,5,5,3,1,1,2,2,1,0,0,0,1,0,0,1,0,All
Isaiah Thomas,,,26,"6,568","6,366","6,368","6,240",700,474,215,58,24,27,24,46,44,38,23,9,4,All
Derek S Green,,,,15,"6,283","6,307","6,213",598,386,188,54,22,20,11,46,38,36,18,3,5,All
Helen Gym,,,,,10,"6,188","6,212",574,372,201,54,27,32,12,66,38,39,14,12,3,All
Katherine Gilmore Richardson,,,,,,10,"6,074",494,333,108,46,21,36,15,33,25,21,18,5,1,All
Allan Domb,,,,,,,35,372,201,203,66,34,48,23,32,23,16,7,10,4,All
Kendra Brooks,,,,,,,,14,828,106,20,11,20,12,70,44,55,28,18,5,All
Nicolas O'Rourke,,,,,,,,,0,62,11,5,7,7,34,21,25,14,9,2,All
David Oh,,,,,,,,,,16,282,257,244,239,17,21,22,13,7,2,All
Al Taubenberger,,,,,,,,,,,1,249,249,232,6,6,2,3,7,1,All
Matt Wolfe,,,,,,,,,,,,5,235,236,7,10,6,3,4,0,All
Dan Tinney,,,,,,,,,,,,,3,225,1,3,3,2,3,0,All
Bill Heeney,,,,,,,,,,,,,,1,4,3,8,1,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,4,14,7,7,5,1,All
Maj Toure,,,,,,,,,,,,,,,,4,15,14,10,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,38,8,3,All
Clarc King,,,,,,,,,,,,,,,,,,1,10,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"7,694",7,"7,131","6,954","6,832","6,718","6,710","1,230",868,621,362,308,303,273,115,103,101,70,36,16,All
,Register Of Wills,,Council At Large,,,,,,,,,,,,,,,,,,1
,Tracey Gordon,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Write-In,Nicolas O'Rourke,Al Taubenberger,Joe Cox,Sherrie Cohen,Bill Heeney,Clarc King,Dan Tinney,Maj Toure,Matt Wolfe,Steve Cherniavsky,1
Tracey Gordon,1,0,98,95,96,92,91,7,5,0,3,1,1,2,0,0,0,1,0,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,1,94,91,89,90,5,3,0,2,1,1,1,0,0,0,0,0,0,1
Derek S Green,,,,0,90,88,90,5,2,0,3,1,1,1,0,1,0,0,0,0,1
Helen Gym,,,,,0,89,90,3,3,0,1,0,1,1,0,0,0,0,0,0,1
Allan Domb,,,,,,1,88,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,0,2,0,4,1,2,2,0,1,0,0,0,0,1
David Oh,,,,,,,,,0,0,1,1,1,0,1,0,1,1,1,0,1
