col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Tracey Gordon,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Tracey Gordon,"8,869",3,"213,989","209,073","207,020","203,867","204,385","202,307","198,543",293,All
Write-In,,70,142,127,143,142,129,127,100,311,All
Tiffany Palmer,,,"1,473","211,451","210,841","206,918","207,098","204,586","200,383",186,All
Jennifer Schultz,,,,855,"207,440","203,752","205,332","204,014","198,052",155,All
Anthony Kyriakakis,,,,,678,"206,637","203,031","203,064","194,907",152,All
James C Crumlish,,,,,,943,"202,966","203,223","194,884",153,All
Carmella Jacquinto,,,,,,,733,"202,880","197,832",133,All
Joshua Roberts,,,,,,,,477,"195,658",139,All
Crystal B Powell,,,,,,,,,635,119,All
Write-In,,,,,,,,,,42,All
Total,"234,298",317,"225,880","218,930","217,072","213,476","213,042","210,244","206,003",779,All
