col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 2nd District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Michael Bradley,Kenyatta Johnson,Write-In,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Joshua Roberts,Crystal B Powell,Write-In,All
Michael Bradley,284,0,0,33,33,28,28,29,24,25,0,All
Kenyatta Johnson,,23,0,123,119,122,122,119,118,112,0,All
Write-In,,,0,0,0,0,0,0,0,0,0,All
Carmella Jacquinto,,,,3,141,141,136,140,137,137,0,All
Jennifer Schultz,,,,,0,144,136,142,136,136,0,All
Anthony Kyriakakis,,,,,,1,140,144,137,134,0,All
James C Crumlish,,,,,,,0,139,138,132,0,All
Tiffany Palmer,,,,,,,,1,136,133,0,All
Joshua Roberts,,,,,,,,,0,133,0,All
Crystal B Powell,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,0,All
Total,340,162,0,165,159,158,155,155,145,142,0,All
,District Council 2nd District,,,Judge Of The Court Of Common Pleas,,,,,,,,14
,Michael Bradley,Kenyatta Johnson,Write-In,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,14
Michael Bradley,91,0,0,8,7,8,4,5,4,4,0,14
Kenyatta Johnson,,3,0,35,34,34,35,34,34,33,0,14
Write-In,,,0,0,0,0,0,0,0,0,0,14
Jennifer Schultz,,,,0,39,40,38,36,37,37,0,14
Anthony Kyriakakis,,,,,0,39,38,37,38,37,0,14
Tiffany Palmer,,,,,,0,38,36,37,37,0,14
Carmella Jacquinto,,,,,,,2,36,37,37,0,14
James C Crumlish,,,,,,,,0,35,34,0,14
Joshua Roberts,,,,,,,,,0,36,0,14
Crystal B Powell,,,,,,,,,,0,0,14
Write-In,,,,,,,,,,,0,14
Total,103,40,0,43,42,42,41,40,38,37,0,14
,District Council 2nd District,,,Judge Of The Court Of Common Pleas,,,,,,,,36
,Michael Bradley,Kenyatta Johnson,Write-In,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,Tiffany Palmer,Joshua Roberts,Crystal B Powell,Write-In,36
Michael Bradley,99,0,0,11,11,11,9,8,7,8,0,36
Kenyatta Johnson,,9,0,47,43,43,44,45,44,40,0,36
Write-In,,,0,0,0,0,0,0,0,0,0,36
James C Crumlish,,,,0,51,49,52,51,53,49,0,36
Jennifer Schultz,,,,,0,50,50,50,49,49,0,36
Carmella Jacquinto,,,,,,0,50,49,49,49,0,36
Anthony Kyriakakis,,,,,,,0,52,48,48,0,36
Tiffany Palmer,,,,,,,,0,49,47,0,36
Joshua Roberts,,,,,,,,,0,49,0,36
Crystal B Powell,,,,,,,,,,1,0,36
Write-In,,,,,,,,,,,0,36
Total,117,61,0,60,58,57,56,56,53,51,0,36
,District Council 2nd District,,,Judge Of The Court Of Common Pleas,,,,,,,,41
,Michael Bradley,Kenyatta Johnson,Write-In,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Crystal B Powell,Joshua Roberts,Write-In,41
Michael Bradley,94,0,0,18,12,14,13,12,13,13,0,41
Kenyatta Johnson,,11,0,45,44,41,40,41,39,40,0,41
Write-In,,,0,0,0,0,0,0,0,0,0,41
Carmella Jacquinto,,,,1,53,53,53,51,51,51,0,41
Anthony Kyriakakis,,,,,1,55,53,51,49,51,0,41
Jennifer Schultz,,,,,,0,52,49,50,50,0,41
Tiffany Palmer,,,,,,,1,52,49,50,0,41
James C Crumlish,,,,,,,,0,49,50,0,41
Crystal B Powell,,,,,,,,,0,48,0,41
Joshua Roberts,,,,,,,,,,0,0,41
Write-In,,,,,,,,,,,0,41
Total,120,61,0,67,60,58,57,55,54,54,0,41
