col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 5th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Maj Toure,Sherrie Cohen,Dan Tinney,Matt Wolfe,Al Taubenberger,Bill Heeney,Steve Cherniavsky,Clarc King,Write-In,All
Darrell L Clarke,13,0,"1,006","1,007",980,947,918,232,165,36,45,35,31,12,9,8,5,11,11,9,All
Write-In,,2,45,39,36,33,32,25,19,8,9,3,4,3,4,4,4,0,2,0,All
Helen Gym,,,2,971,951,935,915,201,144,30,40,17,30,7,9,8,0,8,4,2,All
Isaiah Thomas,,,,4,976,936,904,162,117,21,19,21,13,4,3,2,0,7,8,2,All
Derek S Green,,,,,1,924,901,135,85,24,21,18,16,7,4,3,2,4,8,2,All
Katherine Gilmore Richardson,,,,,,4,878,138,92,10,13,9,13,5,2,2,0,4,3,3,All
Allan Domb,,,,,,,0,76,37,26,17,9,9,6,8,5,2,7,6,2,All
Kendra Brooks,,,,,,,,2,214,13,46,20,34,3,4,1,1,11,4,3,All
Nicolas O'Rourke,,,,,,,,,0,5,32,13,23,0,1,1,1,6,3,1,All
David Oh,,,,,,,,,,0,5,9,4,25,29,33,25,0,3,1,All
Joe Cox,,,,,,,,,,,0,12,10,2,2,2,1,4,9,0,All
Maj Toure,,,,,,,,,,,,4,4,3,4,4,2,5,5,1,All
Sherrie Cohen,,,,,,,,,,,,,1,1,2,1,0,0,0,1,All
Dan Tinney,,,,,,,,,,,,,,1,26,24,25,1,0,1,All
Matt Wolfe,,,,,,,,,,,,,,,1,26,26,2,0,0,All
Al Taubenberger,,,,,,,,,,,,,,,,0,25,2,0,0,All
Bill Heeney,,,,,,,,,,,,,,,,,1,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,1,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,182",63,"1,099","1,086","1,046","1,009",975,302,218,71,62,50,43,39,39,36,29,16,15,13,All
,District Council 5th District,,Council At Large,,,,,,,,,,,,,,,,,,1
,Darrell L Clarke,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Maj Toure,Al Taubenberger,Matt Wolfe,Sherrie Cohen,Bill Heeney,Dan Tinney,Steve Cherniavsky,Clarc King,Write-In,1
Darrell L Clarke,0,0,118,107,107,96,87,44,33,4,8,10,1,0,4,0,0,4,2,0,1
Write-In,,0,4,0,0,2,2,4,4,3,4,1,3,2,1,3,2,0,0,0,1
Helen Gym,,,0,104,103,97,88,45,34,8,9,4,5,2,8,0,1,2,0,0,1
