col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 7th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Helen Gym,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Maria Quiñones Sánchez,20,0,"1,785","1,758","1,745","1,745","1,737",133,69,77,59,53,132,83,20,22,17,9,8,2,All
Write-In,,0,0,1,2,1,0,2,4,3,3,3,0,0,0,1,0,1,0,4,All
Isaiah Thomas,,,12,"1,741","1,691","1,719","1,694",48,19,26,13,10,78,46,10,7,11,4,2,0,All
Derek S Green,,,,5,"1,684","1,711","1,687",46,14,24,20,13,65,41,7,9,6,1,1,0,All
Allan Domb,,,,,5,"1,676","1,690",78,38,37,31,24,39,19,7,7,6,3,2,2,All
Katherine Gilmore Richardson,,,,,,3,"1,688",31,20,29,16,18,65,38,6,9,8,4,1,0,All
Helen Gym,,,,,,,1,57,16,29,12,14,54,29,10,7,9,2,1,0,All
David Oh,,,,,,,,10,317,315,293,288,19,10,10,8,10,3,3,2,All
Bill Heeney,,,,,,,,,13,304,296,295,7,3,11,6,5,5,2,4,All
Al Taubenberger,,,,,,,,,,2,297,285,7,5,8,5,5,0,1,2,All
Dan Tinney,,,,,,,,,,,1,289,12,7,6,7,1,1,1,2,All
Matt Wolfe,,,,,,,,,,,,1,7,1,10,6,0,5,1,0,All
Kendra Brooks,,,,,,,,,,,,,4,88,15,13,14,5,6,2,All
Nicolas O'Rourke,,,,,,,,,,,,,,0,3,11,6,3,4,1,All
Maj Toure,,,,,,,,,,,,,,,0,7,4,3,6,0,All
Joe Cox,,,,,,,,,,,,,,,,0,1,10,4,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,1,4,1,All
Clarc King,,,,,,,,,,,,,,,,,,1,3,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,034",5,"1,852","1,811","1,810","1,794","1,784",437,379,367,345,330,164,103,34,33,27,18,11,8,All
,District Council 7th District,,Council At Large,,,,,,,,,,,,,,,,,,1
,Maria Quiñones Sánchez,Write-In,Allan Domb,Derek S Green,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,David Oh,Bill Heeney,Dan Tinney,Al Taubenberger,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Clarc King,Steve Cherniavsky,Joe Cox,Maj Toure,Sherrie Cohen,Write-In,1
Maria Quiñones Sánchez,0,0,88,87,85,85,83,7,2,2,1,1,6,2,1,1,0,0,0,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,0,83,82,80,79,7,3,1,2,0,2,1,0,1,0,0,0,0,1
Derek S Green,,,,0,83,83,84,3,0,1,1,1,4,1,0,0,0,0,0,0,1
Helen Gym,,,,,0,81,81,4,0,1,1,1,3,0,1,0,0,0,0,0,1
