col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,13,"6,252",287,139,1,"6,452","5,568","5,270","5,424","5,394","2,760","1,916",569,339,287,176,118,478,385,170,154,92,18,All
Amanda Green-Hawkins,,10,65,72,0,"5,759","5,136","4,687","4,873","4,947","2,381","1,713",405,218,169,114,75,404,333,129,100,98,22,All
Megan Mccarthy King,,,0,887,0,303,198,422,235,163,145,89,867,806,753,811,718,51,71,101,71,25,6,All
Christylee Peck,,,,2,0,209,155,317,159,111,113,64,781,743,704,764,685,61,63,95,66,28,5,All
Write-In,,,,,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,7,"5,423","5,148","5,159","5,173","2,443","1,612",440,220,229,76,41,407,287,117,99,50,19,All
Katherine Gilmore Richardson,,,,,,,1,"4,548","4,821","4,880","1,697","1,063",179,141,198,61,45,240,137,81,50,43,7,All
Allan Domb,,,,,,,,26,"4,492","4,325","1,137",606,582,360,346,233,146,182,134,84,88,31,7,All
Derek S Green,,,,,,,,,0,"4,831","1,385",850,285,169,81,73,21,237,179,90,74,34,10,All
Isaiah Thomas,,,,,,,,,,5,"1,471","1,023",197,97,61,31,25,193,148,81,46,40,7,All
Kendra Brooks,,,,,,,,,,,0,"2,087",145,43,147,26,20,352,263,87,93,47,11,All
Nicolas O'Rourke,,,,,,,,,,,,1,86,15,19,18,14,173,176,29,63,33,3,All
David Oh,,,,,,,,,,,,,168,867,739,820,740,55,51,80,43,22,3,All
Al Taubenberger,,,,,,,,,,,,,,2,746,768,709,36,21,54,34,4,4,All
Dan Tinney,,,,,,,,,,,,,,,1,726,695,16,20,33,33,6,0,All
Matt Wolfe,,,,,,,,,,,,,,,,3,764,22,30,61,32,13,0,All
Bill Heeney,,,,,,,,,,,,,,,,,0,10,20,40,16,12,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,83,47,47,19,1,All
Joe Cox,,,,,,,,,,,,,,,,,,,1,63,69,78,2,All
Maj Toure,,,,,,,,,,,,,,,,,,,,4,45,28,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,21,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"7,580","6,736","1,292","1,125",8,"7,079","6,052","5,965","5,833","5,780","3,118","2,154","1,643","1,154","1,068","1,009",855,571,472,283,228,130,41,All
