col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,All
Omar Sabir,20,"1,849",5,0,"1,840","1,822","1,821","1,816","1,813","1,802","1,807",1,All
Lisa Deeley,,24,11,0,"1,824","1,806","1,803","1,804","1,794","1,787","1,791",1,All
Al Schmidt,,,53,0,25,21,20,22,20,21,19,0,All
Write-In,,,,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,,,10,"1,838","1,833","1,825","1,821","1,819","1,816",0,All
Jennifer Schultz,,,,,,5,"1,826","1,816","1,821","1,819","1,814",0,All
Crystal B Powell,,,,,,,2,"1,822","1,818","1,804","1,814",1,All
Carmella Jacquinto,,,,,,,,1,"1,817","1,807","1,820",0,All
Joshua Roberts,,,,,,,,,5,"1,815","1,819",1,All
Anthony Kyriakakis,,,,,,,,,,3,"1,811",0,All
James C Crumlish,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,0,All
Total,"1,943","1,925",87,0,"1,905","1,878","1,867","1,861","1,850","1,842","1,839",1,All
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Tiffany Palmer,Crystal B Powell,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Write-In,1
Omar Sabir,3,82,1,0,84,79,80,78,78,78,76,0,1
Lisa Deeley,,1,0,0,82,77,78,77,75,75,74,0,1
Al Schmidt,,,1,0,1,1,0,0,1,0,0,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,1,81,81,79,78,78,76,0,1
Crystal B Powell,,,,,,1,78,78,78,78,74,0,1
Jennifer Schultz,,,,,,,0,78,76,77,76,0,1
Joshua Roberts,,,,,,,,1,77,77,75,0,1
Carmella Jacquinto,,,,,,,,,0,76,74,0,1
James C Crumlish,,,,,,,,,,0,74,0,1
Anthony Kyriakakis,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,0,1
Total,90,85,2,0,87,82,81,80,79,78,76,0,1
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jennifer Schultz,Carmella Jacquinto,Crystal B Powell,Tiffany Palmer,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,2
Omar Sabir,0,118,1,0,116,115,115,114,114,112,113,0,2
Lisa Deeley,,0,1,0,116,116,113,113,113,113,113,0,2
Al Schmidt,,,6,0,2,3,2,3,2,2,2,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,0,116,118,116,115,114,115,0,2
Carmella Jacquinto,,,,,,0,116,116,115,115,115,0,2
Crystal B Powell,,,,,,,0,116,116,114,115,0,2
Tiffany Palmer,,,,,,,,0,116,114,114,0,2
Joshua Roberts,,,,,,,,,0,114,116,0,2
Anthony Kyriakakis,,,,,,,,,,1,114,0,2
James C Crumlish,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,0,2
Total,124,123,9,0,123,120,120,119,118,116,116,0,2
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Carmella Jacquinto,Tiffany Palmer,Jennifer Schultz,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Crystal B Powell,Write-In,3
Lisa Deeley,1,55,0,0,53,55,52,52,52,51,51,0,3
