col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,David Oh,Nicolas O'Rourke,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Sherrie Cohen,Maj Toure,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,28,"3,875",32,25,1,"3,935","3,798","3,757","3,697","3,662",429,197,267,52,42,34,28,64,50,49,23,9,2,All
Daniel D Mccaffery,,16,39,13,0,"3,731","3,633","3,598","3,529","3,543",388,183,248,65,53,44,34,59,49,48,15,14,2,All
Megan Mccarthy King,,,4,177,0,67,64,55,55,63,29,189,10,162,161,151,156,15,10,10,2,7,0,All
Christylee Peck,,,,1,0,34,34,31,28,31,18,167,6,159,158,147,150,5,8,8,4,3,0,All
Write-In,,,,,0,0,0,1,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,9,"3,837","3,745","3,733","3,663",318,149,182,40,26,20,13,40,40,31,14,4,1,All
Derek S Green,,,,,,,5,"3,674","3,674","3,634",251,129,128,43,21,13,20,26,27,30,10,4,1,All
Helen Gym,,,,,,,,2,"3,604","3,625",243,126,128,39,22,20,14,40,23,23,4,5,1,All
Katherine Gilmore Richardson,,,,,,,,,2,"3,557",210,71,112,38,25,17,15,31,12,20,7,3,1,All
Allan Domb,,,,,,,,,,3,139,138,69,31,34,25,19,20,12,15,4,6,0,All
Kendra Brooks,,,,,,,,,,,1,60,299,11,12,5,4,47,35,35,14,8,0,All
David Oh,,,,,,,,,,,,8,28,191,179,170,166,21,16,17,9,4,0,All
Nicolas O'Rourke,,,,,,,,,,,,,0,4,3,2,1,21,15,17,6,5,0,All
Al Taubenberger,,,,,,,,,,,,,,3,172,168,165,4,5,4,0,4,0,All
Dan Tinney,,,,,,,,,,,,,,,2,169,164,8,5,8,1,5,0,All
Bill Heeney,,,,,,,,,,,,,,,,0,170,4,4,4,2,3,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,4,1,3,4,0,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,6,12,5,7,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,3,9,8,1,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,,0,14,8,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,1,2,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,322","4,091",277,221,2,"4,155","3,998","3,938","3,863","3,850",513,433,317,247,234,210,202,83,71,70,30,20,3,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Helen Gym,Kendra Brooks,David Oh,Nicolas O'Rourke,Joe Cox,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Sherrie Cohen,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,1
