col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,District Council 9th District,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Cherelle L Parker,Write-In,Tiffany Palmer,Crystal B Powell,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,All
Cherelle L Parker,"1,091",0,"24,844","24,284","24,185","24,154","23,937","23,782","23,776",18,All
Write-In,,7,14,12,14,13,12,12,12,17,All
Tiffany Palmer,,,118,"24,367","24,327","24,304","24,072","24,040","23,947",6,All
Crystal B Powell,,,,69,"23,945","24,020","23,832","23,625","23,684",5,All
Jennifer Schultz,,,,,49,"23,976","23,896","23,896","23,748",7,All
Carmella Jacquinto,,,,,,44,"23,905","23,731","23,839",7,All
Joshua Roberts,,,,,,,39,"23,761","23,846",7,All
Anthony Kyriakakis,,,,,,,,22,"23,773",5,All
James C Crumlish,,,,,,,,,33,12,All
Write-In,,,,,,,,,,3,All
Total,"26,909",29,"25,583","24,857","24,782","24,687","24,453","24,329","24,282",39,All
