col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 8th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Greg Paulmier,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Helen Gym,Kendra Brooks,David Oh,Nicolas O'Rourke,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Maj Toure,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Cindy Bass,7,0,0,"1,475","1,446","1,421","1,416","1,414",82,33,50,14,13,10,7,21,8,5,2,2,0,All
Greg Paulmier,,1,0,9,7,7,9,13,10,8,7,2,1,3,2,3,2,5,5,2,0,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,9,"1,443","1,417","1,402","1,408",69,21,41,7,5,3,4,21,5,3,3,1,0,All
Derek S Green,,,,,3,"1,403","1,398","1,398",58,14,35,5,6,1,3,14,5,1,3,1,0,All
Katherine Gilmore Richardson,,,,,,3,"1,376","1,378",38,11,23,6,5,3,1,6,4,2,1,1,0,All
Allan Domb,,,,,,,3,"1,385",36,19,13,4,3,4,3,10,4,4,2,1,0,All
Helen Gym,,,,,,,,0,42,12,24,4,3,3,2,11,4,6,2,1,0,All
Kendra Brooks,,,,,,,,,1,12,57,0,1,4,1,13,3,6,3,3,0,All
David Oh,,,,,,,,,,4,5,35,32,34,31,2,1,3,1,2,0,All
Nicolas O'Rourke,,,,,,,,,,,0,0,0,2,0,6,0,5,3,0,0,All
Bill Heeney,,,,,,,,,,,,0,34,35,35,0,0,0,0,1,0,All
Al Taubenberger,,,,,,,,,,,,,0,33,33,0,0,0,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,0,33,2,0,1,1,0,0,All
Matt Wolfe,,,,,,,,,,,,,,,0,1,0,1,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,0,1,4,2,1,0,All
Joe Cox,,,,,,,,,,,,,,,,,1,2,3,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,1,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,558",22,0,"1,510","1,472","1,446","1,442","1,439",104,75,64,44,42,40,38,29,12,12,7,5,0,All
,District Council 8th District,,,Council At Large,,,,,,,,,,,,,,,,,,4
,Cindy Bass,Greg Paulmier,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Helen Gym,Kendra Brooks,David Oh,Maj Toure,Nicolas O'Rourke,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Clarc King,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,4
Cindy Bass,0,0,0,116,115,112,111,110,4,4,4,1,3,3,2,2,0,0,0,0,0,4
Greg Paulmier,,0,0,1,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isaiah Thomas,,,,0,113,111,113,110,4,3,4,1,1,1,1,1,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,0,112,112,111,3,1,3,1,1,1,0,0,0,0,0,0,0,4
Allan Domb,,,,,,0,110,109,3,1,1,1,0,1,0,0,0,0,0,0,0,4
Derek S Green,,,,,,,0,109,3,1,2,2,1,0,1,1,1,0,0,0,0,4
Helen Gym,,,,,,,,0,2,1,0,0,0,1,0,0,0,0,0,0,0,4
Kendra Brooks,,,,,,,,,0,2,2,4,0,2,0,0,1,0,0,0,0,4
David Oh,,,,,,,,,,0,1,1,2,3,2,2,1,0,0,0,0,4
Maj Toure,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,0,2,3,3,0,0,0,0,0,4
Dan Tinney,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,4
