col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 1st District,,,Judge Of The Superior Court,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Mark F Squilla,74,0,0,"1,218","1,107",139,105,1,All
Daniel Orsino,,26,0,63,31,545,515,0,All
Write-In,,,0,2,2,1,0,0,All
Daniel D Mccaffery,,,,35,"1,077",77,29,0,All
Amanda Green-Hawkins,,,,,12,14,18,1,All
Megan Mccarthy King,,,,,,18,601,0,All
Christylee Peck,,,,,,,7,0,All
Write-In,,,,,,,,0,All
Total,"1,462",627,3,"1,358","1,187",747,668,1,All
,District Council 1st District,,,Judge Of The Superior Court,,,,,1
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,1
Mark F Squilla,7,0,0,56,13,11,36,1,1
Daniel Orsino,,1,0,7,38,35,3,0,1
Write-In,,,0,1,0,0,0,0,1
Daniel D Mccaffery,,,,0,6,4,38,0,1
Megan Mccarthy King,,,,,0,44,0,0,1
Christylee Peck,,,,,,1,1,0,1
Amanda Green-Hawkins,,,,,,,0,1,1
Write-In,,,,,,,,0,1
Total,73,46,1,67,54,50,40,1,1
,Judge Of The Superior Court,,,,,District Council 1st District,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Mark F Squilla,Daniel Orsino,Write-In,2
Daniel D Mccaffery,4,45,3,0,0,47,1,0,2
Amanda Green-Hawkins,,0,2,0,0,45,0,1,2
Megan Mccarthy King,,,0,10,0,2,9,1,2
Christylee Peck,,,,0,0,0,7,0,2
Write-In,,,,,0,0,0,0,2
Mark F Squilla,,,,,,3,0,0,2
Daniel Orsino,,,,,,,0,0,2
Write-In,,,,,,,,0,2
Total,55,48,16,10,0,52,9,1,2
,District Council 1st District,,,Judge Of The Superior Court,,,,,3
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,3
Mark F Squilla,7,0,0,94,77,11,8,0,3
Daniel Orsino,,1,0,6,5,55,51,0,3
Write-In,,,0,0,0,0,0,0,3
Daniel D Mccaffery,,,,1,74,6,2,0,3
Amanda Green-Hawkins,,,,,1,2,0,0,3
Megan Mccarthy King,,,,,,2,57,0,3
Christylee Peck,,,,,,,0,0,3
Write-In,,,,,,,,0,3
Total,117,62,0,103,85,71,62,0,3
,District Council 1st District,,,Judge Of The Superior Court,,,,,4
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,4
Mark F Squilla,6,0,0,81,71,22,15,0,4
Daniel Orsino,,2,0,5,3,39,38,0,4
Write-In,,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,,0,74,8,3,0,4
Amanda Green-Hawkins,,,,,0,2,1,0,4
Megan Mccarthy King,,,,,,2,56,0,4
Christylee Peck,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,104,46,0,90,79,70,61,0,4
,District Council 1st District,,,Judge Of The Superior Court,,,,,5
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,5
Mark F Squilla,6,0,0,80,74,9,6,0,5
Daniel Orsino,,2,0,2,1,57,55,0,5
Write-In,,,0,1,1,0,0,0,5
Daniel D Mccaffery,,,,5,72,4,1,0,5
Amanda Green-Hawkins,,,,,1,0,2,0,5
Megan Mccarthy King,,,,,,4,61,0,5
Christylee Peck,,,,,,,1,0,5
Write-In,,,,,,,,0,5
Total,99,62,1,91,81,74,67,0,5
,District Council 1st District,,,Judge Of The Superior Court,,,,,6
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,6
Mark F Squilla,8,0,0,67,64,16,12,0,6
Daniel Orsino,,1,0,3,0,44,40,0,6
Write-In,,,0,0,0,0,0,0,6
Daniel D Mccaffery,,,,4,60,10,2,0,6
Amanda Green-Hawkins,,,,,3,1,2,0,6
Megan Mccarthy King,,,,,,0,50,0,6
Christylee Peck,,,,,,,2,0,6
Write-In,,,,,,,,0,6
Total,92,45,0,79,70,64,56,0,6
,District Council 1st District,,,Judge Of The Superior Court,,,,,7
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,7
Mark F Squilla,4,0,0,63,9,4,49,0,7
Daniel Orsino,,1,0,4,56,54,4,0,7
Write-In,,,0,0,0,0,0,0,7
Daniel D Mccaffery,,,,2,3,1,51,0,7
Megan Mccarthy King,,,,,2,63,1,0,7
Christylee Peck,,,,,,0,0,0,7
Amanda Green-Hawkins,,,,,,,1,0,7
Write-In,,,,,,,,0,7
Total,76,61,0,72,72,64,56,0,7
,District Council 1st District,,,Judge Of The Superior Court,,,,,8
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,8
Mark F Squilla,10,0,0,77,68,9,6,0,8
Daniel Orsino,,1,0,5,0,35,31,0,8
Write-In,,,0,0,0,0,0,0,8
Daniel D Mccaffery,,,,2,69,6,1,0,8
Amanda Green-Hawkins,,,,,1,1,1,0,8
Megan Mccarthy King,,,,,,1,37,0,8
Christylee Peck,,,,,,,0,0,8
Write-In,,,,,,,,0,8
Total,95,38,0,88,73,47,39,0,8
,District Council 1st District,,,Judge Of The Superior Court,,,,,9
,Mark F Squilla,Daniel Orsino,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,9
Mark F Squilla,1,0,0,45,47,0,1,0,9
Daniel Orsino,,1,0,2,0,10,7,0,9
Write-In,,,0,0,0,0,0,0,9
Amanda Green-Hawkins,,,,1,44,1,1,0,9
Daniel D Mccaffery,,,,,1,0,0,0,9
Megan Mccarthy King,,,,,,2,7,0,9
Christylee Peck,,,,,,,1,0,9
Write-In,,,,,,,,0,9
Total,50,12,0,49,49,12,9,0,9
,District Council 1st District,,,Judge Of The Superior Court,,,,,10
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,10
Mark F Squilla,1,0,0,70,68,8,6,0,10
Daniel Orsino,,4,0,6,4,35,35,0,10
Write-In,,,0,0,0,0,0,0,10
Daniel D Mccaffery,,,,2,68,2,0,0,10
Amanda Green-Hawkins,,,,,0,1,1,0,10
Megan Mccarthy King,,,,,,1,41,0,10
Christylee Peck,,,,,,,0,0,10
