col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,City Commissioners,,,,District Council 2nd District,,,All
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Lisa Deeley,237,"22,398",940,5,"21,395","1,713",275,All
Omar Sabir,,267,508,16,"21,661","1,248",295,All
Al Schmidt,,,206,12,754,"4,241",53,All
Write-In,,,,31,33,18,16,All
Kenyatta Johnson,,,,,936,7,0,All
Michael Bradley,,,,,,463,0,All
Write-In,,,,,,,26,All
Total,"24,598","24,448","5,388",132,"23,930","6,005",378,All
