col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Daniel D Mccaffery,9,"3,145",108,39,0,"3,007","2,866","2,841","2,835","2,773",741,574,183,97,89,55,56,103,100,54,47,37,6,All
Amanda Green-Hawkins,,7,16,21,1,"2,946","2,869","2,850","2,788","2,725",676,523,133,44,53,24,22,88,85,38,46,23,2,All
Megan Mccarthy King,,,2,228,0,98,74,64,86,108,50,32,222,228,208,214,202,13,19,30,6,20,5,All
Christylee Peck,,,,0,0,54,41,40,49,74,32,16,214,202,191,192,181,10,16,30,5,11,1,All
Write-In,,,,,0,0,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,All
Helen Gym,,,,,,0,"2,830","2,821","2,765","2,764",580,413,126,53,52,25,15,88,59,26,9,20,3,All
Katherine Gilmore Richardson,,,,,,,1,"2,765","2,734","2,671",461,314,72,32,44,21,20,50,35,23,34,10,1,All
Isaiah Thomas,,,,,,,,3,"2,774","2,625",420,326,80,18,23,11,10,35,38,21,3,10,3,All
Derek S Green,,,,,,,,,2,"2,670",369,245,110,42,33,20,13,42,51,19,5,14,2,All
Allan Domb,,,,,,,,,,7,296,180,163,90,84,43,39,25,30,16,32,18,7,All
Kendra Brooks,,,,,,,,,,,1,625,45,14,37,5,5,96,73,32,43,19,2,All
Nicolas O'Rourke,,,,,,,,,,,,0,27,10,11,7,9,56,43,20,39,12,1,All
David Oh,,,,,,,,,,,,,5,248,216,217,204,13,17,19,4,14,2,All
Al Taubenberger,,,,,,,,,,,,,,0,227,227,221,3,7,13,2,11,1,All
Dan Tinney,,,,,,,,,,,,,,,0,214,208,5,13,13,0,8,0,All
Matt Wolfe,,,,,,,,,,,,,,,,1,215,5,5,15,1,3,0,All
Bill Heeney,,,,,,,,,,,,,,,,,0,1,6,11,1,4,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,35,17,7,14,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,25,24,25,1,All
Maj Toure,,,,,,,,,,,,,,,,,,,,4,8,17,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,0,7,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,489","3,368",380,308,3,"3,261","3,092","3,067","3,046","3,034",869,651,445,331,317,276,263,132,130,91,58,57,10,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Clarc King,David Oh,Bill Heeney,Joe Cox,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Dan Tinney,Maj Toure,Steve Cherniavsky,Write-In,1
Amanda Green-Hawkins,1,110,1,0,0,103,103,82,80,80,31,29,26,1,0,0,0,1,0,0,0,0,0,1
Daniel D Mccaffery,,0,1,0,0,103,103,81,80,79,30,29,26,0,0,0,0,0,0,0,0,0,0,1
Megan Mccarthy King,,,0,2,0,2,2,2,2,2,0,0,0,2,2,1,2,1,1,1,0,0,0,1
Christylee Peck,,,,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,,0,104,78,78,77,29,28,26,0,0,1,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,0,78,78,77,27,26,25,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,,0,78,80,4,2,1,1,0,0,0,1,0,0,0,0,0,1
Helen Gym,,,,,,,,,0,78,2,2,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,,,0,31,27,1,0,1,0,1,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,27,0,0,1,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,,0,2,1,2,2,1,1,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,0,1,2,1,1,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,113,111,4,2,0,106,104,83,81,81,33,31,27,3,2,2,2,2,1,1,0,0,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Nicolas O'Rourke,Bill Heeney,Al Taubenberger,Maj Toure,Matt Wolfe,Sherrie Cohen,Dan Tinney,Clarc King,Joe Cox,Steve Cherniavsky,Write-In,2
Amanda Green-Hawkins,2,191,0,1,0,188,187,187,185,183,9,5,5,3,1,1,1,1,0,0,0,0,0,2
Daniel D Mccaffery,,1,1,0,0,186,185,187,185,181,7,4,4,1,0,1,0,1,0,0,0,0,0,2
Megan Mccarthy King,,,0,1,0,2,3,2,2,2,0,1,0,1,1,0,1,0,1,0,0,0,0,2
Christylee Peck,,,,0,0,1,0,0,0,1,0,2,0,2,1,0,2,0,1,0,0,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,1,189,189,190,188,4,4,1,2,1,0,1,2,0,0,0,0,0,2
Helen Gym,,,,,,,0,188,187,186,4,3,2,1,1,1,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,,,,,0,189,186,4,4,2,1,0,1,0,2,0,0,0,0,0,2
Derek S Green,,,,,,,,,0,185,2,3,0,0,0,0,0,2,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,,,0,1,3,1,2,1,0,1,1,0,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,0,0,5,0,0,1,0,1,0,0,0,0,0,2
David Oh,,,,,,,,,,,,0,0,2,1,0,2,0,1,0,0,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,0,2,0,2,0,1,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,200,194,4,2,0,196,194,194,192,190,9,6,5,4,2,2,2,2,1,0,0,0,0,2
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,3
,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Helen Gym,David Oh,Kendra Brooks,Al Taubenberger,Nicolas O'Rourke,Dan Tinney,Matt Wolfe,Sherrie Cohen,Bill Heeney,Maj Toure,Clarc King,Joe Cox,Steve Cherniavsky,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,3
Isaiah Thomas,0,203,206,201,200,3,3,1,2,1,0,1,0,1,0,0,0,0,201,198,5,0,0,3
Katherine Gilmore Richardson,,1,202,197,198,1,3,1,3,1,0,1,0,0,0,0,0,0,198,195,5,0,0,3
Derek S Green,,,0,201,200,3,3,1,2,1,0,1,0,1,0,0,0,0,199,196,4,0,0,3
Allan Domb,,,,1,199,4,1,1,0,0,1,1,0,1,0,0,0,0,198,192,4,1,0,3
Helen Gym,,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,196,193,5,0,0,3
David Oh,,,,,,0,1,2,0,1,2,1,1,0,0,0,0,0,5,4,1,2,0,3
Kendra Brooks,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3
Al Taubenberger,,,,,,,,0,0,2,2,1,1,0,0,0,0,0,1,0,1,2,0,3
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
Dan Tinney,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3
Matt Wolfe,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,1,2,0,3
Sherrie Cohen,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,0,3
Bill Heeney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,3
Maj Toure,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,3
Clarc King,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,1,199,3,1,0,3
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,1,0,0,3
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,210,208,207,204,203,6,5,3,3,2,2,2,1,1,0,0,0,0,209,206,6,2,0,3
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,4
,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,Nicolas O'Rourke,Dan Tinney,David Oh,Al Taubenberger,Bill Heeney,Joe Cox,Maj Toure,Matt Wolfe,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,4
Isaiah Thomas,1,132,133,132,123,1,0,1,1,0,0,1,1,0,0,0,0,0,130,130,2,0,0,4
Allan Domb,,0,132,132,124,1,1,0,0,0,0,0,1,0,0,0,0,0,130,129,2,0,0,4
Derek S Green,,,0,132,123,0,0,0,0,0,0,0,1,0,0,0,0,0,130,129,2,0,0,4
Katherine Gilmore Richardson,,,,0,123,0,0,0,0,0,0,0,1,0,0,0,0,0,129,128,2,0,0,4
Helen Gym,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,121,120,2,0,0,4
Kendra Brooks,,,,,,0,3,1,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,4
Nicolas O'Rourke,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
Dan Tinney,,,,,,,,0,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,4
David Oh,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,4
Al Taubenberger,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4
Bill Heeney,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,4
Joe Cox,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,4
Maj Toure,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,4
Clarc King,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,0,130,0,1,0,4
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,135,133,133,132,124,4,3,2,2,1,1,1,1,1,0,0,0,0,133,132,2,2,0,4
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Maj Toure,Steve Cherniavsky,Al Taubenberger,Bill Heeney,Clarc King,Dan Tinney,Matt Wolfe,Sherrie Cohen,Write-In,5
Amanda Green-Hawkins,0,122,1,0,0,130,132,130,128,125,4,2,1,0,0,1,0,0,0,0,0,0,0,5
Daniel D Mccaffery,,1,0,0,0,121,120,121,120,119,2,0,1,0,0,1,0,0,0,0,0,0,0,5
Christylee Peck,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Megan Mccarthy King,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
