col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Sheriff,,Judge Of The Superior Court,,,,,All
,Rochelle Bilal,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Rochelle Bilal,"5,902",0,"208,069","205,459","10,116","6,946",50,All
Write-In,,35,230,160,220,190,30,All
Daniel D Mccaffery,,,"6,365","199,950","6,815","2,927",12,All
Amanda Green-Hawkins,,,,"3,783","1,791","1,614",15,All
Megan Mccarthy King,,,,,"2,383","35,474",3,All
Christylee Peck,,,,,,986,3,All
Write-In,,,,,,,8,All
Total,"232,076",482,"225,813","217,982","47,276","41,373",109,All
