col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 5th District,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Darrell L Clarke,Write-In,All
Tiffany Palmer,118,"26,405","26,318","25,943","25,742","25,469","24,659",23,"25,754",227,All
Anthony Kyriakakis,,57,"25,856","25,895","25,310","25,305","24,098",30,"25,057",203,All
Jennifer Schultz,,,57,"25,414","25,567","25,387","24,429",17,"25,154",198,All
James C Crumlish,,,,48,"25,284","25,285","24,081",29,"24,812",188,All
Carmella Jacquinto,,,,,35,"25,258","24,404",24,"24,783",185,All
Joshua Roberts,,,,,,33,"24,143",23,"24,529",178,All
Crystal B Powell,,,,,,,44,13,"23,913",165,All
Write-In,,,,,,,,3,17,9,All
Darrell L Clarke,,,,,,,,,"1,043",0,All
Write-In,,,,,,,,,,48,All
Total,"27,774","26,881","26,861","26,370","26,178","25,854","25,038",100,"27,769",302,All
