col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 1st District,,,Sheriff,,All
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,All
Mark F Squilla,85,0,0,706,0,All
Daniel Orsino,,336,0,34,0,All
Write-In,,,0,0,0,All
Rochelle Bilal,,,,19,0,All
Write-In,,,,,1,All
Total,791,370,0,759,1,All
,District Council 1st District,,,Sheriff,,7
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,7
Mark F Squilla,11,0,0,50,0,7
Daniel Orsino,,46,0,6,0,7
Write-In,,,0,0,0,7
Rochelle Bilal,,,,4,0,7
Write-In,,,,,0,7
Total,61,52,0,60,0,7
,District Council 1st District,,,Sheriff,,8
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,8
Mark F Squilla,3,0,0,59,0,8
Daniel Orsino,,17,0,1,0,8
Write-In,,,0,0,0,8
Rochelle Bilal,,,,0,0,8
Write-In,,,,,0,8
Total,62,18,0,60,0,8
,Sheriff,,District Council 1st District,,,9
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,9
Rochelle Bilal,0,0,24,2,0,9
Write-In,,1,0,0,0,9
Mark F Squilla,,,0,0,0,9
Daniel Orsino,,,,10,0,9
Write-In,,,,,0,9
Total,26,1,24,12,0,9
,Sheriff,,District Council 1st District,,,10
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,10
Rochelle Bilal,1,0,40,0,0,10
Write-In,,0,0,0,0,10
Mark F Squilla,,,0,0,0,10
Daniel Orsino,,,,9,0,10
Write-In,,,,,0,10
Total,41,0,40,9,0,10
,District Council 1st District,,,Sheriff,,11
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,11
Mark F Squilla,1,0,0,62,0,11
Daniel Orsino,,14,0,0,0,11
Write-In,,,0,0,0,11
Rochelle Bilal,,,,0,0,11
Write-In,,,,,0,11
Total,63,14,0,62,0,11
,Sheriff,,District Council 1st District,,,13
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,13
Rochelle Bilal,2,0,64,2,0,13
Write-In,,0,0,0,0,13
Mark F Squilla,,,1,0,0,13
Daniel Orsino,,,,13,0,13
Write-In,,,,,0,13
Total,68,0,65,15,0,13
,Sheriff,,District Council 1st District,,,14
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,14
Rochelle Bilal,0,0,19,1,0,14
Write-In,,0,0,0,0,14
Mark F Squilla,,,0,0,0,14
Daniel Orsino,,,,11,0,14
Write-In,,,,,0,14
Total,20,0,19,12,0,14
,District Council 1st District,,,Sheriff,,16
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,16
Mark F Squilla,7,0,0,42,0,16
Daniel Orsino,,4,0,2,0,16
Write-In,,,0,0,0,16
Rochelle Bilal,,,,2,0,16
Write-In,,,,,0,16
Total,49,6,0,46,0,16
,Sheriff,,District Council 1st District,,,17
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,17
Rochelle Bilal,1,0,74,4,0,17
Write-In,,0,0,0,0,17
Mark F Squilla,,,1,0,0,17
Daniel Orsino,,,,12,0,17
Write-In,,,,,0,17
Total,79,0,75,16,0,17
,Sheriff,,District Council 1st District,,,18
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,18
Rochelle Bilal,1,0,35,1,0,18
Write-In,,0,0,0,0,18
Mark F Squilla,,,0,0,0,18
Daniel Orsino,,,,10,0,18
Write-In,,,,,0,18
Total,37,0,35,11,0,18
,District Council 1st District,,,Sheriff,,19
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,19
Mark F Squilla,2,0,0,44,0,19
Daniel Orsino,,8,0,1,0,19
Write-In,,,0,0,0,19
Rochelle Bilal,,,,1,0,19
Write-In,,,,,0,19
Total,46,9,0,46,0,19
,Sheriff,,District Council 1st District,,,21
,Rochelle Bilal,Write-In,Mark F Squilla,Daniel Orsino,Write-In,21
Rochelle Bilal,1,0,40,3,0,21
Write-In,,0,0,0,0,21
Mark F Squilla,,,1,0,0,21
Daniel Orsino,,,,7,0,21
Write-In,,,,,0,21
Total,44,0,41,10,0,21
,District Council 1st District,,,Sheriff,,22
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,22
Mark F Squilla,25,0,0,69,0,22
Daniel Orsino,,72,0,6,0,22
Write-In,,,0,0,0,22
Rochelle Bilal,,,,3,0,22
Write-In,,,,,0,22
Total,94,78,0,78,0,22
,District Council 1st District,,,Sheriff,,24
,Mark F Squilla,Daniel Orsino,Write-In,Rochelle Bilal,Write-In,24
Mark F Squilla,33,0,0,84,0,24
Daniel Orsino,,103,0,5,0,24
Write-In,,,0,0,0,24
Rochelle Bilal,,,,3,0,24
Write-In,,,,,0,24
Total,117,108,0,92,0,24
