col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Rochelle Bilal,7,0,"2,803","2,368","2,361","2,251","1,906","1,449","1,203",255,91,111,110,95,278,193,122,79,50,5,All
Write-In,,0,4,2,2,3,4,6,5,3,2,1,2,2,1,1,0,0,1,2,All
Helen Gym,,,3,"2,214","2,203","2,064","1,825","1,291","1,051",155,20,44,42,30,212,167,70,45,26,5,All
Isaiah Thomas,,,,6,"1,994","1,891","1,627",854,707,82,16,26,20,13,99,62,48,20,15,4,All
Katherine Gilmore Richardson,,,,,5,"1,891","1,596",835,665,57,23,28,42,20,104,75,43,21,22,2,All
Derek S Green,,,,,,3,"1,643",689,520,111,12,38,35,23,104,87,51,29,20,2,All
Allan Domb,,,,,,,14,358,242,161,43,72,80,57,70,32,33,34,11,4,All
Kendra Brooks,,,,,,,,2,"1,316",76,13,17,24,10,219,158,64,47,29,4,All
Nicolas O'Rourke,,,,,,,,,0,56,16,8,14,13,159,97,38,34,21,6,All
David Oh,,,,,,,,,,13,398,416,388,399,39,21,32,26,15,2,All
Bill Heeney,,,,,,,,,,,31,389,387,389,15,6,20,11,4,0,All
Al Taubenberger,,,,,,,,,,,,5,399,381,8,8,20,11,3,1,All
Dan Tinney,,,,,,,,,,,,,3,381,11,6,20,5,2,0,All
Matt Wolfe,,,,,,,,,,,,,,3,11,10,21,14,2,0,All
Joe Cox,,,,,,,,,,,,,,,1,74,55,34,45,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,3,25,21,8,0,All
Maj Toure,,,,,,,,,,,,,,,,,9,22,20,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,1,14,2,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,333",9,"3,001","2,481","2,469","2,350","2,045","1,641","1,362",675,505,503,497,464,338,228,167,101,68,10,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Matt Wolfe,Dan Tinney,Al Taubenberger,Bill Heeney,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,1
Rochelle Bilal,1,0,143,125,126,112,95,76,61,9,10,3,3,2,1,7,3,4,3,0,1
Write-In,,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
Helen Gym,,,0,118,117,102,93,65,50,7,8,1,2,1,0,2,3,1,1,2,1
Isaiah Thomas,,,,0,111,98,88,48,37,3,4,0,0,2,0,2,1,3,0,0,1
Katherine Gilmore Richardson,,,,,0,101,85,47,35,2,5,2,3,2,0,1,2,1,1,0,1
Derek S Green,,,,,,0,80,30,22,3,3,1,0,2,0,2,2,1,0,0,1
Allan Domb,,,,,,,1,16,10,7,3,2,2,1,0,2,0,2,0,2,1
Kendra Brooks,,,,,,,,1,67,3,10,0,1,0,0,5,2,2,3,0,1
Nicolas O'Rourke,,,,,,,,,0,2,7,0,0,0,0,3,2,2,1,0,1
David Oh,,,,,,,,,,0,3,10,8,7,7,3,0,1,1,2,1
Joe Cox,,,,,,,,,,,0,0,0,0,0,4,0,1,3,0,1
Matt Wolfe,,,,,,,,,,,,0,9,8,9,2,1,0,0,0,1
Dan Tinney,,,,,,,,,,,,,0,7,7,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,0,8,1,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,0,0,2,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,169,2,151,131,131,114,103,85,67,21,13,12,11,10,9,8,4,4,3,2,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Al Taubenberger,Bill Heeney,Matt Wolfe,Joe Cox,Sherrie Cohen,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,2
Rochelle Bilal,0,0,131,118,114,114,87,71,57,16,10,7,6,6,12,11,5,6,5,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,0,108,103,102,89,64,47,11,4,3,1,2,6,9,1,2,1,0,2
Isaiah Thomas,,,,1,98,95,81,46,34,4,2,1,1,2,4,4,1,1,0,0,2
Katherine Gilmore Richardson,,,,,0,94,72,45,36,3,3,0,0,0,7,4,4,2,2,0,2
Derek S Green,,,,,,0,78,38,24,6,3,2,0,2,6,7,2,2,1,0,2
Allan Domb,,,,,,,1,17,11,14,6,7,3,6,1,2,1,2,0,0,2
Kendra Brooks,,,,,,,,0,61,4,3,0,1,1,7,10,3,2,3,0,2
Nicolas O'Rourke,,,,,,,,,0,3,3,0,1,1,6,6,3,1,3,0,2
David Oh,,,,,,,,,,1,22,23,21,21,3,3,1,3,1,0,2
Dan Tinney,,,,,,,,,,,0,22,19,21,0,0,0,2,0,0,2
Al Taubenberger,,,,,,,,,,,,0,18,20,0,0,1,1,0,0,2
Bill Heeney,,,,,,,,,,,,,2,18,1,1,0,1,1,0,2
Matt Wolfe,,,,,,,,,,,,,,0,0,2,0,1,0,0,2
Joe Cox,,,,,,,,,,,,,,,0,3,5,2,4,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,0,2
Clarc King,,,,,,,,,,,,,,,,,0,1,2,0,2
Maj Toure,,,,,,,,,,,,,,,,,,0,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,160,0,143,124,119,117,100,80,63,39,28,26,25,25,15,13,7,6,5,0,2
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,3
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Maj Toure,Matt Wolfe,Clarc King,Sherrie Cohen,Write-In,Al Taubenberger,Bill Heeney,Dan Tinney,Steve Cherniavsky,3
Rochelle Bilal,0,0,65,65,64,61,60,10,8,2,2,1,1,0,1,1,0,0,0,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,0,62,63,59,59,7,5,2,1,1,1,0,1,1,0,0,0,0,3
Isaiah Thomas,,,,0,62,59,60,8,7,1,1,0,0,0,1,1,0,0,0,0,3
Derek S Green,,,,,0,60,58,7,6,1,1,1,0,0,0,1,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,0,56,5,4,0,1,0,0,0,0,0,0,0,0,0,3
Allan Domb,,,,,,,0,2,1,1,0,0,0,0,1,1,0,0,0,0,3
Kendra Brooks,,,,,,,,0,9,0,2,1,0,0,1,0,0,0,0,0,3
Nicolas O'Rourke,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,3
