col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 9th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,David Oh,Al Taubenberger,Kendra Brooks,Matt Wolfe,Bill Heeney,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Cherelle L Parker,1,0,805,796,785,775,769,20,8,43,10,7,5,30,8,6,6,3,1,1,All
Write-In,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,All
Isaiah Thomas,,,2,792,781,769,765,10,2,33,1,2,2,20,3,3,3,1,1,1,All
Derek S Green,,,,4,774,765,767,11,4,28,4,1,3,17,5,4,0,1,0,1,All
Katherine Gilmore Richardson,,,,,0,761,760,5,2,26,1,1,2,15,4,1,3,1,0,0,All
Helen Gym,,,,,,1,758,12,4,29,1,3,0,15,5,4,4,0,1,1,All
Allan Domb,,,,,,,1,10,5,16,4,4,3,6,1,2,2,1,0,1,All
David Oh,,,,,,,,3,58,3,56,56,52,5,6,3,2,0,1,0,All
Al Taubenberger,,,,,,,,,1,1,53,55,53,1,0,0,0,0,0,0,All
Kendra Brooks,,,,,,,,,,0,0,1,0,40,5,3,2,1,1,0,All
Matt Wolfe,,,,,,,,,,,1,54,52,2,3,4,1,1,0,0,All
Bill Heeney,,,,,,,,,,,,1,52,1,0,0,0,0,0,0,All
Dan Tinney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,0,5,1,1,2,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,1,3,1,2,1,0,All
Joe Cox,,,,,,,,,,,,,,,,0,1,3,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,2,1,1,0,All
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,856,1,827,815,801,797,784,84,65,65,64,61,57,46,13,11,9,5,2,1,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 9th District,,12
,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Helen Gym,Nicolas O'Rourke,Dan Tinney,Kendra Brooks,Clarc King,David Oh,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Bill Heeney,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,Cherelle L Parker,Write-In,12
Derek S Green,2,76,76,75,73,3,2,3,1,0,0,1,1,0,0,0,0,0,77,0,12
Katherine Gilmore Richardson,,0,76,74,72,2,2,1,1,0,0,1,1,0,0,0,0,0,77,0,12
Isaiah Thomas,,,0,74,73,3,1,2,1,0,0,1,0,0,0,0,0,0,77,0,12
Allan Domb,,,,0,72,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,12
Helen Gym,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,74,0,12
Nicolas O'Rourke,,,,,,0,0,4,2,1,1,3,0,0,0,0,0,0,3,0,12
Dan Tinney,,,,,,,0,0,0,1,2,0,2,1,0,0,0,0,1,0,12
Kendra Brooks,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,2,0,12
Clarc King,,,,,,,,,0,0,0,2,0,0,1,0,0,0,1,0,12
David Oh,,,,,,,,,,1,2,1,1,1,0,0,0,0,0,0,12
Matt Wolfe,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,12
Sherrie Cohen,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,12
Al Taubenberger,,,,,,,,,,,,,0,1,0,0,0,0,0,0,12
Bill Heeney,,,,,,,,,,,,,,0,0,0,0,0,0,0,12
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,12
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,12
