col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Tiffany Palmer,4,"2,287","2,283","2,268","2,262","2,261","2,256",0,"2,137","2,084","2,100","2,089","2,076",144,78,93,64,50,153,106,28,31,23,13,11,8,All
Jennifer Schultz,,4,"2,268","2,261","2,268","2,260","2,257",0,"2,108","2,081","2,084","2,080","2,067",150,87,94,71,61,154,99,24,29,25,8,11,1,All
Crystal B Powell,,,0,"2,256","2,251","2,236","2,238",0,"2,105","2,066","2,082","2,059","2,054",137,72,83,57,49,146,100,22,29,24,12,8,6,All
Carmella Jacquinto,,,,5,"2,256","2,238","2,250",0,"2,105","2,058","2,081","2,065","2,055",136,71,81,55,45,159,103,22,30,21,12,11,3,All
Joshua Roberts,,,,,4,"2,250","2,254",0,"2,096","2,056","2,077","2,054","2,043",131,75,82,63,52,146,96,21,28,22,10,11,3,All
Anthony Kyriakakis,,,,,,2,"2,259",0,"2,086","2,053","2,066","2,050","2,042",136,79,89,63,54,142,97,23,28,19,9,11,3,All
James C Crumlish,,,,,,,0,0,"2,086","2,060","2,070","2,063","2,043",137,81,90,64,52,144,99,21,27,20,10,10,3,All
Write-In,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,All
Isaiah Thomas,,,,,,,,,6,"2,055","2,120","2,086","2,061",62,24,36,16,11,102,63,13,13,14,6,3,0,All
Allan Domb,,,,,,,,,,3,"2,051","2,039","2,061",98,52,52,38,31,56,26,9,11,8,4,5,2,All
