col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 9th District,,City Commissioners,,,,All
,Cherelle L Parker,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,All
Cherelle L Parker,614,0,"25,050","24,693",663,1,All
Write-In,,3,12,10,14,5,All
Omar Sabir,,,263,"23,904",181,1,All
Lisa Deeley,,,,197,420,1,All
Al Schmidt,,,,,"1,512",2,All
Write-In,,,,,,2,All
Total,"26,909",29,"25,612","25,246","2,321",9,All
