col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,City Commissioners,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Jim Kenney,"11,959",0,0,"206,479","207,107","8,603",368,All
Billy Ciancaglini,,"6,000",0,"11,544","5,036","43,533",87,All
Write-In,,,125,408,409,208,82,All
Lisa Deeley,,,,931,"199,240","9,974",23,All
Omar Sabir,,,,,"1,327","3,613",62,All
Al Schmidt,,,,,,649,90,All
Write-In,,,,,,,11,All
Total,"233,721","56,407",779,"221,238","215,605","53,491",560,All
