col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 3rd District,,Judge Of The Superior Court,,,,,All
,Jamie Gauthier,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,All
Jamie Gauthier,776,0,"24,968","24,684",506,378,4,All
Write-In,,6,43,44,11,8,2,All
Amanda Green-Hawkins,,,393,"24,608",147,141,1,All
Daniel D Mccaffery,,,,219,247,132,1,All
Megan Mccarthy King,,,,,52,620,1,All
Christylee Peck,,,,,,27,0,All
Write-In,,,,,,,0,All
Total,"27,214",61,"26,598","26,141","1,122",958,8,All
