col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 1st District,,,City Commissioners,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Mark F Squilla,16,0,0,157,147,12,0,All
Daniel Orsino,,0,0,13,7,46,0,All
Write-In,,,0,0,0,0,0,All
Lisa Deeley,,,,1,153,14,0,All
Omar Sabir,,,,,0,0,0,All
Al Schmidt,,,,,,5,0,All
Write-In,,,,,,,0,All
Total,184,54,0,178,161,63,0,All
,District Council 1st District,,,City Commissioners,,,,5
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Mark F Squilla,16,0,0,157,147,12,0,5
Daniel Orsino,,0,0,13,7,46,0,5
Write-In,,,0,0,0,0,0,5
Lisa Deeley,,,,1,153,14,0,5
Omar Sabir,,,,,0,0,0,5
Al Schmidt,,,,,,5,0,5
Write-In,,,,,,,0,5
Total,184,54,0,178,161,63,0,5
