col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners,,,,District Council 4th District,,,,All
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Omar Sabir,230,"24,899",461,0,"24,701","1,496",258,7,All
Lisa Deeley,,170,968,1,"24,344","1,610",421,9,All
Al Schmidt,,,"2,171",7,"1,053",649,605,11,All
Write-In,,,,3,5,8,4,4,All
Curtis Jones Jr,,,,,757,17,6,0,All
Karla Cruel,,,,,,234,0,0,All
Matt Baltsar,,,,,,,93,0,All
Write-In,,,,,,,,2,All
Total,"27,192","27,071","4,574",32,"27,042","2,461",984,25,All
