col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Municipal Court,,Judge Of The Court Of Common Pleas,,,,,,,,All
,David H Conroy,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
David H Conroy,"3,496",0,"216,170","212,093","210,322","207,901","207,611","205,916","200,476",236,All
Write-In,,18,58,45,44,42,42,35,46,407,All
Tiffany Palmer,,,"1,548","211,862","211,264","207,339","207,506","204,998","200,774",186,All
Jennifer Schultz,,,,826,"207,804","204,108","205,697","204,381","198,390",155,All
Anthony Kyriakakis,,,,,643,"207,005","203,365","203,424","195,210",152,All
James C Crumlish,,,,,,713,"203,257","203,547","195,143",153,All
Carmella Jacquinto,,,,,,,673,"203,226","198,145",132,All
Joshua Roberts,,,,,,,,372,"195,931",139,All
Crystal B Powell,,,,,,,,,729,118,All
Write-In,,,,,,,,,,39,All
Total,"230,698",180,"224,998","218,078","216,237","212,655","212,204","209,429","205,170",778,All
