col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Al Schmidt,"3,884",798,83,5,897,868,884,816,743,793,747,15,All
Lisa Deeley,,184,"2,538",0,"3,145","3,115","3,047","3,016","3,035","2,983","2,954",2,All
Omar Sabir,,,27,1,"2,498","2,532","2,491","2,494","2,472","2,457","2,430",0,All
Write-In,,,,1,2,2,1,2,1,2,2,7,All
Jennifer Schultz,,,,,18,"3,389","3,282","3,262","3,264","3,268","3,229",0,All
Tiffany Palmer,,,,,,17,"3,291","3,293","3,300","3,252","3,247",0,All
James C Crumlish,,,,,,,22,"3,290","3,219","3,248","3,150",0,All
Anthony Kyriakakis,,,,,,,,5,"3,200","3,210","3,127",0,All
Carmella Jacquinto,,,,,,,,,12,"3,192","3,188",0,All
Joshua Roberts,,,,,,,,,,6,"3,147",0,All
Crystal B Powell,,,,,,,,,,,6,0,All
Write-In,,,,,,,,,,,,0,All
Total,"5,344","3,916","2,761",10,"3,697","3,662","3,580","3,481","3,446","3,441","3,377",22,All
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Joshua Roberts,Crystal B Powell,James C Crumlish,Carmella Jacquinto,Write-In,1
Al Schmidt,61,15,0,0,20,17,18,16,15,15,14,0,1
Lisa Deeley,,1,60,0,73,72,71,71,70,69,70,0,1
Omar Sabir,,,0,0,59,63,61,63,58,62,60,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,0,79,77,78,75,75,73,0,1
Tiffany Palmer,,,,,,0,78,80,75,76,74,0,1
Anthony Kyriakakis,,,,,,,0,78,73,75,73,0,1
Joshua Roberts,,,,,,,,0,75,77,73,0,1
Crystal B Powell,,,,,,,,,0,72,72,0,1
James C Crumlish,,,,,,,,,,0,73,0,1
Carmella Jacquinto,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,0,1
Total,88,85,65,0,85,83,82,82,78,78,77,0,1
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,Write-In,2
Al Schmidt,59,16,0,0,20,21,21,16,16,17,16,0,2
Lisa Deeley,,7,36,0,52,52,53,48,48,47,46,0,2
Omar Sabir,,,0,0,36,36,35,35,36,37,35,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,1,60,58,54,57,53,56,0,2
Tiffany Palmer,,,,,,0,59,57,57,56,56,0,2
James C Crumlish,,,,,,,0,57,56,54,54,0,2
