col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,All
,Bill Heeney,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,All
Bill Heeney,38,"1,311","1,356","1,328","1,309",212,68,89,32,37,25,25,31,26,23,11,9,0,299,"1,341","1,240",106,0,All
David Oh,,6,"1,209","1,219","1,181",201,107,59,74,62,31,29,22,26,20,19,11,2,264,"1,179","1,105",116,0,All
Dan Tinney,,,2,"1,255","1,213",131,45,74,55,46,22,17,19,15,19,7,9,0,213,"1,213","1,144",77,0,All
Al Taubenberger,,,,4,"1,190",131,57,68,56,39,21,16,24,15,15,15,8,0,213,"1,205","1,135",77,0,All
Matt Wolfe,,,,,4,97,34,53,33,6,11,13,24,19,21,6,6,0,148,"1,166","1,105",54,0,All
Allan Domb,,,,,,6,"1,057","1,006","1,016",992,65,37,11,19,16,15,6,1,"1,138",152,116,"1,042",0,All
Helen Gym,,,,,,,3,"1,054","1,025","1,038",123,88,15,21,11,28,5,0,"1,098",72,64,"1,066",0,All
Katherine Gilmore Richardson,,,,,,,,0,"1,011","1,025",96,61,10,14,6,16,7,0,"1,061",83,72,"1,039",0,All
Derek S Green,,,,,,,,,0,"1,030",76,50,14,10,11,15,3,0,"1,058",58,38,"1,015",0,All
Isaiah Thomas,,,,,,,,,,1,91,63,13,11,7,12,5,0,"1,050",42,38,"1,030",0,All
Kendra Brooks,,,,,,,,,,,0,132,20,30,22,30,12,1,166,37,21,154,1,All
Nicolas O'Rourke,,,,,,,,,,,,0,6,20,16,13,7,0,123,35,27,104,0,All
Maj Toure,,,,,,,,,,,,,1,20,18,13,10,0,33,43,39,28,1,All
Joe Cox,,,,,,,,,,,,,,0,17,16,19,1,47,30,17,41,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,0,13,4,0,34,39,29,20,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,1,5,1,38,23,20,29,1,All
Clarc King,,,,,,,,,,,,,,,,,0,0,22,9,6,18,0,All
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,All
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,24,162,59,"1,186",0,All
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,10,"1,236",21,0,All
Christylee Peck,,,,,,,,,,,,,,,,,,,,,3,23,0,All
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,14,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,766","1,503","1,495","1,485","1,389","1,358","1,253","1,209","1,162","1,151",221,166,89,86,70,66,35,8,"1,605","1,540","1,389","1,317",3,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,1
,Bill Heeney,Dan Tinney,David Oh,Al Taubenberger,Matt Wolfe,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Isaiah Thomas,Maj Toure,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,1
Bill Heeney,0,89,83,82,89,16,10,6,5,2,6,2,2,3,0,1,1,0,88,84,20,9,0,1
Dan Tinney,,0,75,76,73,8,5,4,1,2,2,2,0,1,0,0,0,0,77,73,18,7,0,1
David Oh,,,1,77,74,12,3,5,7,2,5,2,3,0,0,0,1,0,75,66,17,5,0,1
Al Taubenberger,,,,0,74,9,2,4,5,1,5,2,1,0,1,0,0,0,77,71,8,6,0,1
Matt Wolfe,,,,,0,5,6,4,2,0,6,0,3,2,0,1,0,0,78,68,11,5,0,1
Allan Domb,,,,,,1,38,39,36,36,0,2,2,2,0,0,1,0,11,9,42,40,0,1
Katherine Gilmore Richardson,,,,,,,0,40,37,37,2,4,0,2,1,1,0,0,5,7,38,41,0,1
Derek S Green,,,,,,,,0,36,35,2,3,0,2,0,1,0,0,6,1,41,39,0,1
Helen Gym,,,,,,,,,0,32,2,5,1,2,0,1,0,0,7,6,31,34,0,1
Isaiah Thomas,,,,,,,,,,0,2,2,0,0,1,0,0,0,3,3,34,36,0,1
Maj Toure,,,,,,,,,,,0,3,2,0,2,1,0,0,7,6,2,3,0,1
Kendra Brooks,,,,,,,,,,,,0,2,3,2,1,0,0,1,3,2,5,0,1
Joe Cox,,,,,,,,,,,,,0,1,2,0,0,0,4,0,3,2,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,1,1,0,2,2,3,3,0,1
Clarc King,,,,,,,,,,,,,,,0,0,0,0,1,1,1,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,1,77,7,3,0,1
Christylee Peck,,,,,,,,,,,,,,,,,,,,0,3,3,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,3,43,0,1
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,119,101,96,93,91,61,51,48,45,41,11,9,7,6,3,2,2,0,100,91,74,57,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Al Taubenberger,Dan Tinney,Bill Heeney,Helen Gym,Matt Wolfe,Isaiah Thomas,Allan Domb,David Oh,Katherine Gilmore Richardson,Derek S Green,Maj Toure,Kendra Brooks,Nicolas O'Rourke,Write-In,Clarc King,Joe Cox,Steve Cherniavsky,Sherrie Cohen,2
Daniel D Mccaffery,1,51,4,2,0,11,12,12,42,6,40,38,6,38,35,3,4,4,0,2,3,2,1,2
Amanda Green-Hawkins,,1,0,0,0,6,6,3,42,1,40,35,2,38,36,3,5,5,0,2,3,2,1,2
Megan Mccarthy King,,,1,37,0,39,39,38,2,38,2,4,33,1,1,2,0,0,0,0,0,2,0,2
Christylee Peck,,,,0,0,37,36,34,2,35,1,3,32,0,0,2,0,0,0,0,0,1,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Al Taubenberger,,,,,,0,46,44,2,40,3,4,39,2,1,0,0,0,0,1,1,2,1,2
Dan Tinney,,,,,,,0,45,3,41,2,3,40,0,1,3,0,0,0,1,1,1,1,2
Bill Heeney,,,,,,,,0,4,43,1,5,40,0,1,1,0,0,0,2,0,1,0,2
Helen Gym,,,,,,,,,0,2,37,39,1,37,36,1,4,4,0,1,0,1,0,2
Matt Wolfe,,,,,,,,,,0,0,4,38,0,1,0,0,0,0,1,0,2,0,2
Isaiah Thomas,,,,,,,,,,,0,34,1,36,37,0,3,3,0,1,1,0,0,2
Allan Domb,,,,,,,,,,,,0,2,33,32,0,2,2,0,1,0,2,0,2
David Oh,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,,,,,,,0,34,0,2,2,0,1,1,0,0,2
Derek S Green,,,,,,,,,,,,,,,0,0,2,2,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,0,2
Kendra Brooks,,,,,,,,,,,,,,,,,0,5,0,0,0,1,0,2
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
Write-In,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,0,2,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,65,55,48,41,2,53,53,52,48,45,44,42,41,40,38,7,5,5,5,4,4,4,1,2
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,3
,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Kendra Brooks,Steve Cherniavsky,Maj Toure,Joe Cox,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,3
Bill Heeney,5,171,143,138,134,29,10,7,17,6,1,5,3,2,1,2,1,0,150,132,51,15,0,3
Dan Tinney,,1,137,128,129,17,3,10,10,4,2,7,3,1,1,0,2,0,145,129,41,9,0,3
Al Taubenberger,,,0,130,118,17,7,10,12,1,0,4,5,2,1,2,1,0,124,112,41,10,0,3
David Oh,,,,0,120,23,12,9,8,3,2,4,2,4,3,0,1,0,120,110,39,13,0,3
Matt Wolfe,,,,,1,7,1,6,4,1,2,7,2,2,1,0,1,0,120,107,21,5,0,3
Allan Domb,,,,,,1,61,60,57,54,4,1,4,2,1,0,0,0,16,18,75,63,0,3
Helen Gym,,,,,,,0,58,59,57,9,0,1,2,7,3,1,0,5,6,71,64,0,3
Derek S Green,,,,,,,,0,55,56,7,1,4,2,4,3,1,0,7,7,67,60,0,3
