col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Lisa M Deeley,Anthony Clark,Al Schmidt,Kai Scott,Mia Roberts Perez,Abbe Fletman,Ken Powell,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Michael Fanning,Daine Grey Jr,Tracy B Roman,Lyris Younge,Scott Diclaudio,Vincent Furlong,All
Lisa M Deeley,34,"1,613",233,"2,070","2,065","2,085","2,028","1,902","1,876","1,874","1,790","1,775","1,635","1,574","1,351",188,All
Anthony Clark,,61,91,"1,584","1,605","1,559","1,558","1,371","1,408","1,368","1,334","1,330","1,522","1,469","1,244",145,All
Al Schmidt,,,15,265,260,275,250,256,254,267,228,218,196,170,159,292,All
Kai Scott,,,,16,"2,141","2,179","2,090","1,943","1,919","1,950","1,841","1,834","1,675","1,654","1,394",186,All
Mia Roberts Perez,,,,,4,"2,141","2,059","1,925","1,961","1,910","1,843","1,858","1,722","1,672","1,413",201,All
Abbe Fletman,,,,,,11,"2,082","1,958","1,923","1,977","1,853","1,838","1,679","1,650","1,407",185,All
Ken Powell,,,,,,,28,"1,889","1,878","1,896","1,835","1,803","1,648","1,621","1,395",191,All
Rainy Papademetriou,,,,,,,,7,"1,898","1,927","1,836","1,815","1,477","1,455","1,396",175,All
Stephanie M Sawyer,,,,,,,,,4,"1,879","1,861","1,852","1,542","1,487","1,412",198,All
Chris Mallios,,,,,,,,,,1,"1,841","1,818","1,468","1,458","1,406",181,All
Michael Fanning,,,,,,,,,,,0,"1,800","1,466","1,450","1,401",175,All
Daine Grey Jr,,,,,,,,,,,,2,"1,470","1,454","1,388",176,All
Tracy B Roman,,,,,,,,,,,,,7,"1,650","1,411",190,All
Lyris Younge,,,,,,,,,,,,,,3,"1,394",168,All
Scott Diclaudio,,,,,,,,,,,,,,,1,145,All
Vincent Furlong,,,,,,,,,,,,,,,,4,All
Total,"2,463","1,976",570,"2,361","2,348","2,345","2,308","2,109","2,086","2,081","1,939","1,927","1,847","1,730","1,460",417,All
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Lisa M Deeley,Anthony Clark,Al Schmidt,Mia Roberts Perez,Kai Scott,Abbe Fletman,Ken Powell,Stephanie M Sawyer,Tracy B Roman,Rainy Papademetriou,Chris Mallios,Michael Fanning,Lyris Younge,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,1
Lisa M Deeley,0,172,25,184,188,191,177,169,171,171,166,164,164,164,145,17,1
Anthony Clark,,3,7,166,168,166,163,147,162,148,146,146,154,143,136,11,1
Al Schmidt,,,0,25,19,23,17,27,16,22,23,25,14,20,17,29,1
Mia Roberts Perez,,,,0,193,194,179,176,172,172,168,168,167,167,149,18,1
Kai Scott,,,,,1,194,180,173,173,170,168,165,170,166,149,16,1
Abbe Fletman,,,,,,0,181,177,173,178,176,171,170,170,151,17,1
Ken Powell,,,,,,,4,164,165,160,160,161,164,160,144,14,1
Stephanie M Sawyer,,,,,,,,1,155,172,168,169,152,169,151,18,1
Tracy B Roman,,,,,,,,,0,152,151,154,168,151,152,17,1
Rainy Papademetriou,,,,,,,,,,0,171,167,151,167,149,15,1
Chris Mallios,,,,,,,,,,,0,168,150,167,149,17,1
Michael Fanning,,,,,,,,,,,,0,152,169,151,17,1
Lyris Younge,,,,,,,,,,,,,0,149,149,15,1
Daine Grey Jr,,,,,,,,,,,,,,0,147,16,1
Scott Diclaudio,,,,,,,,,,,,,,,0,16,1
Vincent Furlong,,,,,,,,,,,,,,,,0,1
Total,221,202,52,212,211,210,198,187,187,184,182,178,176,175,155,37,1
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,City Commissioners,,,2
,Ken Powell,Mia Roberts Perez,Abbe Fletman,Kai Scott,Tracy B Roman,Stephanie M Sawyer,Lyris Younge,Chris Mallios,Rainy Papademetriou,Daine Grey Jr,Michael Fanning,Scott Diclaudio,Vincent Furlong,Anthony Clark,Lisa M Deeley,Al Schmidt,2
Ken Powell,3,93,91,91,90,81,87,81,79,81,80,77,12,103,87,12,2
Mia Roberts Perez,,0,97,95,95,88,90,85,84,85,84,79,13,87,91,15,2
Abbe Fletman,,,2,95,91,84,89,86,83,83,82,79,12,83,91,14,2
Kai Scott,,,,4,91,81,88,84,80,82,81,77,11,83,87,14,2
Tracy B Roman,,,,,0,85,89,81,78,82,80,78,12,84,85,14,2
Stephanie M Sawyer,,,,,,0,79,84,82,85,83,80,12,75,78,15,2
Lyris Younge,,,,,,,2,78,75,80,78,75,8,81,82,10,2
Chris Mallios,,,,,,,,0,82,82,83,82,11,73,79,13,2
Rainy Papademetriou,,,,,,,,,0,80,80,77,10,70,78,13,2
Daine Grey Jr,,,,,,,,,,0,83,78,11,72,76,13,2
Michael Fanning,,,,,,,,,,,0,78,11,71,77,13,2
Scott Diclaudio,,,,,,,,,,,,0,9,72,76,10,2
Vincent Furlong,,,,,,,,,,,,,1,8,10,22,2
Anthony Clark,,,,,,,,,,,,,,3,82,6,2
Lisa M Deeley,,,,,,,,,,,,,,,4,10,2
Al Schmidt,,,,,,,,,,,,,,,,0,2
Total,119,106,104,103,97,94,93,90,87,86,86,83,29,118,107,30,2
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,3
,Lisa M Deeley,Anthony Clark,Al Schmidt,Abbe Fletman,Kai Scott,Ken Powell,Mia Roberts Perez,Rainy Papademetriou,Stephanie M Sawyer,Chris Mallios,Daine Grey Jr,Michael Fanning,Tracy B Roman,Lyris Younge,Scott Diclaudio,Vincent Furlong,3
Lisa M Deeley,0,34,10,77,74,71,69,67,63,61,57,57,38,31,22,6,3
Anthony Clark,,2,2,33,34,29,33,25,27,21,21,22,28,26,17,3,3
Al Schmidt,,,1,13,10,12,12,10,12,13,8,7,5,4,4,9,3
Abbe Fletman,,,,0,77,72,73,69,65,65,59,59,37,32,23,5,3
Kai Scott,,,,,0,71,72,69,64,63,58,58,35,32,22,5,3
Ken Powell,,,,,,0,68,64,62,65,56,57,33,32,23,7,3
Mia Roberts Perez,,,,,,,0,65,64,63,57,58,36,32,23,6,3
Rainy Papademetriou,,,,,,,,2,63,64,59,59,28,23,22,4,3
Stephanie M Sawyer,,,,,,,,,0,60,57,56,29,26,23,7,3
Chris Mallios,,,,,,,,,,0,57,57,26,24,23,5,3
Daine Grey Jr,,,,,,,,,,,0,56,25,23,22,4,3
Michael Fanning,,,,,,,,,,,,0,25,23,22,4,3
Tracy B Roman,,,,,,,,,,,,,0,32,23,5,3
Lyris Younge,,,,,,,,,,,,,,0,23,4,3
Scott Diclaudio,,,,,,,,,,,,,,,0,3,3
Vincent Furlong,,,,,,,,,,,,,,,,0,3
Total,84,43,18,83,82,78,78,78,69,67,60,60,41,33,23,12,3
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,City Commissioners,,,4
,Mia Roberts Perez,Kai Scott,Abbe Fletman,Ken Powell,Stephanie M Sawyer,Tracy B Roman,Rainy Papademetriou,Lyris Younge,Daine Grey Jr,Chris Mallios,Michael Fanning,Scott Diclaudio,Vincent Furlong,Lisa M Deeley,Anthony Clark,Al Schmidt,4
Mia Roberts Perez,0,45,45,43,44,46,43,44,41,38,40,37,8,43,41,8,4
Kai Scott,,1,47,45,40,43,43,42,40,41,40,37,5,43,40,8,4
Abbe Fletman,,,0,44,40,42,41,42,39,40,39,36,4,42,39,7,4
Ken Powell,,,,0,41,44,41,43,42,39,40,37,7,46,41,7,4
Stephanie M Sawyer,,,,,0,41,42,41,41,38,40,37,6,41,36,8,4
Tracy B Roman,,,,,,0,39,43,41,37,40,37,7,43,39,6,4
Rainy Papademetriou,,,,,,,0,38,40,39,39,36,5,42,34,7,4
Lyris Younge,,,,,,,,0,40,37,39,37,6,42,39,5,4
Daine Grey Jr,,,,,,,,,0,38,41,37,8,40,36,7,4
Chris Mallios,,,,,,,,,,0,38,35,3,38,35,6,4
