col_1,col_2,col_3,col_4,division
,District Council 9th District,,,All
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,All
Cherelle Parker,728,0,0,All
Kevin Strickland,,43,0,All
Bobbie T Curry,,,5,All
Total,728,43,5,All
,District Council 9th District,,,12
,Cherelle Parker,Bobbie T Curry,Kevin Strickland,12
Cherelle Parker,56,0,0,12
Bobbie T Curry,,1,0,12
Kevin Strickland,,,1,12
Total,56,1,1,12
,District Council 9th District,,,15
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,15
Cherelle Parker,118,0,0,15
Kevin Strickland,,8,0,15
Bobbie T Curry,,,1,15
Total,118,8,1,15
,District Council 9th District,,,16
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,16
Cherelle Parker,86,0,0,16
Kevin Strickland,,2,0,16
Bobbie T Curry,,,1,16
Total,86,2,1,16
,District Council 9th District,,,18
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,18
Cherelle Parker,125,0,0,18
Kevin Strickland,,11,0,18
Bobbie T Curry,,,1,18
Total,125,11,1,18
,District Council 9th District,,,19
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,19
Cherelle Parker,117,0,0,19
Kevin Strickland,,5,0,19
Bobbie T Curry,,,0,19
Total,117,5,0,19
,District Council 9th District,,,24
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,24
Cherelle Parker,132,0,0,24
Kevin Strickland,,12,0,24
Bobbie T Curry,,,0,24
Total,132,12,0,24
,District Council 9th District,,,25
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,25
Cherelle Parker,94,0,0,25
Kevin Strickland,,4,0,25
Bobbie T Curry,,,1,25
Total,94,4,1,25
