col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,All
,Michael Wojcik,Paul Lalley,Derek S Green,Blondell Reynolds Brown,Allan Domb,William K Greenlee,Helen Gym,Al Taubenberger,David Oh,Dennis M O Brien,Daniel Tinney,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,All
Michael Wojcik,64,0,"2,007","1,970","1,917","1,912","1,872",212,204,162,127,94,33,33,25,11,All
Paul Lalley,,9,27,14,54,30,41,404,350,354,345,349,20,15,22,8,All
Derek S Green,,,50,"1,804","1,789","1,815","1,761",93,97,68,48,57,21,19,14,1,All
Blondell Reynolds Brown,,,,50,"1,739","1,790","1,729",73,98,44,42,36,12,12,12,0,All
Allan Domb,,,,,49,"1,774","1,753",144,118,106,82,54,22,11,13,3,All
William K Greenlee,,,,,,13,"1,741",122,122,99,58,43,16,16,13,5,All
Helen Gym,,,,,,,16,93,90,70,55,67,36,29,19,9,All
Al Taubenberger,,,,,,,,33,424,449,436,391,22,16,19,4,All
David Oh,,,,,,,,,19,414,375,369,7,8,11,3,All
Dennis M O Brien,,,,,,,,,,8,395,379,10,7,7,1,All
Daniel Tinney,,,,,,,,,,,9,383,9,7,11,1,All
Terry Tracy,,,,,,,,,,,,3,15,6,12,1,All
Andrew C Stober,,,,,,,,,,,,,0,33,28,17,All
Kristin Combs,,,,,,,,,,,,,,1,31,17,All
Sheila E Armstrong,,,,,,,,,,,,,,,3,15,All
John Staggs,,,,,,,,,,,,,,,,1,All
Total,"2,601",499,"2,165","2,098","2,088","2,031","2,006",722,628,583,535,487,66,60,56,23,All
,Judge Of The Commonwealth Court,,Council At Large,,,,,,,,,,,,,,1
,Michael Wojcik,Paul Lalley,Derek S Green,Al Taubenberger,Allan Domb,Helen Gym,William K Greenlee,Blondell Reynolds Brown,Daniel Tinney,Dennis M O Brien,David Oh,Terry Tracy,Andrew C Stober,Kristin Combs,Sheila E Armstrong,John Staggs,1
Michael Wojcik,3,0,64,24,60,53,54,53,18,9,10,7,3,3,2,2,1
Paul Lalley,,0,2,29,2,1,1,0,20,20,18,19,3,1,2,1,1
Derek S Green,,,1,13,54,49,50,48,10,5,5,3,3,2,1,0,1
Al Taubenberger,,,,4,14,8,6,6,40,30,22,24,3,1,1,0,1
Allan Domb,,,,,1,44,47,48,10,6,3,3,1,1,1,0,1
Helen Gym,,,,,,0,49,42,7,4,4,5,5,4,1,1,1
William K Greenlee,,,,,,,0,44,5,5,4,2,3,2,2,2,1
Blondell Reynolds Brown,,,,,,,,0,6,0,2,0,0,0,0,0,1
Daniel Tinney,,,,,,,,,1,23,23,24,2,2,1,0,1
Dennis M O Brien,,,,,,,,,,1,20,19,2,0,1,1,1
David Oh,,,,,,,,,,,1,18,0,0,1,1,1
Terry Tracy,,,,,,,,,,,,0,2,0,0,0,1
Andrew C Stober,,,,,,,,,,,,,0,3,3,1,1
Kristin Combs,,,,,,,,,,,,,,0,1,1,1
Sheila E Armstrong,,,,,,,,,,,,,,,0,1,1
John Staggs,,,,,,,,,,,,,,,,0,1
